Label (Grouping),Total
    Estimate,"1,916"
    Margin of Error,±451
ZCTA5 76936,
    Estimate,"2,547"
    Margin of Error,*****
ZCTA5 76937,
    Estimate,66
    Margin of Error,±45
ZCTA5 76939,
    Estimate,0
    Margin of Error,±14
ZCTA5 76940,
    Estimate,15
    Margin of Error,±7
ZCTA5 76941,
    Estimate,"1,410"
    Margin of Error,±169
ZCTA5 76943,
    Estimate,"2,867"
    Margin of Error,±316
ZCTA5 76945,
    Estimate,"1,715"
    Margin of Error,±178
ZCTA5 76950,
    Estimate,"3,473"
    Margin of Error,±80
ZCTA5 76951,
    Estimate,"1,391"
    Margin of Error,±175
ZCTA5 76953,
    Estimate,67
    Margin of Error,±38
ZCTA5 76955,
    Estimate,278
    Margin of Error,±153
ZCTA5 76957,
    Estimate,185
    Margin of Error,±227
ZCTA5 76958,
    Estimate,238
    Margin of Error,±138
ZCTA5 77002,
    Estimate,"18,892"
    Margin of Error,"±2,647"
ZCTA5 77003,
    Estimate,"9,992"
    Margin of Error,±745
ZCTA5 77004,
    Estimate,"34,197"
    Margin of Error,"±2,654"
ZCTA5 77005,
    Estimate,"28,310"
    Margin of Error,"±1,257"
ZCTA5 77006,
    Estimate,"22,678"
    Margin of Error,"±1,369"
ZCTA5 77007,
    Estimate,"40,653"
    Margin of Error,"±2,164"
ZCTA5 77008,
    Estimate,"37,097"
    Margin of Error,"±2,073"
ZCTA5 77009,
    Estimate,"37,654"
    Margin of Error,"±2,317"
ZCTA5 77010,
    Estimate,802
    Margin of Error,±223
ZCTA5 77011,
    Estimate,"17,060"
    Margin of Error,"±1,945"
ZCTA5 77012,
    Estimate,"17,932"
    Margin of Error,"±1,520"
ZCTA5 77013,
    Estimate,"19,296"
    Margin of Error,"±1,728"
ZCTA5 77014,
    Estimate,"37,471"
    Margin of Error,"±3,461"
ZCTA5 77015,
    Estimate,"58,276"
    Margin of Error,"±3,701"
ZCTA5 77016,
    Estimate,"30,252"
    Margin of Error,"±1,876"
ZCTA5 77017,
    Estimate,"33,627"
    Margin of Error,"±2,610"
ZCTA5 77018,
    Estimate,"28,403"
    Margin of Error,"±1,785"
ZCTA5 77019,
    Estimate,"22,475"
    Margin of Error,"±1,441"
ZCTA5 77020,
    Estimate,"26,252"
    Margin of Error,"±2,031"
ZCTA5 77021,
    Estimate,"26,287"
    Margin of Error,"±1,791"
ZCTA5 77022,
    Estimate,"26,476"
    Margin of Error,"±1,884"
ZCTA5 77023,
    Estimate,"27,676"
    Margin of Error,"±1,939"
ZCTA5 77024,
    Estimate,"37,694"
    Margin of Error,"±1,629"
ZCTA5 77025,
    Estimate,"29,539"
    Margin of Error,"±1,654"
ZCTA5 77026,
    Estimate,"21,412"
    Margin of Error,"±1,922"
ZCTA5 77027,
    Estimate,"19,386"
    Margin of Error,"±1,477"
ZCTA5 77028,
    Estimate,"19,506"
    Margin of Error,"±1,778"
ZCTA5 77029,
    Estimate,"16,223"
    Margin of Error,"±1,026"
ZCTA5 77030,
    Estimate,"11,787"
    Margin of Error,"±1,151"
ZCTA5 77031,
    Estimate,"16,710"
    Margin of Error,"±1,667"
ZCTA5 77032,
    Estimate,"13,887"
    Margin of Error,"±1,636"
ZCTA5 77033,
    Estimate,"28,669"
    Margin of Error,"±1,972"
ZCTA5 77034,
    Estimate,"38,875"
    Margin of Error,"±2,992"
ZCTA5 77035,
    Estimate,"35,335"
    Margin of Error,"±2,021"
ZCTA5 77036,
    Estimate,"68,797"
    Margin of Error,"±2,973"
ZCTA5 77037,
    Estimate,"18,106"
    Margin of Error,"±2,177"
ZCTA5 77038,
    Estimate,"32,275"
    Margin of Error,"±2,963"
ZCTA5 77039,
    Estimate,"27,501"
    Margin of Error,"±2,003"
ZCTA5 77040,
    Estimate,"50,192"
    Margin of Error,"±3,550"
ZCTA5 77041,
    Estimate,"33,053"
    Margin of Error,"±2,449"
ZCTA5 77042,
    Estimate,"40,861"
    Margin of Error,"±2,352"
ZCTA5 77043,
    Estimate,"25,122"
    Margin of Error,"±1,917"
ZCTA5 77044,
    Estimate,"53,753"
    Margin of Error,"±3,819"
ZCTA5 77045,
    Estimate,"32,627"
    Margin of Error,"±2,247"
ZCTA5 77046,
    Estimate,"1,002"
    Margin of Error,±283
ZCTA5 77047,
    Estimate,"33,199"
    Margin of Error,"±2,478"
ZCTA5 77048,
    Estimate,"19,413"
    Margin of Error,"±1,787"
ZCTA5 77049,
    Estimate,"39,514"
    Margin of Error,"±3,594"
ZCTA5 77050,
    Estimate,"5,745"
    Margin of Error,"±1,998"
ZCTA5 77051,
    Estimate,"19,077"
    Margin of Error,"±2,257"
ZCTA5 77053,
    Estimate,"30,642"
    Margin of Error,"±2,258"
ZCTA5 77054,
    Estimate,"23,699"
    Margin of Error,"±1,951"
ZCTA5 77055,
    Estimate,"43,780"
    Margin of Error,"±2,037"
ZCTA5 77056,
    Estimate,"22,062"
    Margin of Error,"±1,224"
ZCTA5 77057,
    Estimate,"44,056"
    Margin of Error,"±2,763"
ZCTA5 77058,
    Estimate,"17,651"
    Margin of Error,±999
ZCTA5 77059,
    Estimate,"18,020"
    Margin of Error,"±1,421"
ZCTA5 77060,
    Estimate,"47,349"
    Margin of Error,"±3,365"
ZCTA5 77061,
    Estimate,"25,485"
    Margin of Error,"±2,163"
ZCTA5 77062,
    Estimate,"24,761"
    Margin of Error,"±1,505"
ZCTA5 77063,
    Estimate,"39,855"
    Margin of Error,"±2,463"
ZCTA5 77064,
    Estimate,"49,305"
    Margin of Error,"±3,023"
ZCTA5 77065,
    Estimate,"40,140"
    Margin of Error,"±2,358"
ZCTA5 77066,
    Estimate,"40,053"
    Margin of Error,"±3,510"
ZCTA5 77067,
    Estimate,"33,420"
    Margin of Error,"±2,264"
ZCTA5 77068,
    Estimate,"11,031"
    Margin of Error,"±1,563"
ZCTA5 77069,
    Estimate,"19,054"
    Margin of Error,"±1,703"
ZCTA5 77070,
    Estimate,"58,462"
    Margin of Error,"±3,857"
ZCTA5 77071,
    Estimate,"27,221"
    Margin of Error,"±1,507"
ZCTA5 77072,
    Estimate,"63,585"
    Margin of Error,"±3,986"
ZCTA5 77073,
    Estimate,"38,857"
    Margin of Error,"±2,954"
ZCTA5 77074,
    Estimate,"39,088"
    Margin of Error,"±2,796"
ZCTA5 77075,
    Estimate,"42,736"
    Margin of Error,"±3,374"
ZCTA5 77076,
    Estimate,"33,171"
    Margin of Error,"±2,825"
ZCTA5 77077,
    Estimate,"63,168"
    Margin of Error,"±3,378"
ZCTA5 77078,
    Estimate,"13,738"
    Margin of Error,"±1,728"
ZCTA5 77079,
    Estimate,"34,633"
    Margin of Error,"±1,966"
ZCTA5 77080,
    Estimate,"45,391"
    Margin of Error,"±2,739"
ZCTA5 77081,
    Estimate,"51,374"
    Margin of Error,"±2,954"
ZCTA5 77082,
    Estimate,"52,827"
    Margin of Error,"±2,913"
ZCTA5 77083,
    Estimate,"77,663"
    Margin of Error,"±3,402"
ZCTA5 77084,
    Estimate,"107,864"
    Margin of Error,"±4,957"
ZCTA5 77085,
    Estimate,"17,101"
    Margin of Error,"±1,418"
ZCTA5 77086,
    Estimate,"30,071"
    Margin of Error,"±2,136"
ZCTA5 77087,
    Estimate,"36,710"
    Margin of Error,"±2,301"
ZCTA5 77088,
    Estimate,"54,601"
    Margin of Error,"±3,123"
ZCTA5 77089,
    Estimate,"59,042"
    Margin of Error,"±3,485"
ZCTA5 77090,
    Estimate,"39,478"
    Margin of Error,"±2,751"
ZCTA5 77091,
    Estimate,"30,008"
    Margin of Error,"±2,465"
ZCTA5 77092,
    Estimate,"35,822"
    Margin of Error,"±3,020"
ZCTA5 77093,
    Estimate,"47,417"
    Margin of Error,"±2,412"
ZCTA5 77094,
    Estimate,"11,139"
    Margin of Error,"±1,422"
ZCTA5 77095,
    Estimate,"71,138"
    Margin of Error,"±3,453"
ZCTA5 77096,
    Estimate,"32,744"
    Margin of Error,"±2,180"
ZCTA5 77098,
    Estimate,"15,414"
    Margin of Error,"±1,190"
ZCTA5 77099,
    Estimate,"50,113"
    Margin of Error,"±2,817"
ZCTA5 77204,
    Estimate,"4,459"
    Margin of Error,"±1,181"
ZCTA5 77301,
    Estimate,"33,409"
    Margin of Error,"±1,588"
ZCTA5 77302,
    Estimate,"19,165"
    Margin of Error,"±1,700"
ZCTA5 77303,
    Estimate,"22,502"
    Margin of Error,"±2,682"
ZCTA5 77304,
    Estimate,"36,700"
    Margin of Error,"±1,702"
ZCTA5 77306,
    Estimate,"16,650"
    Margin of Error,"±2,470"
ZCTA5 77316,
    Estimate,"29,191"
    Margin of Error,"±2,377"
ZCTA5 77318,
    Estimate,"18,348"
    Margin of Error,"±2,006"
ZCTA5 77320,
    Estimate,"38,572"
    Margin of Error,"±2,092"
ZCTA5 77326,
    Estimate,82
    Margin of Error,±67
ZCTA5 77327,
    Estimate,"29,710"
    Margin of Error,"±1,751"
ZCTA5 77328,
    Estimate,"18,297"
    Margin of Error,"±1,934"
ZCTA5 77331,
    Estimate,"7,114"
    Margin of Error,±852
ZCTA5 77334,
    Estimate,23
    Margin of Error,±40
ZCTA5 77335,
    Estimate,"2,799"
    Margin of Error,±611
ZCTA5 77336,
    Estimate,"12,249"
    Margin of Error,"±1,225"
ZCTA5 77338,
    Estimate,"46,780"
    Margin of Error,"±3,057"
ZCTA5 77339,
    Estimate,"42,652"
    Margin of Error,"±3,063"
ZCTA5 77340,
    Estimate,"32,826"
    Margin of Error,"±2,116"
ZCTA5 77341,
    Estimate,0
    Margin of Error,±14
ZCTA5 77342,
    Estimate,0
    Margin of Error,±14
ZCTA5 77345,
    Estimate,"27,274"
    Margin of Error,"±1,776"
ZCTA5 77346,
    Estimate,"67,587"
    Margin of Error,"±4,103"
ZCTA5 77350,
    Estimate,119
    Margin of Error,±99
ZCTA5 77351,
    Estimate,"34,047"
    Margin of Error,"±1,225"
ZCTA5 77354,
    Estimate,"38,505"
    Margin of Error,"±2,942"
ZCTA5 77355,
    Estimate,"31,164"
    Margin of Error,"±3,163"
ZCTA5 77356,
    Estimate,"28,689"
    Margin of Error,"±2,444"
ZCTA5 77357,
    Estimate,"29,992"
    Margin of Error,"±3,085"
ZCTA5 77358,
    Estimate,"5,324"
    Margin of Error,"±1,090"
ZCTA5 77359,
    Estimate,142
    Margin of Error,±88
ZCTA5 77360,
    Estimate,"5,805"
    Margin of Error,±554
ZCTA5 77362,
    Estimate,"6,361"
    Margin of Error,"±1,076"
ZCTA5 77363,
    Estimate,"3,042"
    Margin of Error,±536
ZCTA5 77364,
    Estimate,"2,272"
    Margin of Error,±467
ZCTA5 77365,
    Estimate,"36,802"
    Margin of Error,"±2,938"
ZCTA5 77367,
    Estimate,264
    Margin of Error,±168
ZCTA5 77368,
    Estimate,0
    Margin of Error,±14
ZCTA5 77369,
    Estimate,478
    Margin of Error,±268
ZCTA5 77371,
    Estimate,"7,291"
    Margin of Error,±999
ZCTA5 77372,
    Estimate,"14,103"
    Margin of Error,"±1,748"
ZCTA5 77373,
    Estimate,"63,296"
    Margin of Error,"±4,053"
ZCTA5 77374,
    Estimate,449
    Margin of Error,±218
ZCTA5 77375,
    Estimate,"62,970"
    Margin of Error,"±4,754"
ZCTA5 77376,
    Estimate,561
    Margin of Error,±383
ZCTA5 77377,
    Estimate,"38,689"
    Margin of Error,"±3,196"
ZCTA5 77378,
    Estimate,"17,549"
    Margin of Error,"±1,807"
ZCTA5 77379,
    Estimate,"82,125"
    Margin of Error,"±3,961"
ZCTA5 77380,
    Estimate,"29,095"
    Margin of Error,"±2,206"
ZCTA5 77381,
    Estimate,"36,080"
    Margin of Error,"±2,250"
ZCTA5 77382,
    Estimate,"41,233"
    Margin of Error,"±3,575"
ZCTA5 77384,
    Estimate,"21,259"
    Margin of Error,"±1,690"
ZCTA5 77385,
    Estimate,"24,771"
    Margin of Error,"±1,792"
ZCTA5 77386,
    Estimate,"64,460"
    Margin of Error,"±4,204"
ZCTA5 77388,
    Estimate,"53,498"
    Margin of Error,"±2,888"
ZCTA5 77389,
    Estimate,"41,982"
    Margin of Error,"±2,902"
ZCTA5 77396,
    Estimate,"61,720"
    Margin of Error,"±3,611"
ZCTA5 77401,
    Estimate,"17,362"
    Margin of Error,±124
ZCTA5 77406,
    Estimate,"58,998"
    Margin of Error,"±3,762"
ZCTA5 77407,
    Estimate,"73,084"
    Margin of Error,"±3,871"
ZCTA5 77412,
    Estimate,0
    Margin of Error,±14
ZCTA5 77414,
    Estimate,"24,345"
    Margin of Error,±717
ZCTA5 77415,
    Estimate,390
    Margin of Error,±260
ZCTA5 77417,
    Estimate,"2,892"
    Margin of Error,"±1,294"
ZCTA5 77418,
    Estimate,"10,220"
    Margin of Error,±677
ZCTA5 77419,
    Estimate,823
    Margin of Error,±455
ZCTA5 77420,
    Estimate,"2,365"
    Margin of Error,±517
ZCTA5 77422,
    Estimate,"14,042"
    Margin of Error,"±1,398"
ZCTA5 77423,
    Estimate,"14,470"
    Margin of Error,"±1,266"
ZCTA5 77426,
    Estimate,"2,019"
    Margin of Error,±579
ZCTA5 77428,
    Estimate,0
    Margin of Error,±14
ZCTA5 77429,
    Estimate,"88,375"
    Margin of Error,"±4,226"
ZCTA5 77430,
    Estimate,"1,780"
    Margin of Error,±584
ZCTA5 77431,
    Estimate,333
    Margin of Error,±239
ZCTA5 77432,
    Estimate,0
    Margin of Error,±14
ZCTA5 77433,
    Estimate,"103,070"
    Margin of Error,"±5,504"
ZCTA5 77434,
    Estimate,"4,128"
    Margin of Error,±242
ZCTA5 77435,
    Estimate,"3,727"
    Margin of Error,±723
ZCTA5 77436,
    Estimate,0
    Margin of Error,±14
ZCTA5 77437,
    Estimate,"18,529"
    Margin of Error,±815
ZCTA5 77440,
    Estimate,131
    Margin of Error,±172
ZCTA5 77441,
    Estimate,"22,665"
    Margin of Error,±671
ZCTA5 77442,
    Estimate,"1,343"
    Margin of Error,±500
ZCTA5 77443,
    Estimate,132
    Margin of Error,±162
ZCTA5 77444,
    Estimate,785
    Margin of Error,±321
ZCTA5 77445,
    Estimate,"14,595"
    Margin of Error,±920
ZCTA5 77446,
    Estimate,"5,121"
    Margin of Error,±513
ZCTA5 77447,
    Estimate,"18,145"
    Margin of Error,"±2,625"
ZCTA5 77448,
    Estimate,148
    Margin of Error,±142
ZCTA5 77449,
    Estimate,"119,994"
    Margin of Error,"±4,780"
ZCTA5 77450,
    Estimate,"72,197"
    Margin of Error,"±3,565"
ZCTA5 77451,
    Estimate,588
    Margin of Error,±193
ZCTA5 77453,
    Estimate,168
    Margin of Error,±254
ZCTA5 77454,
    Estimate,0
    Margin of Error,±14
ZCTA5 77455,
    Estimate,"2,014"
    Margin of Error,±491
ZCTA5 77456,
    Estimate,"1,063"
    Margin of Error,±392
ZCTA5 77457,
    Estimate,471
    Margin of Error,±182
ZCTA5 77458,
    Estimate,58
    Margin of Error,±76
ZCTA5 77459,
    Estimate,"77,722"
    Margin of Error,"±3,671"
ZCTA5 77460,
    Estimate,177
    Margin of Error,±129
ZCTA5 77461,
    Estimate,"11,824"
    Margin of Error,"±1,695"
ZCTA5 77464,
    Estimate,366
    Margin of Error,±161
ZCTA5 77465,
    Estimate,"7,227"
    Margin of Error,±604
ZCTA5 77466,
    Estimate,360
    Margin of Error,±114
ZCTA5 77467,
    Estimate,0
    Margin of Error,±14
ZCTA5 77468,
    Estimate,0
    Margin of Error,±14
ZCTA5 77469,
    Estimate,"57,228"
    Margin of Error,"±3,166"
ZCTA5 77470,
    Estimate,458
    Margin of Error,±226
ZCTA5 77471,
    Estimate,"41,723"
    Margin of Error,"±1,758"
ZCTA5 77473,
    Estimate,38
    Margin of Error,±48
ZCTA5 77474,
    Estimate,"14,048"
    Margin of Error,±659
ZCTA5 77475,
    Estimate,699
    Margin of Error,±308
ZCTA5 77476,
    Estimate,281
    Margin of Error,±148
ZCTA5 77477,
    Estimate,"33,844"
    Margin of Error,"±1,660"
ZCTA5 77478,
    Estimate,"23,276"
    Margin of Error,"±1,196"
ZCTA5 77479,
    Estimate,"90,084"
    Margin of Error,"±2,156"
ZCTA5 77480,
    Estimate,"8,243"
    Margin of Error,±641
ZCTA5 77481,
    Estimate,152
    Margin of Error,±135
ZCTA5 77482,
    Estimate,"1,307"
    Margin of Error,±405
ZCTA5 77483,
    Estimate,334
    Margin of Error,±288
ZCTA5 77484,
    Estimate,"12,914"
    Margin of Error,"±1,534"
ZCTA5 77485,
    Estimate,"3,933"
    Margin of Error,±669
ZCTA5 77486,
    Estimate,"7,227"
    Margin of Error,±823
ZCTA5 77488,
    Estimate,"14,721"
    Margin of Error,±845
ZCTA5 77489,
    Estimate,"38,593"
    Margin of Error,"±1,807"
ZCTA5 77493,
    Estimate,"48,117"
    Margin of Error,"±3,387"
ZCTA5 77494,
    Estimate,"129,165"
    Margin of Error,"±4,526"
ZCTA5 77498,
    Estimate,"52,947"
    Margin of Error,"±3,215"
ZCTA5 77502,
    Estimate,"37,665"
    Margin of Error,"±2,139"
ZCTA5 77503,
    Estimate,"24,582"
    Margin of Error,"±1,679"
ZCTA5 77504,
    Estimate,"25,748"
    Margin of Error,"±2,045"
ZCTA5 77505,
    Estimate,"22,548"
    Margin of Error,"±1,727"
ZCTA5 77506,
    Estimate,"37,141"
    Margin of Error,"±2,130"
ZCTA5 77507,
    Estimate,403
    Margin of Error,±230
ZCTA5 77510,
    Estimate,"13,124"
    Margin of Error,"±1,172"
ZCTA5 77511,
    Estimate,"49,600"
    Margin of Error,"±2,071"
ZCTA5 77514,
    Estimate,"5,818"
    Margin of Error,±858
ZCTA5 77515,
    Estimate,"33,491"
    Margin of Error,"±1,545"
ZCTA5 77517,
    Estimate,"6,118"
    Margin of Error,"±1,423"
ZCTA5 77518,
    Estimate,"10,567"
    Margin of Error,"±1,075"
ZCTA5 77519,
    Estimate,596
    Margin of Error,±333
ZCTA5 77520,
    Estimate,"36,054"
    Margin of Error,"±2,160"
ZCTA5 77521,
    Estimate,"63,309"
    Margin of Error,"±2,700"
ZCTA5 77523,
    Estimate,"26,370"
    Margin of Error,"±1,429"
ZCTA5 77530,
    Estimate,"30,880"
    Margin of Error,"±2,730"
ZCTA5 77531,
    Estimate,"15,956"
    Margin of Error,±341
ZCTA5 77532,
    Estimate,"30,108"
    Margin of Error,"±2,108"
ZCTA5 77533,
    Estimate,"1,135"
    Margin of Error,±354
ZCTA5 77534,
    Estimate,"3,125"
    Margin of Error,±813
ZCTA5 77535,
    Estimate,"37,418"
    Margin of Error,"±2,265"
ZCTA5 77536,
    Estimate,"33,291"
    Margin of Error,±726
ZCTA5 77538,
    Estimate,864
    Margin of Error,±297
ZCTA5 77539,
    Estimate,"45,901"
    Margin of Error,"±1,890"
ZCTA5 77541,
    Estimate,"17,989"
    Margin of Error,"±1,221"
ZCTA5 77545,
    Estimate,"25,755"
    Margin of Error,"±1,704"
ZCTA5 77546,
    Estimate,"54,405"
    Margin of Error,"±1,208"
ZCTA5 77547,
    Estimate,"9,702"
    Margin of Error,±338
ZCTA5 77550,
    Estimate,"22,421"
    Margin of Error,±976
ZCTA5 77551,
    Estimate,"23,686"
    Margin of Error,"±1,155"
ZCTA5 77554,
    Estimate,"9,001"
    Margin of Error,±677
ZCTA5 77555,
    Estimate,3
    Margin of Error,±6
ZCTA5 77560,
    Estimate,708
    Margin of Error,±316
ZCTA5 77561,
    Estimate,27
    Margin of Error,±45
ZCTA5 77562,
    Estimate,"10,292"
    Margin of Error,"±1,379"
ZCTA5 77563,
    Estimate,"10,223"
    Margin of Error,±480
ZCTA5 77564,
    Estimate,"1,737"
    Margin of Error,±555
ZCTA5 77565,
    Estimate,"6,555"
    Margin of Error,±590
ZCTA5 77566,
    Estimate,"30,327"
    Margin of Error,±444
ZCTA5 77568,
    Estimate,"19,819"
    Margin of Error,±843
ZCTA5 77571,
    Estimate,"37,298"
    Margin of Error,±300
ZCTA5 77573,
    Estimate,"95,111"
    Margin of Error,"±1,007"
ZCTA5 77575,
    Estimate,"15,796"
    Margin of Error,"±1,276"
ZCTA5 77577,
    Estimate,"1,303"
    Margin of Error,±263
ZCTA5 77578,
    Estimate,"23,444"
    Margin of Error,"±1,438"
ZCTA5 77580,
    Estimate,0
    Margin of Error,±14
ZCTA5 77581,
    Estimate,"50,733"
    Margin of Error,"±2,280"
ZCTA5 77582,
    Estimate,374
    Margin of Error,±266
ZCTA5 77583,
    Estimate,"41,232"
    Margin of Error,"±3,062"
ZCTA5 77584,
    Estimate,"89,358"
    Margin of Error,"±2,868"
ZCTA5 77585,
    Estimate,"1,152"
    Margin of Error,±563
ZCTA5 77586,
    Estimate,"23,364"
    Margin of Error,±726
ZCTA5 77587,
    Estimate,"16,381"
    Margin of Error,±60
ZCTA5 77590,
    Estimate,"33,272"
    Margin of Error,"±1,305"
ZCTA5 77591,
    Estimate,"14,961"
    Margin of Error,"±1,198"
ZCTA5 77597,
    Estimate,408
    Margin of Error,±275
ZCTA5 77598,
    Estimate,"27,184"
    Margin of Error,"±1,813"
ZCTA5 77611,
    Estimate,"9,829"
    Margin of Error,±454
ZCTA5 77612,
    Estimate,"9,490"
    Margin of Error,±886
ZCTA5 77613,
    Estimate,896
    Margin of Error,±237
ZCTA5 77614,
    Estimate,519
    Margin of Error,±242
ZCTA5 77615,
    Estimate,365
    Margin of Error,±184
ZCTA5 77616,
    Estimate,269
    Margin of Error,±263
ZCTA5 77617,
    Estimate,46
    Margin of Error,±33
ZCTA5 77619,
    Estimate,"17,078"
    Margin of Error,±38
ZCTA5 77622,
    Estimate,"1,685"
    Margin of Error,±745
ZCTA5 77623,
    Estimate,689
    Margin of Error,±272
ZCTA5 77624,
    Estimate,658
    Margin of Error,±272
ZCTA5 77625,
    Estimate,"7,773"
    Margin of Error,"±1,074"
ZCTA5 77627,
    Estimate,"21,896"
    Margin of Error,±478
ZCTA5 77629,
    Estimate,782
    Margin of Error,±218
ZCTA5 77630,
    Estimate,"29,480"
    Margin of Error,"±1,216"
ZCTA5 77632,
    Estimate,"21,657"
    Margin of Error,"±1,463"
ZCTA5 77640,
    Estimate,"17,579"
    Margin of Error,"±1,280"
ZCTA5 77642,
    Estimate,"37,881"
    Margin of Error,"±1,285"
ZCTA5 77650,
    Estimate,"2,094"
    Margin of Error,±535
ZCTA5 77651,
    Estimate,"13,534"
    Margin of Error,±29
ZCTA5 77655,
    Estimate,307
    Margin of Error,±94
ZCTA5 77656,
    Estimate,"16,795"
    Margin of Error,"±1,018"
ZCTA5 77657,
    Estimate,"21,551"
    Margin of Error,"±1,210"
ZCTA5 77659,
    Estimate,"6,230"
    Margin of Error,±999
ZCTA5 77660,
    Estimate,"1,342"
    Margin of Error,±514
ZCTA5 77661,
    Estimate,363
    Margin of Error,±376
ZCTA5 77662,
    Estimate,"25,789"
    Margin of Error,"±1,222"
ZCTA5 77663,
    Estimate,854
    Margin of Error,±542
ZCTA5 77664,
    Estimate,"2,368"
    Margin of Error,±433
ZCTA5 77665,
    Estimate,"6,499"
    Margin of Error,"±1,036"
ZCTA5 77701,
    Estimate,"12,930"
    Margin of Error,"±1,227"
ZCTA5 77702,
    Estimate,"3,368"
    Margin of Error,±623
ZCTA5 77703,
    Estimate,"12,069"
    Margin of Error,"±1,153"
ZCTA5 77705,
    Estimate,"40,947"
    Margin of Error,"±1,721"
ZCTA5 77706,
    Estimate,"29,195"
    Margin of Error,"±1,650"
ZCTA5 77707,
    Estimate,"18,214"
    Margin of Error,"±1,575"
ZCTA5 77708,
    Estimate,"12,979"
    Margin of Error,"±1,297"
ZCTA5 77713,
    Estimate,"14,136"
    Margin of Error,"±1,405"
ZCTA5 77801,
    Estimate,"14,585"
    Margin of Error,"±1,239"
ZCTA5 77802,
    Estimate,"24,571"
    Margin of Error,"±1,133"
ZCTA5 77803,
    Estimate,"33,233"
    Margin of Error,"±1,646"
ZCTA5 77807,
    Estimate,"12,677"
    Margin of Error,"±1,312"
ZCTA5 77808,
    Estimate,"14,684"
    Margin of Error,"±1,360"
ZCTA5 77830,
    Estimate,"3,122"
    Margin of Error,±730
ZCTA5 77831,
    Estimate,"3,137"
    Margin of Error,±748
ZCTA5 77833,
    Estimate,"28,417"
    Margin of Error,±847
ZCTA5 77835,
    Estimate,"3,589"
    Margin of Error,±742
ZCTA5 77836,
    Estimate,"11,584"
    Margin of Error,±551
ZCTA5 77837,
    Estimate,"1,580"
    Margin of Error,±250
ZCTA5 77840,
    Estimate,"50,047"
    Margin of Error,"±2,061"
ZCTA5 77843,
    Estimate,"7,965"
    Margin of Error,±691
ZCTA5 77845,
    Estimate,"72,886"
    Margin of Error,"±2,347"
ZCTA5 77852,
    Estimate,0
    Margin of Error,±14
ZCTA5 77853,
    Estimate,"1,091"
    Margin of Error,±352
ZCTA5 77855,
    Estimate,34
    Margin of Error,±47
ZCTA5 77856,
    Estimate,"4,526"
    Margin of Error,±508
ZCTA5 77857,
    Estimate,903
    Margin of Error,±204
ZCTA5 77859,
    Estimate,"7,368"
    Margin of Error,±499
ZCTA5 77861,
    Estimate,"2,171"
    Margin of Error,±491
ZCTA5 77863,
    Estimate,359
    Margin of Error,±241
ZCTA5 77864,
    Estimate,"7,158"
    Margin of Error,±622
ZCTA5 77865,
    Estimate,"2,274"
    Margin of Error,±528
ZCTA5 77866,
    Estimate,0
    Margin of Error,±14
ZCTA5 77867,
    Estimate,302
    Margin of Error,±208
ZCTA5 77868,
    Estimate,"18,302"
    Margin of Error,"±1,638"
ZCTA5 77871,
    Estimate,"2,757"
    Margin of Error,±572
ZCTA5 77872,
    Estimate,"2,416"
    Margin of Error,±403
ZCTA5 77873,
    Estimate,"1,270"
    Margin of Error,±361
ZCTA5 77875,
    Estimate,12
    Margin of Error,±19
ZCTA5 77876,
    Estimate,167
    Margin of Error,±172
ZCTA5 77878,
    Estimate,564
    Margin of Error,±258
ZCTA5 77879,
    Estimate,"5,162"
    Margin of Error,±541
ZCTA5 77880,
    Estimate,"1,816"
    Margin of Error,±541
ZCTA5 77882,
    Estimate,36
    Margin of Error,±62
ZCTA5 77901,
    Estimate,"40,742"
    Margin of Error,"±1,421"
ZCTA5 77904,
    Estimate,"29,064"
    Margin of Error,"±1,427"
ZCTA5 77905,
    Estimate,"16,570"
    Margin of Error,"±1,004"
ZCTA5 77950,
    Estimate,132
    Margin of Error,±51
ZCTA5 77951,
    Estimate,"1,361"
    Margin of Error,±390
ZCTA5 77954,
    Estimate,"10,801"
    Margin of Error,±435
ZCTA5 77957,
    Estimate,"8,710"
    Margin of Error,±441
ZCTA5 77960,
    Estimate,37
    Margin of Error,±59
ZCTA5 77961,
    Estimate,165
    Margin of Error,±115
ZCTA5 77962,
    Estimate,"3,262"
    Margin of Error,±521
ZCTA5 77963,
    Estimate,"5,188"
    Margin of Error,±376
ZCTA5 77964,
    Estimate,"7,850"
    Margin of Error,±510
ZCTA5 77968,
    Estimate,"3,057"
    Margin of Error,±578
ZCTA5 77969,
    Estimate,157
    Margin of Error,±116
ZCTA5 77970,
    Estimate,377
    Margin of Error,±183
ZCTA5 77971,
    Estimate,"1,137"
    Margin of Error,±476
ZCTA5 77973,
    Estimate,30
    Margin of Error,±47
ZCTA5 77974,
    Estimate,562
    Margin of Error,±256
ZCTA5 77975,
    Estimate,"1,540"
    Margin of Error,±314
ZCTA5 77976,
    Estimate,41
    Margin of Error,±40
ZCTA5 77977,
    Estimate,467
    Margin of Error,±253
ZCTA5 77978,
    Estimate,495
    Margin of Error,±132
ZCTA5 77979,
    Estimate,"16,577"
    Margin of Error,±541
ZCTA5 77982,
    Estimate,"1,084"
    Margin of Error,±423
ZCTA5 77983,
    Estimate,"2,251"
    Margin of Error,±443
ZCTA5 77984,
    Estimate,"4,134"
    Margin of Error,±477
ZCTA5 77986,
    Estimate,18
    Margin of Error,±29
