Label (Grouping),Total
    Estimate,"3,714"
    Margin of Error,±483
ZCTA5 75948,
    Estimate,"5,595"
    Margin of Error,±422
ZCTA5 75949,
    Estimate,"8,469"
    Margin of Error,"±1,287"
ZCTA5 75951,
    Estimate,"15,026"
    Margin of Error,±968
ZCTA5 75954,
    Estimate,"2,550"
    Margin of Error,±505
ZCTA5 75956,
    Estimate,"8,275"
    Margin of Error,±864
ZCTA5 75959,
    Estimate,742
    Margin of Error,±313
ZCTA5 75960,
    Estimate,606
    Margin of Error,±349
ZCTA5 75961,
    Estimate,"14,909"
    Margin of Error,"±1,081"
ZCTA5 75962,
    Estimate,"3,149"
    Margin of Error,±708
ZCTA5 75964,
    Estimate,"19,889"
    Margin of Error,"±1,172"
ZCTA5 75965,
    Estimate,"18,231"
    Margin of Error,±962
ZCTA5 75966,
    Estimate,"4,462"
    Margin of Error,±451
ZCTA5 75968,
    Estimate,"2,235"
    Margin of Error,±341
ZCTA5 75969,
    Estimate,"3,719"
    Margin of Error,±774
ZCTA5 75972,
    Estimate,"6,190"
    Margin of Error,±520
ZCTA5 75973,
    Estimate,"2,809"
    Margin of Error,±414
ZCTA5 75974,
    Estimate,"3,296"
    Margin of Error,±502
ZCTA5 75975,
    Estimate,"3,868"
    Margin of Error,±489
ZCTA5 75976,
    Estimate,"1,239"
    Margin of Error,±368
ZCTA5 75977,
    Estimate,378
    Margin of Error,±195
ZCTA5 75979,
    Estimate,"12,023"
    Margin of Error,±768
ZCTA5 75980,
    Estimate,"2,407"
    Margin of Error,±418
ZCTA5 76001,
    Estimate,"37,134"
    Margin of Error,"±3,273"
ZCTA5 76002,
    Estimate,"34,402"
    Margin of Error,"±2,599"
ZCTA5 76005,
    Estimate,"3,967"
    Margin of Error,"±1,353"
ZCTA5 76006,
    Estimate,"24,547"
    Margin of Error,"±1,318"
ZCTA5 76008,
    Estimate,"22,091"
    Margin of Error,"±1,498"
ZCTA5 76009,
    Estimate,"20,751"
    Margin of Error,"±1,290"
ZCTA5 76010,
    Estimate,"57,448"
    Margin of Error,"±2,613"
ZCTA5 76011,
    Estimate,"21,701"
    Margin of Error,"±1,523"
ZCTA5 76012,
    Estimate,"28,750"
    Margin of Error,"±1,759"
ZCTA5 76013,
    Estimate,"34,457"
    Margin of Error,"±2,024"
ZCTA5 76014,
    Estimate,"32,460"
    Margin of Error,"±2,151"
ZCTA5 76015,
    Estimate,"17,629"
    Margin of Error,"±1,494"
ZCTA5 76016,
    Estimate,"31,008"
    Margin of Error,"±2,242"
ZCTA5 76017,
    Estimate,"45,429"
    Margin of Error,"±2,374"
ZCTA5 76018,
    Estimate,"28,553"
    Margin of Error,"±2,063"
ZCTA5 76020,
    Estimate,"32,443"
    Margin of Error,"±1,886"
ZCTA5 76021,
    Estimate,"35,401"
    Margin of Error,"±1,273"
ZCTA5 76022,
    Estimate,"14,224"
    Margin of Error,"±1,262"
ZCTA5 76023,
    Estimate,"7,203"
    Margin of Error,"±1,016"
ZCTA5 76028,
    Estimate,"74,217"
    Margin of Error,"±1,936"
ZCTA5 76031,
    Estimate,"18,996"
    Margin of Error,"±1,541"
ZCTA5 76033,
    Estimate,"26,174"
    Margin of Error,±916
ZCTA5 76034,
    Estimate,"25,717"
    Margin of Error,±132
ZCTA5 76035,
    Estimate,"2,844"
    Margin of Error,±702
ZCTA5 76036,
    Estimate,"29,594"
    Margin of Error,"±1,666"
ZCTA5 76039,
    Estimate,"40,657"
    Margin of Error,"±1,490"
ZCTA5 76040,
    Estimate,"30,787"
    Margin of Error,"±1,684"
ZCTA5 76041,
    Estimate,370
    Margin of Error,±177
ZCTA5 76043,
    Estimate,"7,094"
    Margin of Error,±558
ZCTA5 76044,
    Estimate,"6,466"
    Margin of Error,±847
ZCTA5 76048,
    Estimate,"25,691"
    Margin of Error,"±1,319"
ZCTA5 76049,
    Estimate,"29,154"
    Margin of Error,"±1,263"
ZCTA5 76050,
    Estimate,"6,760"
    Margin of Error,±800
ZCTA5 76051,
    Estimate,"50,066"
    Margin of Error,±253
ZCTA5 76052,
    Estimate,"26,240"
    Margin of Error,"±2,141"
ZCTA5 76053,
    Estimate,"31,513"
    Margin of Error,"±1,363"
ZCTA5 76054,
    Estimate,"11,989"
    Margin of Error,"±1,044"
ZCTA5 76055,
    Estimate,"3,255"
    Margin of Error,±460
ZCTA5 76058,
    Estimate,"20,702"
    Margin of Error,"±1,324"
ZCTA5 76059,
    Estimate,"4,982"
    Margin of Error,±366
ZCTA5 76060,
    Estimate,"8,183"
    Margin of Error,±238
ZCTA5 76061,
    Estimate,262
    Margin of Error,±293
ZCTA5 76063,
    Estimate,"76,867"
    Margin of Error,"±1,472"
ZCTA5 76064,
    Estimate,"1,999"
    Margin of Error,±462
ZCTA5 76065,
    Estimate,"40,814"
    Margin of Error,±841
ZCTA5 76066,
    Estimate,"5,030"
    Margin of Error,"±1,609"
ZCTA5 76067,
    Estimate,"20,420"
    Margin of Error,±600
ZCTA5 76070,
    Estimate,814
    Margin of Error,±458
ZCTA5 76071,
    Estimate,"4,242"
    Margin of Error,±651
ZCTA5 76073,
    Estimate,"6,443"
    Margin of Error,±945
ZCTA5 76077,
    Estimate,491
    Margin of Error,±187
ZCTA5 76078,
    Estimate,"8,753"
    Margin of Error,±996
ZCTA5 76082,
    Estimate,"22,082"
    Margin of Error,"±1,692"
ZCTA5 76084,
    Estimate,"10,375"
    Margin of Error,±931
ZCTA5 76085,
    Estimate,"11,143"
    Margin of Error,"±1,268"
ZCTA5 76086,
    Estimate,"21,054"
    Margin of Error,"±1,160"
ZCTA5 76087,
    Estimate,"28,779"
    Margin of Error,"±2,108"
ZCTA5 76088,
    Estimate,"14,669"
    Margin of Error,"±1,232"
ZCTA5 76092,
    Estimate,"31,276"
    Margin of Error,±328
ZCTA5 76093,
    Estimate,"3,239"
    Margin of Error,±918
ZCTA5 76102,
    Estimate,"10,650"
    Margin of Error,"±1,227"
ZCTA5 76103,
    Estimate,"17,363"
    Margin of Error,"±1,935"
ZCTA5 76104,
    Estimate,"18,956"
    Margin of Error,"±1,648"
ZCTA5 76105,
    Estimate,"24,277"
    Margin of Error,"±1,878"
ZCTA5 76106,
    Estimate,"37,437"
    Margin of Error,"±2,947"
ZCTA5 76107,
    Estimate,"29,929"
    Margin of Error,"±1,597"
ZCTA5 76108,
    Estimate,"44,125"
    Margin of Error,"±1,743"
ZCTA5 76109,
    Estimate,"24,606"
    Margin of Error,"±1,341"
ZCTA5 76110,
    Estimate,"33,505"
    Margin of Error,"±2,627"
ZCTA5 76111,
    Estimate,"21,591"
    Margin of Error,"±1,701"
ZCTA5 76112,
    Estimate,"42,404"
    Margin of Error,"±2,185"
ZCTA5 76114,
    Estimate,"27,683"
    Margin of Error,"±1,393"
ZCTA5 76115,
    Estimate,"21,824"
    Margin of Error,"±1,577"
ZCTA5 76116,
    Estimate,"49,319"
    Margin of Error,"±2,657"
ZCTA5 76117,
    Estimate,"32,438"
    Margin of Error,"±1,534"
ZCTA5 76118,
    Estimate,"16,674"
    Margin of Error,"±1,252"
ZCTA5 76119,
    Estimate,"51,037"
    Margin of Error,"±2,713"
ZCTA5 76120,
    Estimate,"20,518"
    Margin of Error,"±1,863"
ZCTA5 76123,
    Estimate,"38,575"
    Margin of Error,"±3,086"
ZCTA5 76126,
    Estimate,"24,946"
    Margin of Error,"±1,154"
ZCTA5 76127,
    Estimate,"1,781"
    Margin of Error,±481
ZCTA5 76129,
    Estimate,"1,700"
    Margin of Error,"±1,274"
ZCTA5 76131,
    Estimate,"47,569"
    Margin of Error,"±3,391"
ZCTA5 76132,
    Estimate,"26,437"
    Margin of Error,"±1,621"
ZCTA5 76133,
    Estimate,"54,186"
    Margin of Error,"±3,731"
ZCTA5 76134,
    Estimate,"29,208"
    Margin of Error,"±2,523"
ZCTA5 76135,
    Estimate,"18,939"
    Margin of Error,"±1,813"
ZCTA5 76137,
    Estimate,"59,273"
    Margin of Error,"±2,982"
ZCTA5 76140,
    Estimate,"31,703"
    Margin of Error,"±2,465"
ZCTA5 76148,
    Estimate,"24,578"
    Margin of Error,"±1,168"
ZCTA5 76155,
    Estimate,"6,427"
    Margin of Error,±791
ZCTA5 76164,
    Estimate,"14,081"
    Margin of Error,"±1,141"
ZCTA5 76177,
    Estimate,"19,320"
    Margin of Error,"±2,345"
ZCTA5 76179,
    Estimate,"70,425"
    Margin of Error,"±3,615"
ZCTA5 76180,
    Estimate,"36,974"
    Margin of Error,"±1,406"
ZCTA5 76182,
    Estimate,"30,911"
    Margin of Error,"±1,412"
ZCTA5 76201,
    Estimate,"28,415"
    Margin of Error,"±1,918"
ZCTA5 76203,
    Estimate,"1,178"
    Margin of Error,±618
ZCTA5 76205,
    Estimate,"20,365"
    Margin of Error,"±1,847"
ZCTA5 76207,
    Estimate,"15,961"
    Margin of Error,"±1,549"
ZCTA5 76208,
    Estimate,"26,598"
    Margin of Error,"±1,961"
ZCTA5 76209,
    Estimate,"26,660"
    Margin of Error,"±1,696"
ZCTA5 76210,
    Estimate,"44,367"
    Margin of Error,"±1,976"
ZCTA5 76225,
    Estimate,"3,193"
    Margin of Error,±531
ZCTA5 76226,
    Estimate,"34,829"
    Margin of Error,"±2,205"
ZCTA5 76227,
    Estimate,"43,088"
    Margin of Error,"±2,515"
ZCTA5 76228,
    Estimate,"1,210"
    Margin of Error,±246
ZCTA5 76230,
    Estimate,"9,921"
    Margin of Error,±510
ZCTA5 76233,
    Estimate,"3,535"
    Margin of Error,±616
ZCTA5 76234,
    Estimate,"19,147"
    Margin of Error,"±1,252"
ZCTA5 76238,
    Estimate,332
    Margin of Error,±123
ZCTA5 76239,
    Estimate,"1,080"
    Margin of Error,±233
ZCTA5 76240,
    Estimate,"29,209"
    Margin of Error,±997
ZCTA5 76241,
    Estimate,9
    Margin of Error,±18
ZCTA5 76244,
    Estimate,"74,884"
    Margin of Error,"±4,792"
ZCTA5 76245,
    Estimate,"1,731"
    Margin of Error,±480
ZCTA5 76247,
    Estimate,"16,511"
    Margin of Error,"±1,408"
ZCTA5 76248,
    Estimate,"40,553"
    Margin of Error,±724
ZCTA5 76249,
    Estimate,"9,235"
    Margin of Error,±745
ZCTA5 76250,
    Estimate,"1,026"
    Margin of Error,±206
ZCTA5 76251,
    Estimate,700
    Margin of Error,±183
ZCTA5 76252,
    Estimate,"2,424"
    Margin of Error,±397
ZCTA5 76253,
    Estimate,348
    Margin of Error,±222
ZCTA5 76255,
    Estimate,"5,514"
    Margin of Error,±285
ZCTA5 76258,
    Estimate,"7,056"
    Margin of Error,±582
ZCTA5 76259,
    Estimate,"5,469"
    Margin of Error,±982
ZCTA5 76261,
    Estimate,244
    Margin of Error,±107
ZCTA5 76262,
    Estimate,"40,159"
    Margin of Error,"±1,634"
ZCTA5 76263,
    Estimate,14
    Margin of Error,±21
ZCTA5 76264,
    Estimate,"1,203"
    Margin of Error,±295
ZCTA5 76265,
    Estimate,"1,529"
    Margin of Error,±216
ZCTA5 76266,
    Estimate,"17,658"
    Margin of Error,±993
ZCTA5 76267,
    Estimate,49
    Margin of Error,±79
ZCTA5 76268,
    Estimate,131
    Margin of Error,±75
ZCTA5 76270,
    Estimate,"1,697"
    Margin of Error,±379
ZCTA5 76271,
    Estimate,"1,873"
    Margin of Error,±491
ZCTA5 76272,
    Estimate,"4,799"
    Margin of Error,±625
ZCTA5 76273,
    Estimate,"9,922"
    Margin of Error,"±1,224"
ZCTA5 76301,
    Estimate,"15,062"
    Margin of Error,"±1,216"
ZCTA5 76302,
    Estimate,"11,423"
    Margin of Error,±904
ZCTA5 76305,
    Estimate,"4,639"
    Margin of Error,±415
ZCTA5 76306,
    Estimate,"14,781"
    Margin of Error,"±1,067"
ZCTA5 76308,
    Estimate,"20,028"
    Margin of Error,"±1,479"
ZCTA5 76309,
    Estimate,"14,082"
    Margin of Error,±936
ZCTA5 76310,
    Estimate,"19,279"
    Margin of Error,"±1,237"
ZCTA5 76311,
    Estimate,"8,037"
    Margin of Error,"±1,263"
ZCTA5 76351,
    Estimate,"1,895"
    Margin of Error,±281
ZCTA5 76354,
    Estimate,"11,825"
    Margin of Error,±439
ZCTA5 76357,
    Estimate,466
    Margin of Error,±113
ZCTA5 76360,
    Estimate,"2,805"
    Margin of Error,±388
ZCTA5 76363,
    Estimate,294
    Margin of Error,±113
ZCTA5 76364,
    Estimate,217
    Margin of Error,±104
ZCTA5 76365,
    Estimate,"4,491"
    Margin of Error,±222
ZCTA5 76366,
    Estimate,"2,036"
    Margin of Error,±310
ZCTA5 76367,
    Estimate,"13,471"
    Margin of Error,±773
ZCTA5 76370,
    Estimate,447
    Margin of Error,±240
ZCTA5 76371,
    Estimate,"1,568"
    Margin of Error,±186
ZCTA5 76372,
    Estimate,"1,051"
    Margin of Error,±259
ZCTA5 76373,
    Estimate,185
    Margin of Error,±114
ZCTA5 76374,
    Estimate,"3,595"
    Margin of Error,±225
ZCTA5 76377,
    Estimate,399
    Margin of Error,±103
ZCTA5 76379,
    Estimate,580
    Margin of Error,±150
ZCTA5 76380,
    Estimate,"3,517"
    Margin of Error,±27
ZCTA5 76384,
    Estimate,"12,304"
    Margin of Error,±197
ZCTA5 76388,
    Estimate,234
    Margin of Error,±61
ZCTA5 76389,
    Estimate,"1,528"
    Margin of Error,±292
ZCTA5 76401,
    Estimate,"29,724"
    Margin of Error,±869
ZCTA5 76402,
    Estimate,606
    Margin of Error,±399
ZCTA5 76424,
    Estimate,"8,552"
    Margin of Error,±247
ZCTA5 76426,
    Estimate,"11,350"
    Margin of Error,±777
ZCTA5 76427,
    Estimate,"1,018"
    Margin of Error,±211
ZCTA5 76429,
    Estimate,106
    Margin of Error,±95
ZCTA5 76430,
    Estimate,"2,340"
    Margin of Error,±177
ZCTA5 76431,
    Estimate,"4,376"
    Margin of Error,±780
ZCTA5 76432,
    Estimate,"1,086"
    Margin of Error,±236
ZCTA5 76433,
    Estimate,"1,934"
    Margin of Error,±355
ZCTA5 76435,
    Estimate,451
    Margin of Error,±150
ZCTA5 76436,
    Estimate,114
    Margin of Error,±60
ZCTA5 76437,
    Estimate,"5,593"
    Margin of Error,±423
ZCTA5 76439,
    Estimate,0
    Margin of Error,±14
ZCTA5 76442,
    Estimate,"7,697"
    Margin of Error,±421
ZCTA5 76443,
    Estimate,"2,019"
    Margin of Error,±377
ZCTA5 76444,
    Estimate,"3,477"
    Margin of Error,±406
ZCTA5 76445,
    Estimate,229
    Margin of Error,±226
ZCTA5 76446,
    Estimate,"8,876"
    Margin of Error,±864
ZCTA5 76448,
    Estimate,"4,991"
    Margin of Error,±440
ZCTA5 76449,
    Estimate,"2,339"
    Margin of Error,±295
ZCTA5 76450,
    Estimate,"13,090"
    Margin of Error,±503
ZCTA5 76452,
    Estimate,111
    Margin of Error,±89
ZCTA5 76453,
    Estimate,"1,515"
    Margin of Error,±271
ZCTA5 76454,
    Estimate,"1,856"
    Margin of Error,±366
ZCTA5 76455,
    Estimate,847
    Margin of Error,±196
ZCTA5 76457,
    Estimate,"4,194"
    Margin of Error,±522
ZCTA5 76458,
    Estimate,"5,930"
    Margin of Error,±242
ZCTA5 76459,
    Estimate,166
    Margin of Error,±75
ZCTA5 76460,
    Estimate,391
    Margin of Error,±251
ZCTA5 76462,
    Estimate,"4,914"
    Margin of Error,±990
ZCTA5 76463,
    Estimate,575
    Margin of Error,±142
ZCTA5 76464,
    Estimate,381
    Margin of Error,±118
ZCTA5 76466,
    Estimate,523
    Margin of Error,±434
ZCTA5 76469,
    Estimate,86
    Margin of Error,±44
ZCTA5 76470,
    Estimate,"3,432"
    Margin of Error,±470
ZCTA5 76471,
    Estimate,"1,500"
    Margin of Error,±254
ZCTA5 76472,
    Estimate,"1,305"
    Margin of Error,±365
ZCTA5 76474,
    Estimate,286
    Margin of Error,±167
ZCTA5 76475,
    Estimate,"1,031"
    Margin of Error,±258
ZCTA5 76476,
    Estimate,"3,406"
    Margin of Error,±687
ZCTA5 76481,
    Estimate,233
    Margin of Error,±222
ZCTA5 76483,
    Estimate,868
    Margin of Error,±172
ZCTA5 76484,
    Estimate,699
    Margin of Error,±211
ZCTA5 76486,
    Estimate,"1,018"
    Margin of Error,±249
ZCTA5 76487,
    Estimate,"2,833"
    Margin of Error,±699
ZCTA5 76490,
    Estimate,54
    Margin of Error,±51
ZCTA5 76491,
    Estimate,482
    Margin of Error,±116
ZCTA5 76501,
    Estimate,"17,357"
    Margin of Error,"±1,548"
ZCTA5 76502,
    Estimate,"45,515"
    Margin of Error,"±1,915"
ZCTA5 76504,
    Estimate,"23,916"
    Margin of Error,"±1,413"
ZCTA5 76511,
    Estimate,"2,497"
    Margin of Error,±641
ZCTA5 76513,
    Estimate,"42,610"
    Margin of Error,"±1,517"
ZCTA5 76518,
    Estimate,"1,536"
    Margin of Error,±420
ZCTA5 76519,
    Estimate,250
    Margin of Error,±136
ZCTA5 76520,
    Estimate,"7,692"
    Margin of Error,±477
ZCTA5 76522,
    Estimate,"40,050"
    Margin of Error,±844
ZCTA5 76523,
    Estimate,397
    Margin of Error,±256
ZCTA5 76524,
    Estimate,"3,813"
    Margin of Error,±811
ZCTA5 76525,
    Estimate,"1,160"
    Margin of Error,±244
ZCTA5 76527,
    Estimate,"4,262"
    Margin of Error,"±1,002"
ZCTA5 76528,
    Estimate,"19,355"
    Margin of Error,"±1,132"
ZCTA5 76530,
    Estimate,"2,277"
    Margin of Error,±285
ZCTA5 76531,
    Estimate,"4,516"
    Margin of Error,±344
ZCTA5 76534,
    Estimate,"2,953"
    Margin of Error,±451
ZCTA5 76537,
    Estimate,"10,273"
    Margin of Error,"±1,001"
ZCTA5 76538,
    Estimate,"1,119"
    Margin of Error,±266
ZCTA5 76539,
    Estimate,"8,665"
    Margin of Error,±824
ZCTA5 76541,
    Estimate,"18,521"
    Margin of Error,"±1,361"
ZCTA5 76542,
    Estimate,"50,527"
    Margin of Error,"±2,584"
ZCTA5 76543,
    Estimate,"33,350"
    Margin of Error,"±1,786"
ZCTA5 76544,
    Estimate,"24,872"
    Margin of Error,"±1,618"
ZCTA5 76548,
    Estimate,"31,759"
    Margin of Error,±312
ZCTA5 76549,
    Estimate,"53,138"
    Margin of Error,"±2,811"
ZCTA5 76550,
    Estimate,"13,789"
    Margin of Error,±690
ZCTA5 76554,
    Estimate,"2,360"
    Margin of Error,±440
ZCTA5 76556,
    Estimate,"1,863"
    Margin of Error,±272
ZCTA5 76557,
    Estimate,"6,063"
    Margin of Error,"±1,030"
ZCTA5 76559,
    Estimate,"6,260"
    Margin of Error,±190
ZCTA5 76561,
    Estimate,"1,259"
    Margin of Error,±324
ZCTA5 76565,
    Estimate,115
    Margin of Error,±91
ZCTA5 76566,
    Estimate,345
    Margin of Error,±176
ZCTA5 76567,
    Estimate,"8,790"
    Margin of Error,±453
ZCTA5 76569,
    Estimate,"3,174"
    Margin of Error,±455
ZCTA5 76570,
    Estimate,"2,661"
    Margin of Error,±399
ZCTA5 76571,
    Estimate,"9,384"
    Margin of Error,±995
ZCTA5 76573,
    Estimate,32
    Margin of Error,±42
ZCTA5 76574,
    Estimate,"19,126"
    Margin of Error,±564
ZCTA5 76577,
    Estimate,"3,120"
    Margin of Error,±418
ZCTA5 76578,
    Estimate,"1,453"
    Margin of Error,±333
ZCTA5 76579,
    Estimate,"7,068"
    Margin of Error,±809
ZCTA5 76596,
    Estimate,"1,271"
    Margin of Error,±349
ZCTA5 76597,
    Estimate,"3,304"
    Margin of Error,±335
ZCTA5 76598,
    Estimate,570
    Margin of Error,±231
ZCTA5 76599,
    Estimate,"1,681"
    Margin of Error,±333
ZCTA5 76621,
    Estimate,"1,025"
    Margin of Error,±197
ZCTA5 76622,
    Estimate,"1,734"
    Margin of Error,±364
ZCTA5 76623,
    Estimate,223
    Margin of Error,±94
ZCTA5 76624,
    Estimate,"2,522"
    Margin of Error,±786
ZCTA5 76626,
    Estimate,"1,309"
    Margin of Error,±242
ZCTA5 76627,
    Estimate,"1,499"
    Margin of Error,±274
ZCTA5 76628,
    Estimate,110
    Margin of Error,±50
ZCTA5 76629,
    Estimate,"1,781"
    Margin of Error,±317
ZCTA5 76630,
    Estimate,"1,683"
    Margin of Error,±446
ZCTA5 76631,
    Estimate,636
    Margin of Error,±178
ZCTA5 76632,
    Estimate,"1,627"
    Margin of Error,±381
ZCTA5 76633,
    Estimate,"6,286"
    Margin of Error,±971
ZCTA5 76634,
    Estimate,"7,207"
    Margin of Error,±430
ZCTA5 76635,
    Estimate,"1,498"
    Margin of Error,±360
ZCTA5 76636,
    Estimate,"1,507"
    Margin of Error,±311
ZCTA5 76637,
    Estimate,369
    Margin of Error,±97
ZCTA5 76638,
    Estimate,"3,095"
    Margin of Error,±590
ZCTA5 76639,
    Estimate,"1,638"
    Margin of Error,±372
ZCTA5 76640,
    Estimate,"3,140"
    Margin of Error,±767
ZCTA5 76641,
    Estimate,"1,768"
    Margin of Error,±347
ZCTA5 76642,
    Estimate,"5,917"
    Margin of Error,±576
ZCTA5 76643,
    Estimate,"15,707"
    Margin of Error,±41
ZCTA5 76645,
    Estimate,"10,762"
    Margin of Error,±273
ZCTA5 76648,
    Estimate,"2,554"
    Margin of Error,±340
ZCTA5 76649,
    Estimate,596
    Margin of Error,±122
ZCTA5 76650,
    Estimate,160
    Margin of Error,±87
ZCTA5 76651,
    Estimate,"3,984"
    Margin of Error,±554
ZCTA5 76652,
    Estimate,"1,169"
    Margin of Error,±255
ZCTA5 76653,
    Estimate,"1,409"
    Margin of Error,±370
ZCTA5 76654,
    Estimate,184
    Margin of Error,±96
ZCTA5 76655,
    Estimate,"8,616"
    Margin of Error,"±1,003"
ZCTA5 76656,
    Estimate,"2,671"
    Margin of Error,±398
ZCTA5 76657,
    Estimate,"11,723"
    Margin of Error,±948
ZCTA5 76660,
    Estimate,663
    Margin of Error,±184
ZCTA5 76661,
    Estimate,"7,388"
    Margin of Error,±379
ZCTA5 76664,
    Estimate,"4,015"
    Margin of Error,±449
ZCTA5 76665,
    Estimate,"2,838"
    Margin of Error,±431
ZCTA5 76666,
    Estimate,171
    Margin of Error,±87
ZCTA5 76667,
    Estimate,"10,385"
    Margin of Error,±575
ZCTA5 76670,
    Estimate,"1,815"
    Margin of Error,±329
ZCTA5 76671,
    Estimate,"1,635"
    Margin of Error,±314
ZCTA5 76673,
    Estimate,"1,253"
    Margin of Error,±387
ZCTA5 76676,
    Estimate,260
    Margin of Error,±77
ZCTA5 76678,
    Estimate,77
    Margin of Error,±64
ZCTA5 76679,
    Estimate,"1,067"
    Margin of Error,±363
ZCTA5 76680,
    Estimate,165
    Margin of Error,±179
ZCTA5 76681,
    Estimate,550
    Margin of Error,±196
ZCTA5 76682,
    Estimate,"3,182"
    Margin of Error,±553
ZCTA5 76685,
    Estimate,43
    Margin of Error,±38
ZCTA5 76686,
    Estimate,222
    Margin of Error,±98
ZCTA5 76687,
    Estimate,"1,915"
    Margin of Error,±355
ZCTA5 76689,
    Estimate,"3,878"
    Margin of Error,±560
ZCTA5 76690,
    Estimate,"1,200"
    Margin of Error,±237
ZCTA5 76691,
    Estimate,"6,357"
    Margin of Error,±558
ZCTA5 76692,
    Estimate,"9,508"
    Margin of Error,±629
ZCTA5 76693,
    Estimate,"2,170"
    Margin of Error,±353
ZCTA5 76701,
    Estimate,"1,953"
    Margin of Error,±378
ZCTA5 76704,
    Estimate,"7,791"
    Margin of Error,"±1,094"
ZCTA5 76705,
    Estimate,"31,902"
    Margin of Error,"±1,079"
ZCTA5 76706,
    Estimate,"39,488"
    Margin of Error,"±1,645"
ZCTA5 76707,
    Estimate,"16,430"
    Margin of Error,"±1,302"
ZCTA5 76708,
    Estimate,"26,155"
    Margin of Error,"±1,655"
ZCTA5 76710,
    Estimate,"23,385"
    Margin of Error,"±1,749"
ZCTA5 76711,
    Estimate,"10,237"
    Margin of Error,"±1,054"
ZCTA5 76712,
    Estimate,"27,310"
    Margin of Error,"±2,033"
ZCTA5 76798,
    Estimate,"2,966"
    Margin of Error,±571
ZCTA5 76801,
    Estimate,"25,081"
    Margin of Error,±488
ZCTA5 76802,
    Estimate,"5,727"
    Margin of Error,±585
ZCTA5 76820,
    Estimate,119
    Margin of Error,±84
ZCTA5 76821,
    Estimate,"4,430"
    Margin of Error,±215
ZCTA5 76823,
    Estimate,"2,698"
    Margin of Error,±359
ZCTA5 76824,
    Estimate,0
    Margin of Error,±14
ZCTA5 76825,
    Estimate,"6,539"
    Margin of Error,±214
ZCTA5 76827,
    Estimate,601
    Margin of Error,±245
ZCTA5 76828,
    Estimate,202
    Margin of Error,±115
ZCTA5 76831,
    Estimate,0
    Margin of Error,±14
ZCTA5 76832,
    Estimate,678
    Margin of Error,±164
ZCTA5 76834,
    Estimate,"4,995"
    Margin of Error,±207
ZCTA5 76836,
    Estimate,5
    Margin of Error,±6
ZCTA5 76837,
    Estimate,"2,001"
    Margin of Error,±238
ZCTA5 76841,
    Estimate,175
    Margin of Error,±180
ZCTA5 76842,
    Estimate,170
    Margin of Error,±83
ZCTA5 76844,
    Estimate,"3,243"
    Margin of Error,±222
ZCTA5 76845,
    Estimate,263
    Margin of Error,±95
ZCTA5 76848,
    Estimate,78
    Margin of Error,±82
ZCTA5 76849,
    Estimate,"3,641"
    Margin of Error,±207
ZCTA5 76852,
    Estimate,304
    Margin of Error,±105
ZCTA5 76853,
    Estimate,"1,492"
    Margin of Error,±318
ZCTA5 76854,
    Estimate,288
    Margin of Error,±155
ZCTA5 76856,
    Estimate,"3,570"
    Margin of Error,±116
ZCTA5 76857,
    Estimate,"1,984"
    Margin of Error,±399
ZCTA5 76858,
    Estimate,264
    Margin of Error,±105
ZCTA5 76859,
    Estimate,"1,773"
    Margin of Error,±189
ZCTA5 76861,
    Estimate,"2,053"
    Margin of Error,±301
ZCTA5 76862,
    Estimate,184
    Margin of Error,±63
ZCTA5 76864,
    Estimate,812
    Margin of Error,±184
ZCTA5 76865,
    Estimate,199
    Margin of Error,±116
ZCTA5 76866,
    Estimate,838
    Margin of Error,±220
ZCTA5 76869,
    Estimate,218
    Margin of Error,±191
ZCTA5 76870,
    Estimate,72
    Margin of Error,±47
ZCTA5 76871,
    Estimate,704
    Margin of Error,±173
ZCTA5 76872,
    Estimate,611
    Margin of Error,±131
ZCTA5 76873,
    Estimate,148
    Margin of Error,±87
ZCTA5 76874,
    Estimate,0
    Margin of Error,±14
ZCTA5 76875,
    Estimate,489
    Margin of Error,±101
ZCTA5 76877,
    Estimate,"4,303"
    Margin of Error,±178
ZCTA5 76878,
    Estimate,"1,642"
    Margin of Error,±196
ZCTA5 76880,
    Estimate,0
    Margin of Error,±14
ZCTA5 76882,
    Estimate,257
    Margin of Error,±108
ZCTA5 76884,
    Estimate,55
    Margin of Error,±54
ZCTA5 76885,
    Estimate,97
    Margin of Error,±62
ZCTA5 76887,
    Estimate,63
    Margin of Error,±57
ZCTA5 76888,
    Estimate,136
    Margin of Error,±74
ZCTA5 76890,
    Estimate,884
    Margin of Error,±219
ZCTA5 76901,
    Estimate,"32,419"
    Margin of Error,"±1,566"
ZCTA5 76902,
    Estimate,0
    Margin of Error,±14
ZCTA5 76903,
    Estimate,"30,312"
    Margin of Error,"±1,781"
ZCTA5 76904,
    Estimate,"36,132"
    Margin of Error,"±2,085"
ZCTA5 76905,
    Estimate,"13,052"
    Margin of Error,"±1,250"
ZCTA5 76908,
    Estimate,"2,319"
    Margin of Error,±566
ZCTA5 76909,
    Estimate,555
    Margin of Error,±250
ZCTA5 76930,
    Estimate,72
    Margin of Error,±51
ZCTA5 76932,
    Estimate,"3,349"
    Margin of Error,±20
ZCTA5 76933,
    Estimate,"1,365"
    Margin of Error,±187
ZCTA5 76934,
    Estimate,947
    Margin of Error,±344
ZCTA5 76935,
