Label (Grouping),Total
    Margin of Error,"±1,596"
ZCTA5 77014,
    Estimate,"36,560"
    Margin of Error,"±3,162"
ZCTA5 77015,
    Estimate,"57,553"
    Margin of Error,"±2,986"
ZCTA5 77016,
    Estimate,"30,462"
    Margin of Error,"±1,799"
ZCTA5 77017,
    Estimate,"34,010"
    Margin of Error,"±2,492"
ZCTA5 77018,
    Estimate,"28,049"
    Margin of Error,"±1,738"
ZCTA5 77019,
    Estimate,"22,164"
    Margin of Error,"±1,388"
ZCTA5 77020,
    Estimate,"26,093"
    Margin of Error,"±2,128"
ZCTA5 77021,
    Estimate,"25,769"
    Margin of Error,"±1,936"
ZCTA5 77022,
    Estimate,"27,200"
    Margin of Error,"±1,734"
ZCTA5 77023,
    Estimate,"28,122"
    Margin of Error,"±1,933"
ZCTA5 77024,
    Estimate,"38,723"
    Margin of Error,"±1,743"
ZCTA5 77025,
    Estimate,"29,298"
    Margin of Error,"±1,700"
ZCTA5 77026,
    Estimate,"21,269"
    Margin of Error,"±2,064"
ZCTA5 77027,
    Estimate,"19,171"
    Margin of Error,"±1,598"
ZCTA5 77028,
    Estimate,"18,620"
    Margin of Error,"±1,863"
ZCTA5 77029,
    Estimate,"17,478"
    Margin of Error,±937
ZCTA5 77030,
    Estimate,"11,362"
    Margin of Error,"±1,082"
ZCTA5 77031,
    Estimate,"17,079"
    Margin of Error,"±1,727"
ZCTA5 77032,
    Estimate,"14,351"
    Margin of Error,"±1,456"
ZCTA5 77033,
    Estimate,"29,267"
    Margin of Error,"±2,311"
ZCTA5 77034,
    Estimate,"36,778"
    Margin of Error,"±2,740"
ZCTA5 77035,
    Estimate,"36,392"
    Margin of Error,"±2,353"
ZCTA5 77036,
    Estimate,"69,154"
    Margin of Error,"±3,336"
ZCTA5 77037,
    Estimate,"18,030"
    Margin of Error,"±2,202"
ZCTA5 77038,
    Estimate,"30,428"
    Margin of Error,"±2,504"
ZCTA5 77039,
    Estimate,"27,987"
    Margin of Error,"±1,986"
ZCTA5 77040,
    Estimate,"50,343"
    Margin of Error,"±3,230"
ZCTA5 77041,
    Estimate,"33,762"
    Margin of Error,"±2,563"
ZCTA5 77042,
    Estimate,"40,659"
    Margin of Error,"±2,605"
ZCTA5 77043,
    Estimate,"24,957"
    Margin of Error,"±1,599"
ZCTA5 77044,
    Estimate,"51,978"
    Margin of Error,"±3,987"
ZCTA5 77045,
    Estimate,"35,010"
    Margin of Error,"±2,537"
ZCTA5 77046,
    Estimate,"1,344"
    Margin of Error,±414
ZCTA5 77047,
    Estimate,"32,747"
    Margin of Error,"±2,764"
ZCTA5 77048,
    Estimate,"18,520"
    Margin of Error,"±1,973"
ZCTA5 77049,
    Estimate,"38,915"
    Margin of Error,"±3,797"
ZCTA5 77050,
    Estimate,"6,052"
    Margin of Error,"±1,907"
ZCTA5 77051,
    Estimate,"17,547"
    Margin of Error,"±2,312"
ZCTA5 77053,
    Estimate,"31,521"
    Margin of Error,"±2,226"
ZCTA5 77054,
    Estimate,"24,780"
    Margin of Error,"±2,095"
ZCTA5 77055,
    Estimate,"45,201"
    Margin of Error,"±2,178"
ZCTA5 77056,
    Estimate,"22,155"
    Margin of Error,"±1,546"
ZCTA5 77057,
    Estimate,"42,897"
    Margin of Error,"±3,185"
ZCTA5 77058,
    Estimate,"15,930"
    Margin of Error,±890
ZCTA5 77059,
    Estimate,"17,483"
    Margin of Error,"±1,756"
ZCTA5 77060,
    Estimate,"45,376"
    Margin of Error,"±2,880"
ZCTA5 77061,
    Estimate,"26,488"
    Margin of Error,"±2,561"
ZCTA5 77062,
    Estimate,"25,568"
    Margin of Error,"±1,578"
ZCTA5 77063,
    Estimate,"41,829"
    Margin of Error,"±2,918"
ZCTA5 77064,
    Estimate,"49,042"
    Margin of Error,"±3,675"
ZCTA5 77065,
    Estimate,"39,951"
    Margin of Error,"±2,758"
ZCTA5 77066,
    Estimate,"38,753"
    Margin of Error,"±3,477"
ZCTA5 77067,
    Estimate,"34,582"
    Margin of Error,"±2,154"
ZCTA5 77068,
    Estimate,"10,837"
    Margin of Error,"±1,679"
ZCTA5 77069,
    Estimate,"18,968"
    Margin of Error,"±2,044"
ZCTA5 77070,
    Estimate,"56,260"
    Margin of Error,"±3,504"
ZCTA5 77071,
    Estimate,"27,650"
    Margin of Error,"±1,851"
ZCTA5 77072,
    Estimate,"65,015"
    Margin of Error,"±4,594"
ZCTA5 77073,
    Estimate,"40,979"
    Margin of Error,"±2,876"
ZCTA5 77074,
    Estimate,"40,891"
    Margin of Error,"±2,749"
ZCTA5 77075,
    Estimate,"46,588"
    Margin of Error,"±3,848"
ZCTA5 77076,
    Estimate,"34,668"
    Margin of Error,"±3,012"
ZCTA5 77077,
    Estimate,"61,908"
    Margin of Error,"±3,119"
ZCTA5 77078,
    Estimate,"14,267"
    Margin of Error,"±1,430"
ZCTA5 77079,
    Estimate,"32,826"
    Margin of Error,"±1,823"
ZCTA5 77080,
    Estimate,"45,254"
    Margin of Error,"±2,713"
ZCTA5 77081,
    Estimate,"51,781"
    Margin of Error,"±3,047"
ZCTA5 77082,
    Estimate,"52,830"
    Margin of Error,"±3,177"
ZCTA5 77083,
    Estimate,"78,240"
    Margin of Error,"±4,384"
ZCTA5 77084,
    Estimate,"108,161"
    Margin of Error,"±5,561"
ZCTA5 77085,
    Estimate,"18,155"
    Margin of Error,"±1,595"
ZCTA5 77086,
    Estimate,"30,347"
    Margin of Error,"±2,095"
ZCTA5 77087,
    Estimate,"37,703"
    Margin of Error,"±2,466"
ZCTA5 77088,
    Estimate,"57,177"
    Margin of Error,"±3,518"
ZCTA5 77089,
    Estimate,"55,410"
    Margin of Error,"±3,203"
ZCTA5 77090,
    Estimate,"39,289"
    Margin of Error,"±3,112"
ZCTA5 77091,
    Estimate,"28,351"
    Margin of Error,"±2,472"
ZCTA5 77092,
    Estimate,"39,841"
    Margin of Error,"±2,974"
ZCTA5 77093,
    Estimate,"46,985"
    Margin of Error,"±3,086"
ZCTA5 77094,
    Estimate,"11,022"
    Margin of Error,"±1,483"
ZCTA5 77095,
    Estimate,"73,956"
    Margin of Error,"±4,956"
ZCTA5 77096,
    Estimate,"33,299"
    Margin of Error,"±2,005"
ZCTA5 77098,
    Estimate,"15,487"
    Margin of Error,"±1,287"
ZCTA5 77099,
    Estimate,"50,326"
    Margin of Error,"±3,144"
ZCTA5 77201,
    Estimate,0
    Margin of Error,±14
ZCTA5 77301,
    Estimate,"34,512"
    Margin of Error,"±1,867"
ZCTA5 77302,
    Estimate,"18,845"
    Margin of Error,"±1,869"
ZCTA5 77303,
    Estimate,"22,040"
    Margin of Error,"±2,891"
ZCTA5 77304,
    Estimate,"35,893"
    Margin of Error,"±2,087"
ZCTA5 77306,
    Estimate,"16,203"
    Margin of Error,"±2,632"
ZCTA5 77316,
    Estimate,"27,475"
    Margin of Error,"±2,201"
ZCTA5 77318,
    Estimate,"18,553"
    Margin of Error,"±2,269"
ZCTA5 77320,
    Estimate,"36,091"
    Margin of Error,"±1,568"
ZCTA5 77326,
    Estimate,59
    Margin of Error,±65
ZCTA5 77327,
    Estimate,"26,206"
    Margin of Error,"±1,531"
ZCTA5 77328,
    Estimate,"16,832"
    Margin of Error,"±2,292"
ZCTA5 77331,
    Estimate,"8,064"
    Margin of Error,"±1,037"
ZCTA5 77334,
    Estimate,352
    Margin of Error,±445
ZCTA5 77335,
    Estimate,"3,468"
    Margin of Error,±732
ZCTA5 77336,
    Estimate,"12,398"
    Margin of Error,"±1,163"
ZCTA5 77338,
    Estimate,"45,092"
    Margin of Error,"±3,192"
ZCTA5 77339,
    Estimate,"42,193"
    Margin of Error,"±2,904"
ZCTA5 77340,
    Estimate,"31,404"
    Margin of Error,"±1,463"
ZCTA5 77342,
    Estimate,0
    Margin of Error,±14
ZCTA5 77345,
    Estimate,"28,593"
    Margin of Error,"±2,110"
ZCTA5 77346,
    Estimate,"63,772"
    Margin of Error,"±3,669"
ZCTA5 77350,
    Estimate,90
    Margin of Error,±74
ZCTA5 77351,
    Estimate,"34,367"
    Margin of Error,"±1,068"
ZCTA5 77354,
    Estimate,"39,843"
    Margin of Error,"±3,298"
ZCTA5 77355,
    Estimate,"31,201"
    Margin of Error,"±2,597"
ZCTA5 77356,
    Estimate,"28,144"
    Margin of Error,"±2,820"
ZCTA5 77357,
    Estimate,"29,890"
    Margin of Error,"±3,561"
ZCTA5 77358,
    Estimate,"5,345"
    Margin of Error,"±1,185"
ZCTA5 77359,
    Estimate,292
    Margin of Error,±204
ZCTA5 77360,
    Estimate,"5,415"
    Margin of Error,±538
ZCTA5 77362,
    Estimate,"4,992"
    Margin of Error,"±1,183"
ZCTA5 77363,
    Estimate,"2,961"
    Margin of Error,±607
ZCTA5 77364,
    Estimate,"2,130"
    Margin of Error,±436
ZCTA5 77365,
    Estimate,"34,286"
    Margin of Error,"±2,889"
ZCTA5 77367,
    Estimate,42
    Margin of Error,±38
ZCTA5 77368,
    Estimate,102
    Margin of Error,±111
ZCTA5 77369,
    Estimate,612
    Margin of Error,±301
ZCTA5 77371,
    Estimate,"7,326"
    Margin of Error,"±1,001"
ZCTA5 77372,
    Estimate,"15,484"
    Margin of Error,"±2,138"
ZCTA5 77373,
    Estimate,"62,350"
    Margin of Error,"±4,051"
ZCTA5 77374,
    Estimate,507
    Margin of Error,±299
ZCTA5 77375,
    Estimate,"60,115"
    Margin of Error,"±3,993"
ZCTA5 77376,
    Estimate,508
    Margin of Error,±411
ZCTA5 77377,
    Estimate,"38,233"
    Margin of Error,"±3,567"
ZCTA5 77378,
    Estimate,"16,134"
    Margin of Error,"±1,390"
ZCTA5 77379,
    Estimate,"82,493"
    Margin of Error,"±4,393"
ZCTA5 77380,
    Estimate,"28,014"
    Margin of Error,"±1,903"
ZCTA5 77381,
    Estimate,"35,487"
    Margin of Error,"±2,068"
ZCTA5 77382,
    Estimate,"40,026"
    Margin of Error,"±3,727"
ZCTA5 77384,
    Estimate,"19,171"
    Margin of Error,"±1,532"
ZCTA5 77385,
    Estimate,"24,619"
    Margin of Error,"±1,960"
ZCTA5 77386,
    Estimate,"60,252"
    Margin of Error,"±3,777"
ZCTA5 77388,
    Estimate,"50,972"
    Margin of Error,"±2,839"
ZCTA5 77389,
    Estimate,"39,907"
    Margin of Error,"±3,366"
ZCTA5 77396,
    Estimate,"62,309"
    Margin of Error,"±4,301"
ZCTA5 77401,
    Estimate,"19,428"
    Margin of Error,±249
ZCTA5 77406,
    Estimate,"57,622"
    Margin of Error,"±3,266"
ZCTA5 77407,
    Estimate,"61,382"
    Margin of Error,"±4,167"
ZCTA5 77412,
    Estimate,0
    Margin of Error,±14
ZCTA5 77414,
    Estimate,"24,254"
    Margin of Error,±616
ZCTA5 77415,
    Estimate,0
    Margin of Error,±14
ZCTA5 77417,
    Estimate,"3,683"
    Margin of Error,"±1,121"
ZCTA5 77418,
    Estimate,"10,250"
    Margin of Error,±808
ZCTA5 77419,
    Estimate,"1,148"
    Margin of Error,±468
ZCTA5 77420,
    Estimate,"2,331"
    Margin of Error,±612
ZCTA5 77422,
    Estimate,"13,965"
    Margin of Error,"±1,289"
ZCTA5 77423,
    Estimate,"13,210"
    Margin of Error,±938
ZCTA5 77426,
    Estimate,"2,415"
    Margin of Error,±620
ZCTA5 77428,
    Estimate,0
    Margin of Error,±14
ZCTA5 77429,
    Estimate,"90,506"
    Margin of Error,"±5,090"
ZCTA5 77430,
    Estimate,"1,867"
    Margin of Error,±669
ZCTA5 77432,
    Estimate,39
    Margin of Error,±62
ZCTA5 77433,
    Estimate,"94,345"
    Margin of Error,"±5,728"
ZCTA5 77434,
    Estimate,"4,562"
    Margin of Error,±306
ZCTA5 77435,
    Estimate,"3,857"
    Margin of Error,±759
ZCTA5 77436,
    Estimate,66
    Margin of Error,±99
ZCTA5 77437,
    Estimate,"17,177"
    Margin of Error,±914
ZCTA5 77440,
    Estimate,28
    Margin of Error,±46
ZCTA5 77441,
    Estimate,"11,248"
    Margin of Error,"±1,228"
ZCTA5 77442,
    Estimate,"1,286"
    Margin of Error,±520
ZCTA5 77443,
    Estimate,390
    Margin of Error,±383
ZCTA5 77444,
    Estimate,582
    Margin of Error,±215
ZCTA5 77445,
    Estimate,"14,629"
    Margin of Error,±794
ZCTA5 77446,
    Estimate,"6,781"
    Margin of Error,±33
ZCTA5 77447,
    Estimate,"16,309"
    Margin of Error,"±1,922"
ZCTA5 77448,
    Estimate,129
    Margin of Error,±124
ZCTA5 77449,
    Estimate,"123,157"
    Margin of Error,"±5,259"
ZCTA5 77450,
    Estimate,"75,752"
    Margin of Error,"±3,655"
ZCTA5 77451,
    Estimate,36
    Margin of Error,±43
ZCTA5 77453,
    Estimate,469
    Margin of Error,±338
ZCTA5 77454,
    Estimate,0
    Margin of Error,±14
ZCTA5 77455,
    Estimate,"2,121"
    Margin of Error,±450
ZCTA5 77456,
    Estimate,"1,116"
    Margin of Error,±457
ZCTA5 77457,
    Estimate,560
    Margin of Error,±161
ZCTA5 77458,
    Estimate,269
    Margin of Error,±218
ZCTA5 77459,
    Estimate,"76,662"
    Margin of Error,"±3,519"
ZCTA5 77460,
    Estimate,43
    Margin of Error,±72
ZCTA5 77461,
    Estimate,"12,133"
    Margin of Error,"±1,623"
ZCTA5 77464,
    Estimate,70
    Margin of Error,±45
ZCTA5 77465,
    Estimate,"7,331"
    Margin of Error,±626
ZCTA5 77466,
    Estimate,539
    Margin of Error,±214
ZCTA5 77467,
    Estimate,16
    Margin of Error,±19
ZCTA5 77468,
    Estimate,24
    Margin of Error,±39
ZCTA5 77469,
    Estimate,"57,011"
    Margin of Error,"±3,235"
ZCTA5 77470,
    Estimate,456
    Margin of Error,±226
ZCTA5 77471,
    Estimate,"38,430"
    Margin of Error,"±1,797"
ZCTA5 77473,
    Estimate,38
    Margin of Error,±43
ZCTA5 77474,
    Estimate,"13,347"
    Margin of Error,±818
ZCTA5 77475,
    Estimate,868
    Margin of Error,±335
ZCTA5 77476,
    Estimate,402
    Margin of Error,±278
ZCTA5 77477,
    Estimate,"35,496"
    Margin of Error,"±1,244"
ZCTA5 77478,
    Estimate,"24,673"
    Margin of Error,"±1,477"
ZCTA5 77479,
    Estimate,"95,615"
    Margin of Error,"±2,269"
ZCTA5 77480,
    Estimate,"8,344"
    Margin of Error,±737
ZCTA5 77481,
    Estimate,66
    Margin of Error,±90
ZCTA5 77482,
    Estimate,"1,676"
    Margin of Error,±427
ZCTA5 77483,
    Estimate,360
    Margin of Error,±316
ZCTA5 77484,
    Estimate,"11,972"
    Margin of Error,"±1,047"
ZCTA5 77485,
    Estimate,"4,209"
    Margin of Error,±867
ZCTA5 77486,
    Estimate,"7,509"
    Margin of Error,±843
ZCTA5 77488,
    Estimate,"14,832"
    Margin of Error,±995
ZCTA5 77489,
    Estimate,"39,444"
    Margin of Error,"±1,836"
ZCTA5 77493,
    Estimate,"40,547"
    Margin of Error,"±2,844"
ZCTA5 77494,
    Estimate,"126,310"
    Margin of Error,"±4,995"
ZCTA5 77498,
    Estimate,"52,950"
    Margin of Error,"±3,745"
ZCTA5 77502,
    Estimate,"38,117"
    Margin of Error,"±2,245"
ZCTA5 77503,
    Estimate,"24,102"
    Margin of Error,"±1,586"
ZCTA5 77504,
    Estimate,"25,044"
    Margin of Error,"±1,943"
ZCTA5 77505,
    Estimate,"22,967"
    Margin of Error,"±1,881"
ZCTA5 77506,
    Estimate,"37,968"
    Margin of Error,"±2,227"
ZCTA5 77507,
    Estimate,326
    Margin of Error,±266
ZCTA5 77510,
    Estimate,"15,223"
    Margin of Error,"±1,386"
ZCTA5 77511,
    Estimate,"50,140"
    Margin of Error,"±2,414"
ZCTA5 77514,
    Estimate,"5,461"
    Margin of Error,±880
ZCTA5 77515,
    Estimate,"33,634"
    Margin of Error,"±1,345"
ZCTA5 77517,
    Estimate,"6,515"
    Margin of Error,"±1,451"
ZCTA5 77518,
    Estimate,"11,513"
    Margin of Error,"±1,328"
ZCTA5 77519,
    Estimate,781
    Margin of Error,±324
ZCTA5 77520,
    Estimate,"33,837"
    Margin of Error,"±1,827"
ZCTA5 77521,
    Estimate,"60,703"
    Margin of Error,"±2,591"
ZCTA5 77523,
    Estimate,"23,431"
    Margin of Error,"±1,263"
ZCTA5 77530,
    Estimate,"32,070"
    Margin of Error,"±2,614"
ZCTA5 77531,
    Estimate,"16,352"
    Margin of Error,±338
ZCTA5 77532,
    Estimate,"30,042"
    Margin of Error,"±2,306"
ZCTA5 77533,
    Estimate,"1,045"
    Margin of Error,±295
ZCTA5 77534,
    Estimate,"2,905"
    Margin of Error,±669
ZCTA5 77535,
    Estimate,"34,603"
    Margin of Error,"±1,860"
ZCTA5 77536,
    Estimate,"32,745"
    Margin of Error,±629
ZCTA5 77538,
    Estimate,808
    Margin of Error,±216
ZCTA5 77539,
    Estimate,"44,228"
    Margin of Error,"±1,724"
ZCTA5 77541,
    Estimate,"19,072"
    Margin of Error,"±1,289"
ZCTA5 77545,
    Estimate,"23,051"
    Margin of Error,"±1,983"
ZCTA5 77546,
    Estimate,"53,148"
    Margin of Error,"±1,369"
ZCTA5 77547,
    Estimate,"9,895"
    Margin of Error,±318
ZCTA5 77550,
    Estimate,"21,710"
    Margin of Error,"±1,056"
ZCTA5 77551,
    Estimate,"22,198"
    Margin of Error,"±1,049"
ZCTA5 77554,
    Estimate,"8,730"
    Margin of Error,±756
ZCTA5 77560,
    Estimate,510
    Margin of Error,±304
ZCTA5 77561,
    Estimate,98
    Margin of Error,±78
ZCTA5 77562,
    Estimate,"10,064"
    Margin of Error,"±1,429"
ZCTA5 77563,
    Estimate,"11,129"
    Margin of Error,±448
ZCTA5 77564,
    Estimate,"1,532"
    Margin of Error,±464
ZCTA5 77565,
    Estimate,"6,953"
    Margin of Error,±714
ZCTA5 77566,
    Estimate,"29,362"
    Margin of Error,±502
ZCTA5 77568,
    Estimate,"16,676"
    Margin of Error,±332
ZCTA5 77571,
    Estimate,"37,699"
    Margin of Error,±608
ZCTA5 77573,
    Estimate,"91,454"
    Margin of Error,±974
ZCTA5 77575,
    Estimate,"16,209"
    Margin of Error,"±1,092"
ZCTA5 77577,
    Estimate,"1,497"
    Margin of Error,±340
ZCTA5 77578,
    Estimate,"22,822"
    Margin of Error,"±1,681"
ZCTA5 77580,
    Estimate,999
    Margin of Error,±403
ZCTA5 77581,
    Estimate,"50,737"
    Margin of Error,"±2,673"
ZCTA5 77583,
    Estimate,"41,305"
    Margin of Error,"±2,541"
ZCTA5 77584,
    Estimate,"91,993"
    Margin of Error,"±2,721"
ZCTA5 77585,
    Estimate,"1,226"
    Margin of Error,±582
ZCTA5 77586,
    Estimate,"23,003"
    Margin of Error,±654
ZCTA5 77587,
    Estimate,"17,162"
    Margin of Error,±147
ZCTA5 77590,
    Estimate,"31,045"
    Margin of Error,"±1,672"
ZCTA5 77591,
    Estimate,"14,926"
    Margin of Error,"±1,555"
ZCTA5 77597,
    Estimate,"1,026"
    Margin of Error,±435
ZCTA5 77598,
    Estimate,"26,513"
    Margin of Error,"±1,538"
ZCTA5 77611,
    Estimate,"8,608"
    Margin of Error,±359
ZCTA5 77612,
    Estimate,"9,619"
    Margin of Error,"±1,019"
ZCTA5 77613,
    Estimate,"1,045"
    Margin of Error,±267
ZCTA5 77614,
    Estimate,408
    Margin of Error,±240
ZCTA5 77615,
    Estimate,923
    Margin of Error,±313
ZCTA5 77616,
    Estimate,157
    Margin of Error,±140
ZCTA5 77617,
    Estimate,47
    Margin of Error,±32
ZCTA5 77619,
    Estimate,"15,531"
    Margin of Error,±42
ZCTA5 77622,
    Estimate,"1,396"
    Margin of Error,±633
ZCTA5 77623,
    Estimate,634
    Margin of Error,±231
ZCTA5 77624,
    Estimate,793
    Margin of Error,±268
ZCTA5 77625,
    Estimate,"9,997"
    Margin of Error,"±1,075"
ZCTA5 77627,
    Estimate,"20,969"
    Margin of Error,±880
ZCTA5 77629,
    Estimate,810
    Margin of Error,±263
ZCTA5 77630,
    Estimate,"27,279"
    Margin of Error,"±1,216"
ZCTA5 77632,
    Estimate,"22,200"
    Margin of Error,"±1,168"
ZCTA5 77640,
    Estimate,"16,549"
    Margin of Error,"±1,162"
ZCTA5 77642,
    Estimate,"37,902"
    Margin of Error,"±1,156"
ZCTA5 77650,
    Estimate,"1,930"
    Margin of Error,±598
ZCTA5 77651,
    Estimate,"12,729"
    Margin of Error,±32
ZCTA5 77655,
    Estimate,264
    Margin of Error,±76
ZCTA5 77656,
    Estimate,"16,744"
    Margin of Error,"±1,152"
ZCTA5 77657,
    Estimate,"21,323"
    Margin of Error,"±1,089"
ZCTA5 77659,
    Estimate,"5,649"
    Margin of Error,±778
ZCTA5 77660,
    Estimate,"1,589"
    Margin of Error,±672
ZCTA5 77661,
    Estimate,"1,292"
    Margin of Error,±740
ZCTA5 77662,
    Estimate,"27,587"
    Margin of Error,"±1,249"
ZCTA5 77663,
    Estimate,720
    Margin of Error,±397
ZCTA5 77664,
    Estimate,"2,872"
    Margin of Error,±564
ZCTA5 77665,
    Estimate,"5,857"
    Margin of Error,±974
ZCTA5 77701,
    Estimate,"14,005"
    Margin of Error,"±1,171"
ZCTA5 77702,
    Estimate,"3,334"
    Margin of Error,±641
ZCTA5 77703,
    Estimate,"13,134"
    Margin of Error,"±1,430"
ZCTA5 77705,
    Estimate,"40,224"
    Margin of Error,"±1,782"
ZCTA5 77706,
    Estimate,"29,707"
    Margin of Error,"±1,482"
ZCTA5 77707,
    Estimate,"18,867"
    Margin of Error,"±1,770"
ZCTA5 77708,
    Estimate,"11,385"
    Margin of Error,±994
ZCTA5 77713,
    Estimate,"13,867"
    Margin of Error,"±1,227"
ZCTA5 77801,
    Estimate,"14,853"
    Margin of Error,"±1,093"
ZCTA5 77802,
    Estimate,"25,257"
    Margin of Error,"±1,119"
ZCTA5 77803,
    Estimate,"34,026"
    Margin of Error,"±1,339"
ZCTA5 77807,
    Estimate,"11,052"
    Margin of Error,"±1,022"
ZCTA5 77808,
    Estimate,"12,248"
    Margin of Error,"±1,203"
ZCTA5 77830,
    Estimate,"3,007"
    Margin of Error,±611
ZCTA5 77831,
    Estimate,"2,847"
    Margin of Error,±538
ZCTA5 77833,
    Estimate,"28,507"
    Margin of Error,±775
ZCTA5 77835,
    Estimate,"3,121"
    Margin of Error,±699
ZCTA5 77836,
    Estimate,"12,516"
    Margin of Error,±631
ZCTA5 77837,
    Estimate,"1,873"
    Margin of Error,±304
ZCTA5 77840,
    Estimate,"59,700"
    Margin of Error,"±1,792"
ZCTA5 77845,
    Estimate,"68,757"
    Margin of Error,"±1,963"
ZCTA5 77853,
    Estimate,"1,189"
    Margin of Error,±307
ZCTA5 77855,
    Estimate,218
    Margin of Error,±270
ZCTA5 77856,
    Estimate,"5,492"
    Margin of Error,±574
ZCTA5 77857,
    Estimate,767
    Margin of Error,±167
ZCTA5 77859,
    Estimate,"6,340"
    Margin of Error,±410
ZCTA5 77861,
    Estimate,"2,135"
    Margin of Error,±495
ZCTA5 77864,
    Estimate,"7,824"
    Margin of Error,±605
ZCTA5 77865,
    Estimate,"2,154"
    Margin of Error,±545
ZCTA5 77867,
    Estimate,315
    Margin of Error,±157
ZCTA5 77868,
    Estimate,"18,344"
    Margin of Error,"±1,618"
ZCTA5 77871,
    Estimate,"3,009"
    Margin of Error,±524
ZCTA5 77872,
    Estimate,"2,178"
    Margin of Error,±413
ZCTA5 77873,
    Estimate,"1,272"
    Margin of Error,±343
ZCTA5 77876,
    Estimate,246
    Margin of Error,±188
ZCTA5 77878,
    Estimate,312
    Margin of Error,±149
ZCTA5 77879,
    Estimate,"5,357"
    Margin of Error,±638
ZCTA5 77880,
    Estimate,"1,800"
    Margin of Error,±500
ZCTA5 77901,
    Estimate,"42,620"
    Margin of Error,"±1,321"
ZCTA5 77904,
    Estimate,"28,838"
    Margin of Error,"±1,325"
ZCTA5 77905,
    Estimate,"15,279"
    Margin of Error,±912
ZCTA5 77950,
    Estimate,157
    Margin of Error,±59
ZCTA5 77951,
    Estimate,"1,534"
    Margin of Error,±530
ZCTA5 77954,
    Estimate,"11,047"
    Margin of Error,±380
ZCTA5 77957,
    Estimate,"8,454"
    Margin of Error,±411
ZCTA5 77960,
    Estimate,62
    Margin of Error,±69
ZCTA5 77961,
    Estimate,138
    Margin of Error,±93
ZCTA5 77962,
    Estimate,"3,309"
    Margin of Error,±551
ZCTA5 77963,
    Estimate,"5,733"
    Margin of Error,±379
ZCTA5 77964,
    Estimate,"7,874"
    Margin of Error,±426
ZCTA5 77968,
    Estimate,"3,142"
    Margin of Error,±517
ZCTA5 77969,
    Estimate,177
    Margin of Error,±120
ZCTA5 77970,
    Estimate,337
    Margin of Error,±147
ZCTA5 77971,
    Estimate,"1,227"
    Margin of Error,±466
ZCTA5 77973,
    Estimate,25
    Margin of Error,±39
ZCTA5 77974,
    Estimate,448
    Margin of Error,±264
ZCTA5 77975,
    Estimate,"1,722"
    Margin of Error,±323
ZCTA5 77976,
    Estimate,38
    Margin of Error,±30
ZCTA5 77977,
    Estimate,513
    Margin of Error,±244
ZCTA5 77978,
    Estimate,576
    Margin of Error,±195
ZCTA5 77979,
    Estimate,"17,295"
    Margin of Error,±536
ZCTA5 77982,
    Estimate,"1,139"
    Margin of Error,±453
ZCTA5 77983,
    Estimate,"2,414"
    Margin of Error,±499
ZCTA5 77984,
    Estimate,"4,129"
    Margin of Error,±425
ZCTA5 77987,
    Estimate,218
    Margin of Error,±82
ZCTA5 77988,
    Estimate,356
    Margin of Error,±310
ZCTA5 77990,
    Estimate,788
    Margin of Error,±205
ZCTA5 77991,
    Estimate,631
    Margin of Error,±441
ZCTA5 77993,
    Estimate,87
    Margin of Error,±79
ZCTA5 77994,
    Estimate,424
    Margin of Error,±195
ZCTA5 77995,
    Estimate,"10,731"
    Margin of Error,±813
ZCTA5 78001,
    Estimate,0
    Margin of Error,±14
ZCTA5 78002,
    Estimate,"5,758"
    Margin of Error,"±1,195"
ZCTA5 78003,
    Estimate,"10,129"
    Margin of Error,±839
ZCTA5 78004,
    Estimate,"1,328"
    Margin of Error,±486
ZCTA5 78005,
    Estimate,"1,176"
    Margin of Error,±559
ZCTA5 78006,
    Estimate,"37,568"
    Margin of Error,"±1,384"
ZCTA5 78007,
    Estimate,198
    Margin of Error,±116
ZCTA5 78008,
    Estimate,351
    Margin of Error,±286
ZCTA5 78009,
    Estimate,"7,632"
    Margin of Error,"±1,039"
ZCTA5 78010,
    Estimate,"4,224"
    Margin of Error,±767
ZCTA5 78011,
    Estimate,"1,574"
    Margin of Error,±470
ZCTA5 78012,
    Estimate,227
    Margin of Error,±124
ZCTA5 78013,
    Estimate,"6,210"
    Margin of Error,±780
ZCTA5 78014,
    Estimate,"5,510"
    Margin of Error,±461
ZCTA5 78015,
    Estimate,"17,187"
    Margin of Error,"±1,728"
ZCTA5 78016,
    Estimate,"10,940"
    Margin of Error,"±1,156"
ZCTA5 78017,
    Estimate,"6,120"
    Margin of Error,±443
ZCTA5 78019,
    Estimate,"2,111"
    Margin of Error,±497
ZCTA5 78021,
    Estimate,158
    Margin of Error,±167
ZCTA5 78022,
    Estimate,"4,082"
    Margin of Error,±320
ZCTA5 78023,
    Estimate,"29,847"
    Margin of Error,"±1,631"
ZCTA5 78024,
    Estimate,"1,466"
    Margin of Error,±379
ZCTA5 78025,
    Estimate,"4,860"
    Margin of Error,±820
ZCTA5 78026,
    Estimate,"7,158"
    Margin of Error,±747
ZCTA5 78027,
    Estimate,990
    Margin of Error,±540
ZCTA5 78028,
    Estimate,"40,058"
    Margin of Error,±887
ZCTA5 78029,
    Estimate,0
    Margin of Error,±14
ZCTA5 78039,
    Estimate,"2,309"
    Margin of Error,±706
ZCTA5 78040,
    Estimate,"39,997"
