Label (Grouping),Total
ZCTA5 77024,
    Estimate,"38,379"
    Margin of Error,"±1,071"
ZCTA5 77025,
    Estimate,"28,955"
    Margin of Error,"±1,153"
ZCTA5 77026,
    Estimate,"22,380"
    Margin of Error,"±1,454"
ZCTA5 77027,
    Estimate,"16,962"
    Margin of Error,"±1,035"
ZCTA5 77028,
    Estimate,"16,721"
    Margin of Error,"±1,291"
ZCTA5 77029,
    Estimate,"18,090"
    Margin of Error,±773
ZCTA5 77030,
    Estimate,"10,963"
    Margin of Error,±770
ZCTA5 77031,
    Estimate,"17,536"
    Margin of Error,"±1,353"
ZCTA5 77032,
    Estimate,"14,093"
    Margin of Error,"±1,661"
ZCTA5 77033,
    Estimate,"29,903"
    Margin of Error,"±1,426"
ZCTA5 77034,
    Estimate,"40,532"
    Margin of Error,"±1,949"
ZCTA5 77035,
    Estimate,"38,524"
    Margin of Error,"±1,793"
ZCTA5 77036,
    Estimate,"76,831"
    Margin of Error,"±2,354"
ZCTA5 77037,
    Estimate,"20,463"
    Margin of Error,"±1,377"
ZCTA5 77038,
    Estimate,"31,365"
    Margin of Error,"±1,558"
ZCTA5 77039,
    Estimate,"28,385"
    Margin of Error,"±1,694"
ZCTA5 77040,
    Estimate,"48,290"
    Margin of Error,"±1,777"
ZCTA5 77041,
    Estimate,"34,885"
    Margin of Error,"±1,383"
ZCTA5 77042,
    Estimate,"42,515"
    Margin of Error,"±1,755"
ZCTA5 77043,
    Estimate,"25,447"
    Margin of Error,"±1,401"
ZCTA5 77044,
    Estimate,"45,885"
    Margin of Error,"±2,500"
ZCTA5 77045,
    Estimate,"37,279"
    Margin of Error,"±2,107"
ZCTA5 77046,
    Estimate,970
    Margin of Error,±248
ZCTA5 77047,
    Estimate,"29,693"
    Margin of Error,"±1,730"
ZCTA5 77048,
    Estimate,"17,721"
    Margin of Error,"±1,310"
ZCTA5 77049,
    Estimate,"35,230"
    Margin of Error,"±1,710"
ZCTA5 77050,
    Estimate,"4,999"
    Margin of Error,±627
ZCTA5 77051,
    Estimate,"17,052"
    Margin of Error,"±1,627"
ZCTA5 77053,
    Estimate,"30,938"
    Margin of Error,"±1,452"
ZCTA5 77054,
    Estimate,"22,704"
    Margin of Error,"±1,234"
ZCTA5 77055,
    Estimate,"44,680"
    Margin of Error,"±1,444"
ZCTA5 77056,
    Estimate,"21,807"
    Margin of Error,±921
ZCTA5 77057,
    Estimate,"41,503"
    Margin of Error,"±1,651"
ZCTA5 77058,
    Estimate,"16,911"
    Margin of Error,±917
ZCTA5 77059,
    Estimate,"16,944"
    Margin of Error,±723
ZCTA5 77060,
    Estimate,"44,828"
    Margin of Error,"±1,542"
ZCTA5 77061,
    Estimate,"25,607"
    Margin of Error,"±1,374"
ZCTA5 77062,
    Estimate,"26,358"
    Margin of Error,"±1,030"
ZCTA5 77063,
    Estimate,"38,961"
    Margin of Error,"±1,835"
ZCTA5 77064,
    Estimate,"49,790"
    Margin of Error,"±1,786"
ZCTA5 77065,
    Estimate,"38,265"
    Margin of Error,"±1,409"
ZCTA5 77066,
    Estimate,"36,703"
    Margin of Error,"±1,454"
ZCTA5 77067,
    Estimate,"34,575"
    Margin of Error,"±1,098"
ZCTA5 77068,
    Estimate,"10,991"
    Margin of Error,±867
ZCTA5 77069,
    Estimate,"18,622"
    Margin of Error,"±1,069"
ZCTA5 77070,
    Estimate,"53,239"
    Margin of Error,"±2,216"
ZCTA5 77071,
    Estimate,"28,558"
    Margin of Error,"±1,400"
ZCTA5 77072,
    Estimate,"61,818"
    Margin of Error,"±2,286"
ZCTA5 77073,
    Estimate,"41,745"
    Margin of Error,"±1,994"
ZCTA5 77074,
    Estimate,"41,386"
    Margin of Error,"±1,951"
ZCTA5 77075,
    Estimate,"43,933"
    Margin of Error,"±1,778"
ZCTA5 77076,
    Estimate,"34,985"
    Margin of Error,"±2,163"
ZCTA5 77077,
    Estimate,"58,131"
    Margin of Error,"±2,114"
ZCTA5 77078,
    Estimate,"15,411"
    Margin of Error,"±1,250"
ZCTA5 77079,
    Estimate,"33,768"
    Margin of Error,"±1,767"
ZCTA5 77080,
    Estimate,"45,832"
    Margin of Error,"±2,107"
ZCTA5 77081,
    Estimate,"52,078"
    Margin of Error,"±1,892"
ZCTA5 77082,
    Estimate,"55,527"
    Margin of Error,"±2,201"
ZCTA5 77083,
    Estimate,"79,996"
    Margin of Error,"±2,696"
ZCTA5 77084,
    Estimate,"107,700"
    Margin of Error,"±3,394"
ZCTA5 77085,
    Estimate,"18,274"
    Margin of Error,±984
ZCTA5 77086,
    Estimate,"29,178"
    Margin of Error,"±1,206"
ZCTA5 77087,
    Estimate,"36,869"
    Margin of Error,"±1,926"
ZCTA5 77088,
    Estimate,"57,003"
    Margin of Error,"±2,540"
ZCTA5 77089,
    Estimate,"53,866"
    Margin of Error,"±2,223"
ZCTA5 77090,
    Estimate,"39,381"
    Margin of Error,"±1,818"
ZCTA5 77091,
    Estimate,"27,078"
    Margin of Error,"±1,671"
ZCTA5 77092,
    Estimate,"39,035"
    Margin of Error,"±2,050"
ZCTA5 77093,
    Estimate,"46,875"
    Margin of Error,"±2,033"
ZCTA5 77094,
    Estimate,"9,710"
    Margin of Error,±551
ZCTA5 77095,
    Estimate,"71,878"
    Margin of Error,"±2,583"
ZCTA5 77096,
    Estimate,"33,769"
    Margin of Error,"±1,335"
ZCTA5 77098,
    Estimate,"13,549"
    Margin of Error,±833
ZCTA5 77099,
    Estimate,"53,357"
    Margin of Error,"±2,365"
ZCTA5 77201,
    Estimate,0
    Margin of Error,±13
ZCTA5 77301,
    Estimate,"33,660"
    Margin of Error,"±1,664"
ZCTA5 77302,
    Estimate,"18,972"
    Margin of Error,"±1,224"
ZCTA5 77303,
    Estimate,"20,163"
    Margin of Error,"±1,548"
ZCTA5 77304,
    Estimate,"30,785"
    Margin of Error,"±1,365"
ZCTA5 77306,
    Estimate,"13,245"
    Margin of Error,"±1,684"
ZCTA5 77316,
    Estimate,"24,199"
    Margin of Error,"±1,467"
ZCTA5 77318,
    Estimate,"15,380"
    Margin of Error,"±1,328"
ZCTA5 77320,
    Estimate,"35,762"
    Margin of Error,"±1,508"
ZCTA5 77326,
    Estimate,46
    Margin of Error,±41
ZCTA5 77327,
    Estimate,"23,034"
    Margin of Error,"±1,473"
ZCTA5 77328,
    Estimate,"15,928"
    Margin of Error,"±1,527"
ZCTA5 77331,
    Estimate,"7,699"
    Margin of Error,±929
ZCTA5 77334,
    Estimate,313
    Margin of Error,±349
ZCTA5 77335,
    Estimate,"2,912"
    Margin of Error,±554
ZCTA5 77336,
    Estimate,"12,424"
    Margin of Error,±766
ZCTA5 77338,
    Estimate,"42,787"
    Margin of Error,"±1,707"
ZCTA5 77339,
    Estimate,"41,205"
    Margin of Error,"±1,399"
ZCTA5 77340,
    Estimate,"30,866"
    Margin of Error,"±1,474"
ZCTA5 77342,
    Estimate,0
    Margin of Error,±13
ZCTA5 77345,
    Estimate,"28,804"
    Margin of Error,"±1,021"
ZCTA5 77346,
    Estimate,"65,967"
    Margin of Error,"±1,914"
ZCTA5 77350,
    Estimate,192
    Margin of Error,±116
ZCTA5 77351,
    Estimate,"33,740"
    Margin of Error,±760
ZCTA5 77354,
    Estimate,"36,679"
    Margin of Error,"±2,125"
ZCTA5 77355,
    Estimate,"28,074"
    Margin of Error,"±1,176"
ZCTA5 77356,
    Estimate,"26,753"
    Margin of Error,"±1,330"
ZCTA5 77357,
    Estimate,"25,359"
    Margin of Error,"±2,106"
ZCTA5 77358,
    Estimate,"5,480"
    Margin of Error,±693
ZCTA5 77359,
    Estimate,475
    Margin of Error,±277
ZCTA5 77360,
    Estimate,"5,036"
    Margin of Error,±491
ZCTA5 77362,
    Estimate,"5,960"
    Margin of Error,"±1,624"
ZCTA5 77363,
    Estimate,"2,956"
    Margin of Error,±486
ZCTA5 77364,
    Estimate,"1,551"
    Margin of Error,±397
ZCTA5 77365,
    Estimate,"34,781"
    Margin of Error,"±2,294"
ZCTA5 77367,
    Estimate,115
    Margin of Error,±76
ZCTA5 77368,
    Estimate,166
    Margin of Error,±153
ZCTA5 77369,
    Estimate,571
    Margin of Error,±208
ZCTA5 77371,
    Estimate,"7,910"
    Margin of Error,±851
ZCTA5 77372,
    Estimate,"13,238"
    Margin of Error,"±1,085"
ZCTA5 77373,
    Estimate,"59,093"
    Margin of Error,"±1,760"
ZCTA5 77374,
    Estimate,348
    Margin of Error,±281
ZCTA5 77375,
    Estimate,"52,785"
    Margin of Error,"±2,498"
ZCTA5 77376,
    Estimate,535
    Margin of Error,±245
ZCTA5 77377,
    Estimate,"37,016"
    Margin of Error,"±1,995"
ZCTA5 77378,
    Estimate,"16,201"
    Margin of Error,"±1,547"
ZCTA5 77379,
    Estimate,"79,986"
    Margin of Error,"±1,961"
ZCTA5 77380,
    Estimate,"25,879"
    Margin of Error,"±1,329"
ZCTA5 77381,
    Estimate,"36,507"
    Margin of Error,"±1,044"
ZCTA5 77382,
    Estimate,"39,861"
    Margin of Error,"±3,065"
ZCTA5 77384,
    Estimate,"17,926"
    Margin of Error,"±1,454"
ZCTA5 77385,
    Estimate,"25,572"
    Margin of Error,"±1,914"
ZCTA5 77386,
    Estimate,"54,802"
    Margin of Error,"±2,213"
ZCTA5 77388,
    Estimate,"49,487"
    Margin of Error,"±1,462"
ZCTA5 77389,
    Estimate,"35,349"
    Margin of Error,"±1,563"
ZCTA5 77396,
    Estimate,"57,775"
    Margin of Error,"±2,859"
ZCTA5 77401,
    Estimate,"19,283"
    Margin of Error,±224
ZCTA5 77406,
    Estimate,"46,841"
    Margin of Error,"±1,992"
ZCTA5 77407,
    Estimate,"51,142"
    Margin of Error,"±2,580"
ZCTA5 77412,
    Estimate,55
    Margin of Error,±64
ZCTA5 77414,
    Estimate,"23,989"
    Margin of Error,±687
ZCTA5 77415,
    Estimate,85
    Margin of Error,±131
ZCTA5 77417,
    Estimate,"2,652"
    Margin of Error,±453
ZCTA5 77418,
    Estimate,"10,381"
    Margin of Error,±630
ZCTA5 77419,
    Estimate,"1,452"
    Margin of Error,±550
ZCTA5 77420,
    Estimate,"2,161"
    Margin of Error,±447
ZCTA5 77422,
    Estimate,"13,542"
    Margin of Error,±963
ZCTA5 77423,
    Estimate,"11,901"
    Margin of Error,±759
ZCTA5 77426,
    Estimate,"2,096"
    Margin of Error,±575
ZCTA5 77428,
    Estimate,0
    Margin of Error,±13
ZCTA5 77429,
    Estimate,"88,344"
    Margin of Error,"±2,645"
ZCTA5 77430,
    Estimate,"2,104"
    Margin of Error,±581
ZCTA5 77432,
    Estimate,103
    Margin of Error,±108
ZCTA5 77433,
    Estimate,"82,257"
    Margin of Error,"±2,347"
ZCTA5 77434,
    Estimate,"4,765"
    Margin of Error,±408
ZCTA5 77435,
    Estimate,"4,258"
    Margin of Error,±602
ZCTA5 77436,
    Estimate,48
    Margin of Error,±72
ZCTA5 77437,
    Estimate,"16,906"
    Margin of Error,±666
ZCTA5 77440,
    Estimate,23
    Margin of Error,±36
ZCTA5 77441,
    Estimate,"11,308"
    Margin of Error,±658
ZCTA5 77442,
    Estimate,794
    Margin of Error,±197
ZCTA5 77443,
    Estimate,245
    Margin of Error,±356
ZCTA5 77444,
    Estimate,632
    Margin of Error,±287
ZCTA5 77445,
    Estimate,"13,524"
    Margin of Error,±769
ZCTA5 77446,
    Estimate,"6,116"
    Margin of Error,±163
ZCTA5 77447,
    Estimate,"15,219"
    Margin of Error,"±1,205"
ZCTA5 77448,
    Estimate,182
    Margin of Error,±152
ZCTA5 77449,
    Estimate,"122,814"
    Margin of Error,"±3,326"
ZCTA5 77450,
    Estimate,"73,683"
    Margin of Error,"±1,868"
ZCTA5 77451,
    Estimate,62
    Margin of Error,±53
ZCTA5 77453,
    Estimate,352
    Margin of Error,±282
ZCTA5 77454,
    Estimate,15
    Margin of Error,±23
ZCTA5 77455,
    Estimate,"2,267"
    Margin of Error,±396
ZCTA5 77456,
    Estimate,"1,588"
    Margin of Error,±623
ZCTA5 77457,
    Estimate,396
    Margin of Error,±198
ZCTA5 77458,
    Estimate,87
    Margin of Error,±204
ZCTA5 77459,
    Estimate,"69,546"
    Margin of Error,"±2,070"
ZCTA5 77460,
    Estimate,77
    Margin of Error,±91
ZCTA5 77461,
    Estimate,"11,352"
    Margin of Error,"±1,032"
ZCTA5 77464,
    Estimate,173
    Margin of Error,±72
ZCTA5 77465,
    Estimate,"7,001"
    Margin of Error,±629
ZCTA5 77466,
    Estimate,401
    Margin of Error,±216
ZCTA5 77467,
    Estimate,13
    Margin of Error,±16
ZCTA5 77468,
    Estimate,42
    Margin of Error,±68
ZCTA5 77469,
    Estimate,"48,824"
    Margin of Error,"±2,201"
ZCTA5 77470,
    Estimate,465
    Margin of Error,±180
ZCTA5 77471,
    Estimate,"41,139"
    Margin of Error,"±1,560"
ZCTA5 77473,
    Estimate,90
    Margin of Error,±60
ZCTA5 77474,
    Estimate,"12,825"
    Margin of Error,±583
ZCTA5 77475,
    Estimate,889
    Margin of Error,±365
ZCTA5 77476,
    Estimate,187
    Margin of Error,±110
ZCTA5 77477,
    Estimate,"36,563"
    Margin of Error,"±1,169"
ZCTA5 77478,
    Estimate,"25,277"
    Margin of Error,"±1,214"
ZCTA5 77479,
    Estimate,"92,146"
    Margin of Error,"±1,633"
ZCTA5 77480,
    Estimate,"8,178"
    Margin of Error,±658
ZCTA5 77481,
    Estimate,14
    Margin of Error,±22
ZCTA5 77482,
    Estimate,"1,886"
    Margin of Error,±619
ZCTA5 77483,
    Estimate,226
    Margin of Error,±203
ZCTA5 77484,
    Estimate,"11,059"
    Margin of Error,"±1,176"
ZCTA5 77485,
    Estimate,"4,475"
    Margin of Error,±803
ZCTA5 77486,
    Estimate,"7,563"
    Margin of Error,±646
ZCTA5 77488,
    Estimate,"14,533"
    Margin of Error,±654
ZCTA5 77489,
    Estimate,"36,548"
    Margin of Error,"±1,279"
ZCTA5 77493,
    Estimate,"32,257"
    Margin of Error,"±1,764"
ZCTA5 77494,
    Estimate,"114,989"
    Margin of Error,"±3,020"
ZCTA5 77498,
    Estimate,"51,505"
    Margin of Error,"±2,144"
ZCTA5 77502,
    Estimate,"38,272"
    Margin of Error,"±1,445"
ZCTA5 77503,
    Estimate,"25,738"
    Margin of Error,"±1,127"
ZCTA5 77504,
    Estimate,"23,875"
    Margin of Error,"±1,348"
ZCTA5 77505,
    Estimate,"24,022"
    Margin of Error,"±1,034"
ZCTA5 77506,
    Estimate,"38,568"
    Margin of Error,"±1,451"
ZCTA5 77507,
    Estimate,0
    Margin of Error,±13
ZCTA5 77510,
    Estimate,"14,823"
    Margin of Error,"±1,032"
ZCTA5 77511,
    Estimate,"46,869"
    Margin of Error,"±1,732"
ZCTA5 77514,
    Estimate,"5,102"
    Margin of Error,±539
ZCTA5 77515,
    Estimate,"32,554"
    Margin of Error,"±1,036"
ZCTA5 77517,
    Estimate,"5,429"
    Margin of Error,±884
ZCTA5 77518,
    Estimate,"10,684"
    Margin of Error,"±1,019"
ZCTA5 77519,
    Estimate,"1,129"
    Margin of Error,±501
ZCTA5 77520,
    Estimate,"35,970"
    Margin of Error,"±1,259"
ZCTA5 77521,
    Estimate,"59,722"
    Margin of Error,"±1,872"
ZCTA5 77523,
    Estimate,"22,101"
    Margin of Error,"±1,267"
ZCTA5 77530,
    Estimate,"32,922"
    Margin of Error,"±2,144"
ZCTA5 77531,
    Estimate,"16,141"
    Margin of Error,±245
ZCTA5 77532,
    Estimate,"29,608"
    Margin of Error,"±1,278"
ZCTA5 77533,
    Estimate,719
    Margin of Error,±250
ZCTA5 77534,
    Estimate,"2,303"
    Margin of Error,±448
ZCTA5 77535,
    Estimate,"34,291"
    Margin of Error,"±1,611"
ZCTA5 77536,
    Estimate,"33,015"
    Margin of Error,±589
ZCTA5 77538,
    Estimate,"1,030"
    Margin of Error,±299
ZCTA5 77539,
    Estimate,"44,041"
    Margin of Error,"±1,740"
ZCTA5 77541,
    Estimate,"18,677"
    Margin of Error,±677
ZCTA5 77545,
    Estimate,"24,954"
    Margin of Error,"±1,754"
ZCTA5 77546,
    Estimate,"53,320"
    Margin of Error,±821
ZCTA5 77547,
    Estimate,"10,028"
    Margin of Error,±252
ZCTA5 77550,
    Estimate,"21,449"
    Margin of Error,±781
ZCTA5 77551,
    Estimate,"21,861"
    Margin of Error,±769
ZCTA5 77554,
    Estimate,"8,769"
    Margin of Error,±926
ZCTA5 77560,
    Estimate,610
    Margin of Error,±281
ZCTA5 77561,
    Estimate,79
    Margin of Error,±56
ZCTA5 77562,
    Estimate,"10,380"
    Margin of Error,"±1,047"
ZCTA5 77563,
    Estimate,"10,680"
    Margin of Error,±453
ZCTA5 77564,
    Estimate,"1,678"
    Margin of Error,±523
ZCTA5 77565,
    Estimate,"7,945"
    Margin of Error,±977
ZCTA5 77566,
    Estimate,"29,602"
    Margin of Error,±324
ZCTA5 77568,
    Estimate,"15,571"
    Margin of Error,±360
ZCTA5 77571,
    Estimate,"37,360"
    Margin of Error,±314
ZCTA5 77573,
    Estimate,"86,926"
    Margin of Error,"±1,246"
ZCTA5 77575,
    Estimate,"16,640"
    Margin of Error,±912
ZCTA5 77577,
    Estimate,"1,582"
    Margin of Error,±293
ZCTA5 77578,
    Estimate,"20,310"
    Margin of Error,"±1,871"
ZCTA5 77580,
    Estimate,715
    Margin of Error,±332
ZCTA5 77581,
    Estimate,"49,612"
    Margin of Error,"±1,625"
ZCTA5 77583,
    Estimate,"36,903"
    Margin of Error,"±3,345"
ZCTA5 77584,
    Estimate,"87,986"
    Margin of Error,"±2,123"
ZCTA5 77585,
    Estimate,998
    Margin of Error,±455
ZCTA5 77586,
    Estimate,"22,527"
    Margin of Error,±361
ZCTA5 77587,
    Estimate,"17,040"
    Margin of Error,±339
ZCTA5 77590,
    Estimate,"31,498"
    Margin of Error,±993
ZCTA5 77591,
    Estimate,"14,447"
    Margin of Error,±948
ZCTA5 77597,
    Estimate,983
    Margin of Error,±456
ZCTA5 77598,
    Estimate,"26,473"
    Margin of Error,"±1,434"
ZCTA5 77611,
    Estimate,"8,633"
    Margin of Error,±336
ZCTA5 77612,
    Estimate,"9,513"
    Margin of Error,"±1,020"
ZCTA5 77613,
    Estimate,963
    Margin of Error,±291
ZCTA5 77614,
    Estimate,278
    Margin of Error,±128
ZCTA5 77615,
    Estimate,910
    Margin of Error,±246
ZCTA5 77616,
    Estimate,563
    Margin of Error,±234
ZCTA5 77617,
    Estimate,34
    Margin of Error,±34
ZCTA5 77619,
    Estimate,"15,760"
    Margin of Error,±25
ZCTA5 77622,
    Estimate,"1,292"
    Margin of Error,±339
ZCTA5 77623,
    Estimate,439
    Margin of Error,±192
ZCTA5 77624,
    Estimate,619
    Margin of Error,±224
ZCTA5 77625,
    Estimate,"10,025"
    Margin of Error,"±1,067"
ZCTA5 77627,
    Estimate,"21,636"
    Margin of Error,±728
ZCTA5 77629,
    Estimate,702
    Margin of Error,±270
ZCTA5 77630,
    Estimate,"29,026"
    Margin of Error,±941
ZCTA5 77632,
    Estimate,"23,288"
    Margin of Error,±992
ZCTA5 77640,
    Estimate,"15,796"
    Margin of Error,±838
ZCTA5 77642,
    Estimate,"39,142"
    Margin of Error,±844
ZCTA5 77650,
    Estimate,"1,860"
    Margin of Error,±448
ZCTA5 77651,
    Estimate,"12,853"
    Margin of Error,±26
ZCTA5 77655,
    Estimate,330
    Margin of Error,±100
ZCTA5 77656,
    Estimate,"16,041"
    Margin of Error,±699
ZCTA5 77657,
    Estimate,"21,612"
    Margin of Error,±781
ZCTA5 77659,
    Estimate,"4,773"
    Margin of Error,±622
ZCTA5 77660,
    Estimate,"1,205"
    Margin of Error,±429
ZCTA5 77661,
    Estimate,742
    Margin of Error,±591
ZCTA5 77662,
    Estimate,"26,077"
    Margin of Error,±822
ZCTA5 77663,
    Estimate,"1,431"
    Margin of Error,±654
ZCTA5 77664,
    Estimate,"2,667"
    Margin of Error,±455
ZCTA5 77665,
    Estimate,"6,236"
    Margin of Error,±819
ZCTA5 77701,
    Estimate,"13,889"
    Margin of Error,±864
ZCTA5 77702,
    Estimate,"2,762"
    Margin of Error,±514
ZCTA5 77703,
    Estimate,"13,809"
    Margin of Error,±914
ZCTA5 77705,
    Estimate,"40,251"
    Margin of Error,"±1,306"
ZCTA5 77706,
    Estimate,"29,792"
    Margin of Error,"±1,103"
ZCTA5 77707,
    Estimate,"18,609"
    Margin of Error,"±1,182"
ZCTA5 77708,
    Estimate,"12,918"
    Margin of Error,"±1,004"
ZCTA5 77713,
    Estimate,"13,469"
    Margin of Error,"±1,083"
ZCTA5 77801,
    Estimate,"15,115"
    Margin of Error,"±1,218"
ZCTA5 77802,
    Estimate,"26,128"
    Margin of Error,"±1,288"
ZCTA5 77803,
    Estimate,"31,978"
    Margin of Error,"±1,409"
ZCTA5 77807,
    Estimate,"11,119"
    Margin of Error,±962
ZCTA5 77808,
    Estimate,"11,941"
    Margin of Error,±710
ZCTA5 77830,
    Estimate,"2,901"
    Margin of Error,±450
ZCTA5 77831,
    Estimate,"3,170"
    Margin of Error,±567
ZCTA5 77833,
    Estimate,"29,737"
    Margin of Error,±789
ZCTA5 77835,
    Estimate,"2,317"
    Margin of Error,±496
ZCTA5 77836,
    Estimate,"11,913"
    Margin of Error,±511
ZCTA5 77837,
    Estimate,"1,869"
    Margin of Error,±273
ZCTA5 77840,
    Estimate,"59,971"
    Margin of Error,"±1,372"
ZCTA5 77845,
    Estimate,"63,078"
    Margin of Error,"±1,431"
ZCTA5 77853,
    Estimate,"1,160"
    Margin of Error,±278
ZCTA5 77855,
    Estimate,195
    Margin of Error,±263
ZCTA5 77856,
    Estimate,"5,348"
    Margin of Error,±359
ZCTA5 77857,
    Estimate,700
    Margin of Error,±163
ZCTA5 77859,
    Estimate,"6,822"
    Margin of Error,±377
ZCTA5 77861,
    Estimate,"2,398"
    Margin of Error,±447
ZCTA5 77864,
    Estimate,"7,198"
    Margin of Error,±248
ZCTA5 77865,
    Estimate,"2,273"
    Margin of Error,±612
ZCTA5 77867,
    Estimate,130
    Margin of Error,±58
ZCTA5 77868,
    Estimate,"17,028"
    Margin of Error,±670
ZCTA5 77871,
    Estimate,"2,841"
    Margin of Error,±509
ZCTA5 77872,
    Estimate,"1,819"
    Margin of Error,±283
ZCTA5 77873,
    Estimate,"1,284"
    Margin of Error,±347
ZCTA5 77876,
    Estimate,85
    Margin of Error,±90
ZCTA5 77878,
    Estimate,302
    Margin of Error,±145
ZCTA5 77879,
    Estimate,"5,582"
    Margin of Error,±513
ZCTA5 77880,
    Estimate,"1,197"
    Margin of Error,±339
ZCTA5 77901,
    Estimate,"43,123"
    Margin of Error,±959
ZCTA5 77904,
    Estimate,"28,135"
    Margin of Error,±981
ZCTA5 77905,
    Estimate,"14,645"
    Margin of Error,±711
ZCTA5 77950,
    Estimate,160
    Margin of Error,±52
ZCTA5 77951,
    Estimate,"1,880"
    Margin of Error,±459
ZCTA5 77954,
    Estimate,"11,939"
    Margin of Error,±538
ZCTA5 77957,
    Estimate,"8,617"
    Margin of Error,±430
ZCTA5 77960,
    Estimate,56
    Margin of Error,±72
ZCTA5 77961,
    Estimate,303
    Margin of Error,±220
ZCTA5 77962,
    Estimate,"3,704"
    Margin of Error,±485
ZCTA5 77963,
    Estimate,"5,712"
    Margin of Error,±339
ZCTA5 77964,
    Estimate,"8,304"
    Margin of Error,±371
ZCTA5 77968,
    Estimate,"3,198"
    Margin of Error,±484
ZCTA5 77969,
    Estimate,127
    Margin of Error,±117
ZCTA5 77970,
    Estimate,303
    Margin of Error,±116
ZCTA5 77971,
    Estimate,"1,013"
    Margin of Error,±409
ZCTA5 77973,
    Estimate,0
    Margin of Error,±13
ZCTA5 77974,
    Estimate,355
    Margin of Error,±134
ZCTA5 77975,
    Estimate,"1,714"
    Margin of Error,±257
ZCTA5 77976,
    Estimate,99
    Margin of Error,±77
ZCTA5 77977,
    Estimate,601
    Margin of Error,±195
ZCTA5 77978,
    Estimate,757
    Margin of Error,±197
ZCTA5 77979,
    Estimate,"17,648"
    Margin of Error,±523
ZCTA5 77982,
    Estimate,971
    Margin of Error,±397
ZCTA5 77983,
    Estimate,"2,301"
    Margin of Error,±445
ZCTA5 77984,
    Estimate,"4,028"
    Margin of Error,±303
ZCTA5 77987,
    Estimate,270
    Margin of Error,±112
ZCTA5 77988,
    Estimate,558
    Margin of Error,±296
ZCTA5 77990,
    Estimate,878
    Margin of Error,±217
ZCTA5 77991,
    Estimate,395
    Margin of Error,±216
ZCTA5 77993,
    Estimate,186
    Margin of Error,±109
ZCTA5 77994,
    Estimate,451
    Margin of Error,±162
ZCTA5 77995,
    Estimate,"10,411"
    Margin of Error,±555
ZCTA5 78001,
    Estimate,0
    Margin of Error,±13
ZCTA5 78002,
    Estimate,"7,329"
    Margin of Error,"±1,205"
ZCTA5 78003,
    Estimate,"9,539"
    Margin of Error,±743
ZCTA5 78004,
    Estimate,934
    Margin of Error,±265
ZCTA5 78005,
    Estimate,668
    Margin of Error,±421
ZCTA5 78006,
    Estimate,"32,931"
    Margin of Error,"±1,042"
ZCTA5 78007,
    Estimate,187
    Margin of Error,±114
ZCTA5 78008,
    Estimate,220
    Margin of Error,±125
ZCTA5 78009,
    Estimate,"8,620"
    Margin of Error,±912
ZCTA5 78010,
    Estimate,"3,353"
    Margin of Error,±649
ZCTA5 78011,
    Estimate,"1,925"
    Margin of Error,±365
ZCTA5 78012,
    Estimate,321
    Margin of Error,±120
ZCTA5 78013,
    Estimate,"6,143"
    Margin of Error,±815
ZCTA5 78014,
    Estimate,"5,631"
    Margin of Error,±322
ZCTA5 78015,
    Estimate,"15,119"
    Margin of Error,±821
ZCTA5 78016,
    Estimate,"10,026"
    Margin of Error,±863
ZCTA5 78017,
    Estimate,"5,498"
    Margin of Error,±496
ZCTA5 78019,
    Estimate,"1,470"
    Margin of Error,±293
ZCTA5 78021,
    Estimate,318
    Margin of Error,±216
ZCTA5 78022,
    Estimate,"4,027"
    Margin of Error,±309
ZCTA5 78023,
    Estimate,"31,003"
    Margin of Error,"±1,297"
ZCTA5 78024,
    Estimate,"1,152"
    Margin of Error,±299
ZCTA5 78025,
    Estimate,"4,749"
    Margin of Error,±678
ZCTA5 78026,
    Estimate,"5,935"
    Margin of Error,±446
ZCTA5 78027,
    Estimate,409
    Margin of Error,±291
ZCTA5 78028,
    Estimate,"40,447"
    Margin of Error,±935
ZCTA5 78029,
    Estimate,0
    Margin of Error,±13
ZCTA5 78039,
    Estimate,"1,747"
    Margin of Error,±503
ZCTA5 78040,
    Estimate,"42,041"
    Margin of Error,"±1,496"
ZCTA5 78041,
    Estimate,"47,261"
    Margin of Error,"±1,184"
ZCTA5 78043,
    Estimate,"44,838"
    Margin of Error,"±1,569"
ZCTA5 78044,
    Estimate,456
    Margin of Error,±226
ZCTA5 78045,
    Estimate,"65,982"
    Margin of Error,"±1,848"
ZCTA5 78046,
    Estimate,"70,320"
    Margin of Error,"±1,894"
ZCTA5 78050,
    Estimate,444
    Margin of Error,±258
ZCTA5 78052,
    Estimate,"7,362"
    Margin of Error,±987
ZCTA5 78055,
    Estimate,"1,817"
    Margin of Error,±367
ZCTA5 78056,
    Estimate,"1,936"
    Margin of Error,±515
ZCTA5 78057,
    Estimate,588
    Margin of Error,±255
ZCTA5 78058,
    Estimate,"1,121"
    Margin of Error,±342
ZCTA5 78059,
    Estimate,"5,910"
    Margin of Error,±776
ZCTA5 78060,
    Estimate,115
    Margin of Error,±103
ZCTA5 78061,
    Estimate,"13,034"
    Margin of Error,±488
ZCTA5 78063,
    Estimate,"9,591"
    Margin of Error,±699
ZCTA5 78064,
    Estimate,"16,043"
    Margin of Error,±750
ZCTA5 78065,
    Estimate,"10,735"
