Label (Grouping),Total
    Estimate,56
    Margin of Error,±37
ZCTA5 76939,
    Estimate,0
    Margin of Error,±15
ZCTA5 76940,
    Estimate,14
    Margin of Error,±3
ZCTA5 76941,
    Estimate,"1,237"
    Margin of Error,±178
ZCTA5 76943,
    Estimate,"2,841"
    Margin of Error,±269
ZCTA5 76945,
    Estimate,"1,825"
    Margin of Error,±168
ZCTA5 76950,
    Estimate,"3,386"
    Margin of Error,±60
ZCTA5 76951,
    Estimate,"1,392"
    Margin of Error,±163
ZCTA5 76953,
    Estimate,85
    Margin of Error,±49
ZCTA5 76955,
    Estimate,241
    Margin of Error,±158
ZCTA5 76957,
    Estimate,189
    Margin of Error,±243
ZCTA5 76958,
    Estimate,241
    Margin of Error,±132
ZCTA5 77002,
    Estimate,"18,800"
    Margin of Error,±866
ZCTA5 77003,
    Estimate,"10,169"
    Margin of Error,±952
ZCTA5 77004,
    Estimate,"35,506"
    Margin of Error,"±2,194"
ZCTA5 77005,
    Estimate,"28,470"
    Margin of Error,"±1,221"
ZCTA5 77006,
    Estimate,"24,006"
    Margin of Error,"±1,449"
ZCTA5 77007,
    Estimate,"42,881"
    Margin of Error,"±2,543"
ZCTA5 77008,
    Estimate,"38,496"
    Margin of Error,"±2,053"
ZCTA5 77009,
    Estimate,"36,872"
    Margin of Error,"±2,054"
ZCTA5 77010,
    Estimate,837
    Margin of Error,±275
ZCTA5 77011,
    Estimate,"16,685"
    Margin of Error,"±1,874"
ZCTA5 77012,
    Estimate,"17,950"
    Margin of Error,"±1,856"
ZCTA5 77013,
    Estimate,"18,512"
    Margin of Error,"±1,483"
ZCTA5 77014,
    Estimate,"37,573"
    Margin of Error,"±2,921"
ZCTA5 77015,
    Estimate,"59,314"
    Margin of Error,"±3,581"
ZCTA5 77016,
    Estimate,"29,376"
    Margin of Error,"±2,113"
ZCTA5 77017,
    Estimate,"32,574"
    Margin of Error,"±2,782"
ZCTA5 77018,
    Estimate,"28,892"
    Margin of Error,"±2,079"
ZCTA5 77019,
    Estimate,"22,839"
    Margin of Error,"±1,230"
ZCTA5 77020,
    Estimate,"25,715"
    Margin of Error,"±1,711"
ZCTA5 77021,
    Estimate,"25,500"
    Margin of Error,"±1,929"
ZCTA5 77022,
    Estimate,"26,903"
    Margin of Error,"±2,121"
ZCTA5 77023,
    Estimate,"25,680"
    Margin of Error,"±2,239"
ZCTA5 77024,
    Estimate,"37,269"
    Margin of Error,"±1,668"
ZCTA5 77025,
    Estimate,"29,295"
    Margin of Error,"±1,770"
ZCTA5 77026,
    Estimate,"20,732"
    Margin of Error,"±1,756"
ZCTA5 77027,
    Estimate,"19,478"
    Margin of Error,"±1,314"
ZCTA5 77028,
    Estimate,"18,669"
    Margin of Error,"±2,003"
ZCTA5 77029,
    Estimate,"16,008"
    Margin of Error,±871
ZCTA5 77030,
    Estimate,"12,546"
    Margin of Error,"±1,169"
ZCTA5 77031,
    Estimate,"17,351"
    Margin of Error,"±1,682"
ZCTA5 77032,
    Estimate,"13,743"
    Margin of Error,"±1,658"
ZCTA5 77033,
    Estimate,"28,255"
    Margin of Error,"±2,022"
ZCTA5 77034,
    Estimate,"37,273"
    Margin of Error,"±2,772"
ZCTA5 77035,
    Estimate,"34,254"
    Margin of Error,"±2,045"
ZCTA5 77036,
    Estimate,"72,278"
    Margin of Error,"±2,831"
ZCTA5 77037,
    Estimate,"17,585"
    Margin of Error,"±2,366"
ZCTA5 77038,
    Estimate,"32,142"
    Margin of Error,"±3,155"
ZCTA5 77039,
    Estimate,"27,907"
    Margin of Error,"±2,325"
ZCTA5 77040,
    Estimate,"49,762"
    Margin of Error,"±3,274"
ZCTA5 77041,
    Estimate,"31,912"
    Margin of Error,"±2,273"
ZCTA5 77042,
    Estimate,"40,747"
    Margin of Error,"±2,502"
ZCTA5 77043,
    Estimate,"25,900"
    Margin of Error,"±1,866"
ZCTA5 77044,
    Estimate,"54,313"
    Margin of Error,"±3,744"
ZCTA5 77045,
    Estimate,"32,478"
    Margin of Error,"±2,549"
ZCTA5 77046,
    Estimate,"1,254"
    Margin of Error,±391
ZCTA5 77047,
    Estimate,"33,569"
    Margin of Error,"±2,339"
ZCTA5 77048,
    Estimate,"19,741"
    Margin of Error,"±1,811"
ZCTA5 77049,
    Estimate,"41,035"
    Margin of Error,"±3,318"
ZCTA5 77050,
    Estimate,"5,949"
    Margin of Error,"±1,981"
ZCTA5 77051,
    Estimate,"16,974"
    Margin of Error,"±2,538"
ZCTA5 77053,
    Estimate,"30,175"
    Margin of Error,"±2,121"
ZCTA5 77054,
    Estimate,"26,708"
    Margin of Error,"±1,866"
ZCTA5 77055,
    Estimate,"43,362"
    Margin of Error,"±2,038"
ZCTA5 77056,
    Estimate,"21,941"
    Margin of Error,"±1,153"
ZCTA5 77057,
    Estimate,"45,023"
    Margin of Error,"±3,000"
ZCTA5 77058,
    Estimate,"17,956"
    Margin of Error,±886
ZCTA5 77059,
    Estimate,"18,370"
    Margin of Error,"±1,607"
ZCTA5 77060,
    Estimate,"46,266"
    Margin of Error,"±3,495"
ZCTA5 77061,
    Estimate,"25,169"
    Margin of Error,"±1,981"
ZCTA5 77062,
    Estimate,"24,561"
    Margin of Error,"±1,513"
ZCTA5 77063,
    Estimate,"39,554"
    Margin of Error,"±2,193"
ZCTA5 77064,
    Estimate,"49,240"
    Margin of Error,"±3,310"
ZCTA5 77065,
    Estimate,"38,994"
    Margin of Error,"±2,460"
ZCTA5 77066,
    Estimate,"39,234"
    Margin of Error,"±3,495"
ZCTA5 77067,
    Estimate,"32,405"
    Margin of Error,"±2,442"
ZCTA5 77068,
    Estimate,"11,451"
    Margin of Error,"±1,275"
ZCTA5 77069,
    Estimate,"20,633"
    Margin of Error,"±2,065"
ZCTA5 77070,
    Estimate,"58,409"
    Margin of Error,"±3,792"
ZCTA5 77071,
    Estimate,"26,990"
    Margin of Error,"±1,840"
ZCTA5 77072,
    Estimate,"61,688"
    Margin of Error,"±3,989"
ZCTA5 77073,
    Estimate,"41,866"
    Margin of Error,"±2,985"
ZCTA5 77074,
    Estimate,"38,624"
    Margin of Error,"±3,119"
ZCTA5 77075,
    Estimate,"41,271"
    Margin of Error,"±3,097"
ZCTA5 77076,
    Estimate,"33,529"
    Margin of Error,"±2,843"
ZCTA5 77077,
    Estimate,"62,933"
    Margin of Error,"±3,164"
ZCTA5 77078,
    Estimate,"14,241"
    Margin of Error,"±1,681"
ZCTA5 77079,
    Estimate,"35,097"
    Margin of Error,"±2,054"
ZCTA5 77080,
    Estimate,"47,661"
    Margin of Error,"±2,640"
ZCTA5 77081,
    Estimate,"52,360"
    Margin of Error,"±2,265"
ZCTA5 77082,
    Estimate,"53,401"
    Margin of Error,"±3,141"
ZCTA5 77083,
    Estimate,"75,004"
    Margin of Error,"±3,195"
ZCTA5 77084,
    Estimate,"108,557"
    Margin of Error,"±4,927"
ZCTA5 77085,
    Estimate,"16,550"
    Margin of Error,"±1,605"
ZCTA5 77086,
    Estimate,"29,705"
    Margin of Error,"±2,490"
ZCTA5 77087,
    Estimate,"35,960"
    Margin of Error,"±2,238"
ZCTA5 77088,
    Estimate,"54,007"
    Margin of Error,"±3,272"
ZCTA5 77089,
    Estimate,"56,988"
    Margin of Error,"±3,490"
ZCTA5 77090,
    Estimate,"40,764"
    Margin of Error,"±2,982"
ZCTA5 77091,
    Estimate,"30,357"
    Margin of Error,"±2,059"
ZCTA5 77092,
    Estimate,"36,320"
    Margin of Error,"±2,971"
ZCTA5 77093,
    Estimate,"48,215"
    Margin of Error,"±2,494"
ZCTA5 77094,
    Estimate,"10,623"
    Margin of Error,"±1,423"
ZCTA5 77095,
    Estimate,"69,644"
    Margin of Error,"±3,372"
ZCTA5 77096,
    Estimate,"33,001"
    Margin of Error,"±1,943"
ZCTA5 77098,
    Estimate,"15,553"
    Margin of Error,"±1,513"
ZCTA5 77099,
    Estimate,"49,541"
    Margin of Error,"±2,455"
ZCTA5 77204,
    Estimate,"4,310"
    Margin of Error,±288
ZCTA5 77301,
    Estimate,"34,299"
    Margin of Error,"±1,638"
ZCTA5 77302,
    Estimate,"19,076"
    Margin of Error,"±1,782"
ZCTA5 77303,
    Estimate,"24,106"
    Margin of Error,"±2,901"
ZCTA5 77304,
    Estimate,"40,317"
    Margin of Error,"±2,012"
ZCTA5 77306,
    Estimate,"16,443"
    Margin of Error,"±2,229"
ZCTA5 77316,
    Estimate,"30,577"
    Margin of Error,"±2,102"
ZCTA5 77318,
    Estimate,"19,127"
    Margin of Error,"±2,095"
ZCTA5 77320,
    Estimate,"38,170"
    Margin of Error,"±2,126"
ZCTA5 77326,
    Estimate,235
    Margin of Error,±191
ZCTA5 77327,
    Estimate,"33,673"
    Margin of Error,"±1,710"
ZCTA5 77328,
    Estimate,"17,860"
    Margin of Error,"±2,067"
ZCTA5 77331,
    Estimate,"7,465"
    Margin of Error,±875
ZCTA5 77334,
    Estimate,226
    Margin of Error,±315
ZCTA5 77335,
    Estimate,"3,157"
    Margin of Error,±743
ZCTA5 77336,
    Estimate,"11,835"
    Margin of Error,"±1,164"
ZCTA5 77338,
    Estimate,"47,997"
    Margin of Error,"±3,234"
ZCTA5 77339,
    Estimate,"43,810"
    Margin of Error,"±2,719"
ZCTA5 77340,
    Estimate,"33,969"
    Margin of Error,"±1,962"
ZCTA5 77341,
    Estimate,0
    Margin of Error,±15
ZCTA5 77342,
    Estimate,0
    Margin of Error,±15
ZCTA5 77345,
    Estimate,"26,791"
    Margin of Error,"±1,793"
ZCTA5 77346,
    Estimate,"70,704"
    Margin of Error,"±3,831"
ZCTA5 77350,
    Estimate,134
    Margin of Error,±98
ZCTA5 77351,
    Estimate,"34,676"
    Margin of Error,"±1,203"
ZCTA5 77354,
    Estimate,"40,094"
    Margin of Error,"±3,135"
ZCTA5 77355,
    Estimate,"31,593"
    Margin of Error,"±3,429"
ZCTA5 77356,
    Estimate,"29,515"
    Margin of Error,"±2,611"
ZCTA5 77357,
    Estimate,"30,907"
    Margin of Error,"±3,172"
ZCTA5 77358,
    Estimate,"5,013"
    Margin of Error,±959
ZCTA5 77359,
    Estimate,265
    Margin of Error,±162
ZCTA5 77360,
    Estimate,"5,700"
    Margin of Error,±588
ZCTA5 77362,
    Estimate,"6,626"
    Margin of Error,"±1,111"
ZCTA5 77363,
    Estimate,"3,177"
    Margin of Error,±496
ZCTA5 77364,
    Estimate,"2,005"
    Margin of Error,±460
ZCTA5 77365,
    Estimate,"39,385"
    Margin of Error,"±2,874"
ZCTA5 77367,
    Estimate,460
    Margin of Error,±321
ZCTA5 77368,
    Estimate,0
    Margin of Error,±15
ZCTA5 77369,
    Estimate,598
    Margin of Error,±328
ZCTA5 77371,
    Estimate,"7,370"
    Margin of Error,±912
ZCTA5 77372,
    Estimate,"13,364"
    Margin of Error,"±1,728"
ZCTA5 77373,
    Estimate,"64,828"
    Margin of Error,"±4,213"
ZCTA5 77374,
    Estimate,378
    Margin of Error,±252
ZCTA5 77375,
    Estimate,"67,965"
    Margin of Error,"±5,009"
ZCTA5 77376,
    Estimate,596
    Margin of Error,±388
ZCTA5 77377,
    Estimate,"38,188"
    Margin of Error,"±3,917"
ZCTA5 77378,
    Estimate,"18,112"
    Margin of Error,"±1,838"
ZCTA5 77379,
    Estimate,"83,247"
    Margin of Error,"±4,340"
ZCTA5 77380,
    Estimate,"30,034"
    Margin of Error,"±2,111"
ZCTA5 77381,
    Estimate,"36,414"
    Margin of Error,"±2,295"
ZCTA5 77382,
    Estimate,"41,085"
    Margin of Error,"±3,711"
ZCTA5 77384,
    Estimate,"22,958"
    Margin of Error,"±1,713"
ZCTA5 77385,
    Estimate,"26,497"
    Margin of Error,"±1,641"
ZCTA5 77386,
    Estimate,"66,816"
    Margin of Error,"±4,411"
ZCTA5 77388,
    Estimate,"52,127"
    Margin of Error,"±2,980"
ZCTA5 77389,
    Estimate,"43,674"
    Margin of Error,"±3,186"
ZCTA5 77396,
    Estimate,"60,253"
    Margin of Error,"±3,751"
ZCTA5 77401,
    Estimate,"17,233"
    Margin of Error,±88
ZCTA5 77406,
    Estimate,"63,187"
    Margin of Error,"±4,400"
ZCTA5 77407,
    Estimate,"76,600"
    Margin of Error,"±4,093"
ZCTA5 77412,
    Estimate,0
    Margin of Error,±15
ZCTA5 77414,
    Estimate,"24,107"
    Margin of Error,±781
ZCTA5 77415,
    Estimate,393
    Margin of Error,±284
ZCTA5 77417,
    Estimate,"3,267"
    Margin of Error,"±1,270"
ZCTA5 77418,
    Estimate,"10,384"
    Margin of Error,±724
ZCTA5 77419,
    Estimate,746
    Margin of Error,±400
ZCTA5 77420,
    Estimate,"2,313"
    Margin of Error,±599
ZCTA5 77422,
    Estimate,"14,302"
    Margin of Error,"±1,052"
ZCTA5 77423,
    Estimate,"15,627"
    Margin of Error,"±1,361"
ZCTA5 77426,
    Estimate,"2,086"
    Margin of Error,±474
ZCTA5 77428,
    Estimate,94
    Margin of Error,±143
ZCTA5 77429,
    Estimate,"90,790"
    Margin of Error,"±4,434"
ZCTA5 77430,
    Estimate,"1,718"
    Margin of Error,±583
ZCTA5 77431,
    Estimate,345
    Margin of Error,±310
ZCTA5 77432,
    Estimate,0
    Margin of Error,±15
ZCTA5 77433,
    Estimate,"107,887"
    Margin of Error,"±5,575"
ZCTA5 77434,
    Estimate,"4,103"
    Margin of Error,±246
ZCTA5 77435,
    Estimate,"4,242"
    Margin of Error,±864
ZCTA5 77436,
    Estimate,0
    Margin of Error,±15
ZCTA5 77437,
    Estimate,"18,466"
    Margin of Error,±986
ZCTA5 77440,
    Estimate,121
    Margin of Error,±198
ZCTA5 77441,
    Estimate,"27,067"
    Margin of Error,±887
ZCTA5 77442,
    Estimate,"1,451"
    Margin of Error,±463
ZCTA5 77443,
    Estimate,114
    Margin of Error,±128
ZCTA5 77444,
    Estimate,809
    Margin of Error,±418
ZCTA5 77445,
    Estimate,"14,680"
    Margin of Error,"±1,150"
ZCTA5 77446,
    Estimate,"6,276"
    Margin of Error,±797
ZCTA5 77447,
    Estimate,"19,196"
    Margin of Error,"±2,134"
ZCTA5 77448,
    Estimate,186
    Margin of Error,±159
ZCTA5 77449,
    Estimate,"122,098"
    Margin of Error,"±5,070"
ZCTA5 77450,
    Estimate,"72,651"
    Margin of Error,"±3,449"
ZCTA5 77451,
    Estimate,472
    Margin of Error,±270
ZCTA5 77453,
    Estimate,187
    Margin of Error,±271
ZCTA5 77454,
    Estimate,159
    Margin of Error,±156
ZCTA5 77455,
    Estimate,"1,962"
    Margin of Error,±477
ZCTA5 77456,
    Estimate,"1,345"
    Margin of Error,±549
ZCTA5 77457,
    Estimate,526
    Margin of Error,±228
ZCTA5 77458,
    Estimate,13
    Margin of Error,±21
ZCTA5 77459,
    Estimate,"79,937"
    Margin of Error,"±3,746"
ZCTA5 77460,
    Estimate,132
    Margin of Error,±91
ZCTA5 77461,
    Estimate,"12,719"
    Margin of Error,"±1,557"
ZCTA5 77464,
    Estimate,411
    Margin of Error,±180
ZCTA5 77465,
    Estimate,"7,272"
    Margin of Error,±671
ZCTA5 77466,
    Estimate,335
    Margin of Error,±163
ZCTA5 77467,
    Estimate,0
    Margin of Error,±15
ZCTA5 77468,
    Estimate,0
    Margin of Error,±15
ZCTA5 77469,
    Estimate,"60,971"
    Margin of Error,"±3,602"
ZCTA5 77470,
    Estimate,404
    Margin of Error,±214
ZCTA5 77471,
    Estimate,"43,116"
    Margin of Error,"±2,251"
ZCTA5 77473,
    Estimate,24
    Margin of Error,±33
ZCTA5 77474,
    Estimate,"14,819"
    Margin of Error,±800
ZCTA5 77475,
    Estimate,446
    Margin of Error,±218
ZCTA5 77476,
    Estimate,270
    Margin of Error,±167
ZCTA5 77477,
    Estimate,"33,771"
    Margin of Error,"±1,723"
ZCTA5 77478,
    Estimate,"23,105"
    Margin of Error,"±1,400"
ZCTA5 77479,
    Estimate,"91,618"
    Margin of Error,"±2,268"
ZCTA5 77480,
    Estimate,"8,017"
    Margin of Error,±715
ZCTA5 77481,
    Estimate,103
    Margin of Error,±112
ZCTA5 77482,
    Estimate,"1,403"
    Margin of Error,±407
ZCTA5 77483,
    Estimate,319
    Margin of Error,±237
ZCTA5 77484,
    Estimate,"13,661"
    Margin of Error,"±1,484"
ZCTA5 77485,
    Estimate,"3,454"
    Margin of Error,±558
ZCTA5 77486,
    Estimate,"7,689"
    Margin of Error,±826
ZCTA5 77488,
    Estimate,"14,205"
    Margin of Error,±782
ZCTA5 77489,
    Estimate,"37,748"
    Margin of Error,"±1,824"
ZCTA5 77493,
    Estimate,"55,317"
    Margin of Error,"±3,685"
ZCTA5 77494,
    Estimate,"130,920"
    Margin of Error,"±4,237"
ZCTA5 77498,
    Estimate,"54,402"
    Margin of Error,"±3,711"
ZCTA5 77502,
    Estimate,"36,374"
    Margin of Error,"±2,032"
ZCTA5 77503,
    Estimate,"23,248"
    Margin of Error,"±1,732"
ZCTA5 77504,
    Estimate,"25,401"
    Margin of Error,"±2,133"
ZCTA5 77505,
    Estimate,"23,179"
    Margin of Error,"±2,020"
ZCTA5 77506,
    Estimate,"37,561"
    Margin of Error,"±2,466"
ZCTA5 77507,
    Estimate,561
    Margin of Error,±273
ZCTA5 77510,
    Estimate,"13,506"
    Margin of Error,"±1,243"
ZCTA5 77511,
    Estimate,"50,799"
    Margin of Error,"±2,284"
ZCTA5 77514,
    Estimate,"5,541"
    Margin of Error,±851
ZCTA5 77515,
    Estimate,"33,406"
    Margin of Error,"±1,423"
ZCTA5 77517,
    Estimate,"6,160"
    Margin of Error,"±1,302"
ZCTA5 77518,
    Estimate,"10,313"
    Margin of Error,"±1,224"
ZCTA5 77519,
    Estimate,561
    Margin of Error,±270
ZCTA5 77520,
    Estimate,"36,488"
    Margin of Error,"±2,118"
ZCTA5 77521,
    Estimate,"66,215"
    Margin of Error,"±2,663"
ZCTA5 77523,
    Estimate,"27,489"
    Margin of Error,"±1,422"
ZCTA5 77530,
    Estimate,"31,304"
    Margin of Error,"±2,647"
ZCTA5 77531,
    Estimate,"15,842"
    Margin of Error,±417
ZCTA5 77532,
    Estimate,"31,384"
    Margin of Error,"±2,215"
ZCTA5 77533,
    Estimate,"1,059"
    Margin of Error,±349
ZCTA5 77534,
    Estimate,"3,210"
    Margin of Error,±743
ZCTA5 77535,
    Estimate,"36,841"
    Margin of Error,"±1,923"
ZCTA5 77536,
    Estimate,"33,111"
    Margin of Error,±774
ZCTA5 77538,
    Estimate,987
    Margin of Error,±309
ZCTA5 77539,
    Estimate,"47,240"
    Margin of Error,"±1,978"
ZCTA5 77541,
    Estimate,"17,087"
    Margin of Error,"±1,024"
ZCTA5 77545,
    Estimate,"25,988"
    Margin of Error,"±1,956"
ZCTA5 77546,
    Estimate,"53,830"
    Margin of Error,"±1,177"
ZCTA5 77547,
    Estimate,"9,336"
    Margin of Error,±438
ZCTA5 77550,
    Estimate,"23,215"
    Margin of Error,±973
ZCTA5 77551,
    Estimate,"22,521"
    Margin of Error,"±1,069"
ZCTA5 77554,
    Estimate,"9,825"
    Margin of Error,±774
ZCTA5 77555,
    Estimate,3
    Margin of Error,±7
ZCTA5 77560,
    Estimate,"1,079"
    Margin of Error,±473
ZCTA5 77561,
    Estimate,45
    Margin of Error,±63
ZCTA5 77562,
    Estimate,"9,793"
    Margin of Error,"±1,320"
ZCTA5 77563,
    Estimate,"10,382"
    Margin of Error,±581
ZCTA5 77564,
    Estimate,"1,907"
    Margin of Error,±552
ZCTA5 77565,
    Estimate,"6,493"
    Margin of Error,±585
ZCTA5 77566,
    Estimate,"30,538"
    Margin of Error,±723
ZCTA5 77568,
    Estimate,"20,417"
    Margin of Error,±779
ZCTA5 77571,
    Estimate,"37,346"
    Margin of Error,±294
ZCTA5 77573,
    Estimate,"95,704"
    Margin of Error,"±1,044"
ZCTA5 77575,
    Estimate,"16,392"
    Margin of Error,"±1,377"
ZCTA5 77577,
    Estimate,"1,106"
    Margin of Error,±306
ZCTA5 77578,
    Estimate,"24,322"
    Margin of Error,"±1,064"
ZCTA5 77580,
    Estimate,0
    Margin of Error,±15
ZCTA5 77581,
    Estimate,"50,554"
    Margin of Error,"±2,496"
ZCTA5 77582,
    Estimate,363
    Margin of Error,±236
ZCTA5 77583,
    Estimate,"44,443"
    Margin of Error,"±2,439"
ZCTA5 77584,
    Estimate,"90,364"
    Margin of Error,"±2,881"
ZCTA5 77585,
    Estimate,"1,036"
    Margin of Error,±591
ZCTA5 77586,
    Estimate,"23,802"
    Margin of Error,±730
ZCTA5 77587,
    Estimate,"16,185"
    Margin of Error,±46
ZCTA5 77590,
    Estimate,"33,347"
    Margin of Error,"±1,415"
ZCTA5 77591,
    Estimate,"15,914"
    Margin of Error,"±1,263"
ZCTA5 77597,
    Estimate,398
    Margin of Error,±260
ZCTA5 77598,
    Estimate,"26,635"
    Margin of Error,"±1,638"
ZCTA5 77611,
    Estimate,"9,814"
    Margin of Error,±475
ZCTA5 77612,
    Estimate,"9,725"
    Margin of Error,±986
ZCTA5 77613,
    Estimate,855
    Margin of Error,±249
ZCTA5 77614,
    Estimate,493
    Margin of Error,±241
ZCTA5 77615,
    Estimate,339
    Margin of Error,±185
ZCTA5 77616,
    Estimate,686
    Margin of Error,±441
ZCTA5 77617,
    Estimate,38
    Margin of Error,±34
ZCTA5 77619,
    Estimate,"17,110"
    Margin of Error,±39
ZCTA5 77622,
    Estimate,"1,990"
    Margin of Error,±796
ZCTA5 77623,
    Estimate,515
    Margin of Error,±204
ZCTA5 77624,
    Estimate,644
    Margin of Error,±256
ZCTA5 77625,
    Estimate,"8,274"
    Margin of Error,"±1,025"
ZCTA5 77627,
    Estimate,"22,180"
    Margin of Error,±617
ZCTA5 77629,
    Estimate,576
    Margin of Error,±210
ZCTA5 77630,
    Estimate,"29,160"
    Margin of Error,"±1,308"
ZCTA5 77632,
    Estimate,"21,451"
    Margin of Error,"±1,256"
ZCTA5 77640,
    Estimate,"16,896"
    Margin of Error,"±1,232"
ZCTA5 77642,
    Estimate,"38,720"
    Margin of Error,"±1,230"
ZCTA5 77650,
    Estimate,"2,073"
    Margin of Error,±548
ZCTA5 77651,
    Estimate,"13,635"
    Margin of Error,±23
ZCTA5 77655,
    Estimate,294
    Margin of Error,±96
ZCTA5 77656,
    Estimate,"17,280"
    Margin of Error,±966
ZCTA5 77657,
    Estimate,"21,084"
    Margin of Error,"±1,102"
ZCTA5 77659,
    Estimate,"6,305"
    Margin of Error,"±1,114"
ZCTA5 77660,
    Estimate,"1,111"
    Margin of Error,±491
ZCTA5 77661,
    Estimate,371
    Margin of Error,±405
ZCTA5 77662,
    Estimate,"25,849"
    Margin of Error,"±1,397"
ZCTA5 77663,
    Estimate,888
    Margin of Error,±733
ZCTA5 77664,
    Estimate,"2,621"
    Margin of Error,±438
ZCTA5 77665,
    Estimate,"6,593"
    Margin of Error,"±1,015"
ZCTA5 77701,
    Estimate,"12,955"
    Margin of Error,"±1,120"
ZCTA5 77702,
    Estimate,"3,234"
    Margin of Error,±582
ZCTA5 77703,
    Estimate,"11,704"
    Margin of Error,±967
ZCTA5 77705,
    Estimate,"38,228"
    Margin of Error,"±1,712"
ZCTA5 77706,
    Estimate,"29,693"
    Margin of Error,"±1,657"
ZCTA5 77707,
    Estimate,"18,124"
    Margin of Error,"±1,726"
ZCTA5 77708,
    Estimate,"13,284"
    Margin of Error,"±1,304"
ZCTA5 77713,
    Estimate,"14,458"
    Margin of Error,"±1,719"
ZCTA5 77801,
    Estimate,"15,163"
    Margin of Error,"±1,239"
ZCTA5 77802,
    Estimate,"24,226"
    Margin of Error,"±1,284"
ZCTA5 77803,
    Estimate,"32,130"
    Margin of Error,"±1,663"
ZCTA5 77807,
    Estimate,"12,949"
    Margin of Error,"±1,001"
ZCTA5 77808,
    Estimate,"14,666"
    Margin of Error,"±1,309"
ZCTA5 77830,
    Estimate,"2,815"
    Margin of Error,±549
ZCTA5 77831,
    Estimate,"3,095"
    Margin of Error,±551
ZCTA5 77833,
    Estimate,"28,884"
    Margin of Error,±853
ZCTA5 77835,
    Estimate,"2,912"
    Margin of Error,±802
ZCTA5 77836,
    Estimate,"12,042"
    Margin of Error,±585
ZCTA5 77837,
    Estimate,"1,439"
    Margin of Error,±243
ZCTA5 77840,
    Estimate,"53,891"
    Margin of Error,"±2,090"
ZCTA5 77843,
    Estimate,"7,591"
    Margin of Error,"±1,214"
ZCTA5 77845,
    Estimate,"73,969"
    Margin of Error,"±1,850"
ZCTA5 77852,
    Estimate,14
    Margin of Error,±24
ZCTA5 77853,
    Estimate,"1,009"
    Margin of Error,±286
ZCTA5 77855,
    Estimate,64
    Margin of Error,±87
ZCTA5 77856,
    Estimate,"4,748"
    Margin of Error,±513
ZCTA5 77857,
    Estimate,"1,033"
    Margin of Error,±247
ZCTA5 77859,
    Estimate,"7,220"
    Margin of Error,±502
ZCTA5 77861,
    Estimate,"2,921"
    Margin of Error,±465
ZCTA5 77863,
    Estimate,348
    Margin of Error,±239
ZCTA5 77864,
    Estimate,"7,565"
    Margin of Error,±446
ZCTA5 77865,
    Estimate,"2,141"
    Margin of Error,±490
ZCTA5 77866,
    Estimate,0
    Margin of Error,±15
ZCTA5 77867,
    Estimate,211
    Margin of Error,±152
ZCTA5 77868,
    Estimate,"17,559"
    Margin of Error,±812
ZCTA5 77871,
    Estimate,"2,528"
    Margin of Error,±441
ZCTA5 77872,
    Estimate,"2,327"
    Margin of Error,±369
ZCTA5 77873,
    Estimate,"1,287"
    Margin of Error,±376
ZCTA5 77875,
    Estimate,0
    Margin of Error,±15
ZCTA5 77876,
    Estimate,175
    Margin of Error,±173
ZCTA5 77878,
    Estimate,705
    Margin of Error,±256
ZCTA5 77879,
    Estimate,"4,876"
    Margin of Error,±552
ZCTA5 77880,
    Estimate,"2,041"
    Margin of Error,±552
ZCTA5 77882,
    Estimate,36
    Margin of Error,±57
ZCTA5 77901,
    Estimate,"40,137"
    Margin of Error,"±1,388"
ZCTA5 77904,
    Estimate,"29,761"
    Margin of Error,"±1,435"
ZCTA5 77905,
    Estimate,"16,500"
    Margin of Error,±982
ZCTA5 77950,
    Estimate,156
    Margin of Error,±69
ZCTA5 77951,
    Estimate,"1,246"
    Margin of Error,±502
ZCTA5 77954,
    Estimate,"10,918"
    Margin of Error,±454
ZCTA5 77957,
    Estimate,"8,492"
    Margin of Error,±496
ZCTA5 77960,
    Estimate,55
    Margin of Error,±82
ZCTA5 77961,
    Estimate,137
    Margin of Error,±146
ZCTA5 77962,
    Estimate,"3,813"
    Margin of Error,±626
ZCTA5 77963,
    Estimate,"5,246"
    Margin of Error,±354
ZCTA5 77964,
    Estimate,"7,911"
    Margin of Error,±410
ZCTA5 77968,
    Estimate,"3,220"
    Margin of Error,±506
ZCTA5 77969,
    Estimate,224
    Margin of Error,±143
ZCTA5 77970,
    Estimate,273
    Margin of Error,±164
ZCTA5 77971,
    Estimate,854
    Margin of Error,±463
ZCTA5 77973,
    Estimate,23
    Margin of Error,±39
ZCTA5 77974,
    Estimate,565
    Margin of Error,±240
ZCTA5 77975,
    Estimate,"1,643"
    Margin of Error,±288
ZCTA5 77976,
    Estimate,49
    Margin of Error,±37
ZCTA5 77977,
    Estimate,536
    Margin of Error,±296
ZCTA5 77978,
    Estimate,458
    Margin of Error,±159
ZCTA5 77979,
    Estimate,"16,607"
    Margin of Error,±671
ZCTA5 77982,
    Estimate,791
    Margin of Error,±346
ZCTA5 77983,
    Estimate,"2,337"
    Margin of Error,±510
ZCTA5 77984,
    Estimate,"4,365"
    Margin of Error,±515
ZCTA5 77986,
    Estimate,16
    Margin of Error,±25
ZCTA5 77987,
    Estimate,146
    Margin of Error,±74
ZCTA5 77988,
    Estimate,161
    Margin of Error,±162
ZCTA5 77990,
    Estimate,962
    Margin of Error,±208
