Label (Grouping),Total
    Margin of Error,"±1,010"
ZCTA5 77025,
    Estimate,"28,922"
    Margin of Error,"±1,113"
ZCTA5 77026,
    Estimate,"22,799"
    Margin of Error,"±1,406"
ZCTA5 77027,
    Estimate,"16,012"
    Margin of Error,"±1,025"
ZCTA5 77028,
    Estimate,"15,725"
    Margin of Error,±973
ZCTA5 77029,
    Estimate,"17,894"
    Margin of Error,±909
ZCTA5 77030,
    Estimate,"10,813"
    Margin of Error,±837
ZCTA5 77031,
    Estimate,"18,052"
    Margin of Error,"±1,360"
ZCTA5 77032,
    Estimate,"14,443"
    Margin of Error,"±1,232"
ZCTA5 77033,
    Estimate,"29,692"
    Margin of Error,"±1,214"
ZCTA5 77034,
    Estimate,"40,183"
    Margin of Error,"±1,893"
ZCTA5 77035,
    Estimate,"38,324"
    Margin of Error,"±1,634"
ZCTA5 77036,
    Estimate,"76,605"
    Margin of Error,"±2,275"
ZCTA5 77037,
    Estimate,"20,038"
    Margin of Error,"±1,506"
ZCTA5 77038,
    Estimate,"30,653"
    Margin of Error,"±1,559"
ZCTA5 77039,
    Estimate,"27,972"
    Margin of Error,"±1,358"
ZCTA5 77040,
    Estimate,"48,273"
    Margin of Error,"±1,761"
ZCTA5 77041,
    Estimate,"35,372"
    Margin of Error,"±1,258"
ZCTA5 77042,
    Estimate,"42,098"
    Margin of Error,"±1,654"
ZCTA5 77043,
    Estimate,"25,838"
    Margin of Error,"±1,162"
ZCTA5 77044,
    Estimate,"42,665"
    Margin of Error,"±1,911"
ZCTA5 77045,
    Estimate,"36,270"
    Margin of Error,"±1,612"
ZCTA5 77046,
    Estimate,"1,029"
    Margin of Error,±263
ZCTA5 77047,
    Estimate,"29,410"
    Margin of Error,"±1,583"
ZCTA5 77048,
    Estimate,"17,143"
    Margin of Error,"±1,175"
ZCTA5 77049,
    Estimate,"33,749"
    Margin of Error,"±1,504"
ZCTA5 77050,
    Estimate,"5,031"
    Margin of Error,±694
ZCTA5 77051,
    Estimate,"16,661"
    Margin of Error,"±1,587"
ZCTA5 77053,
    Estimate,"31,868"
    Margin of Error,"±1,810"
ZCTA5 77054,
    Estimate,"22,517"
    Margin of Error,"±1,455"
ZCTA5 77055,
    Estimate,"45,003"
    Margin of Error,"±1,511"
ZCTA5 77056,
    Estimate,"21,732"
    Margin of Error,"±1,149"
ZCTA5 77057,
    Estimate,"40,130"
    Margin of Error,"±1,533"
ZCTA5 77058,
    Estimate,"16,669"
    Margin of Error,±862
ZCTA5 77059,
    Estimate,"17,374"
    Margin of Error,±701
ZCTA5 77060,
    Estimate,"44,549"
    Margin of Error,"±1,768"
ZCTA5 77061,
    Estimate,"26,276"
    Margin of Error,"±1,450"
ZCTA5 77062,
    Estimate,"26,583"
    Margin of Error,"±1,143"
ZCTA5 77063,
    Estimate,"38,931"
    Margin of Error,"±1,580"
ZCTA5 77064,
    Estimate,"49,578"
    Margin of Error,"±1,922"
ZCTA5 77065,
    Estimate,"38,820"
    Margin of Error,"±1,591"
ZCTA5 77066,
    Estimate,"33,796"
    Margin of Error,"±1,009"
ZCTA5 77067,
    Estimate,"33,489"
    Margin of Error,"±1,138"
ZCTA5 77068,
    Estimate,"10,897"
    Margin of Error,±909
ZCTA5 77069,
    Estimate,"18,238"
    Margin of Error,±877
ZCTA5 77070,
    Estimate,"51,080"
    Margin of Error,"±1,890"
ZCTA5 77071,
    Estimate,"27,981"
    Margin of Error,"±1,369"
ZCTA5 77072,
    Estimate,"62,162"
    Margin of Error,"±2,606"
ZCTA5 77073,
    Estimate,"42,780"
    Margin of Error,"±1,802"
ZCTA5 77074,
    Estimate,"39,915"
    Margin of Error,"±1,718"
ZCTA5 77075,
    Estimate,"43,586"
    Margin of Error,"±1,834"
ZCTA5 77076,
    Estimate,"35,144"
    Margin of Error,"±1,708"
ZCTA5 77077,
    Estimate,"57,757"
    Margin of Error,"±2,109"
ZCTA5 77078,
    Estimate,"15,820"
    Margin of Error,"±1,414"
ZCTA5 77079,
    Estimate,"33,577"
    Margin of Error,"±1,761"
ZCTA5 77080,
    Estimate,"45,665"
    Margin of Error,"±2,033"
ZCTA5 77081,
    Estimate,"49,059"
    Margin of Error,"±1,836"
ZCTA5 77082,
    Estimate,"56,641"
    Margin of Error,"±2,066"
ZCTA5 77083,
    Estimate,"79,408"
    Margin of Error,"±2,582"
ZCTA5 77084,
    Estimate,"104,582"
    Margin of Error,"±3,089"
ZCTA5 77085,
    Estimate,"17,981"
    Margin of Error,±962
ZCTA5 77086,
    Estimate,"29,506"
    Margin of Error,"±1,279"
ZCTA5 77087,
    Estimate,"37,200"
    Margin of Error,"±1,692"
ZCTA5 77088,
    Estimate,"56,716"
    Margin of Error,"±2,291"
ZCTA5 77089,
    Estimate,"52,699"
    Margin of Error,"±1,658"
ZCTA5 77090,
    Estimate,"38,361"
    Margin of Error,"±1,807"
ZCTA5 77091,
    Estimate,"25,277"
    Margin of Error,"±1,346"
ZCTA5 77092,
    Estimate,"38,476"
    Margin of Error,"±1,870"
ZCTA5 77093,
    Estimate,"44,428"
    Margin of Error,"±1,712"
ZCTA5 77094,
    Estimate,"9,439"
    Margin of Error,±459
ZCTA5 77095,
    Estimate,"72,081"
    Margin of Error,"±2,136"
ZCTA5 77096,
    Estimate,"35,465"
    Margin of Error,"±1,406"
ZCTA5 77098,
    Estimate,"13,444"
    Margin of Error,±795
ZCTA5 77099,
    Estimate,"51,905"
    Margin of Error,"±2,633"
ZCTA5 77201,
    Estimate,0
    Margin of Error,±13
ZCTA5 77301,
    Estimate,"31,801"
    Margin of Error,"±1,355"
ZCTA5 77302,
    Estimate,"19,311"
    Margin of Error,"±1,435"
ZCTA5 77303,
    Estimate,"19,695"
    Margin of Error,"±1,378"
ZCTA5 77304,
    Estimate,"28,692"
    Margin of Error,"±1,628"
ZCTA5 77306,
    Estimate,"11,453"
    Margin of Error,"±1,696"
ZCTA5 77316,
    Estimate,"21,272"
    Margin of Error,"±1,535"
ZCTA5 77318,
    Estimate,"15,437"
    Margin of Error,"±1,392"
ZCTA5 77320,
    Estimate,"35,670"
    Margin of Error,"±1,578"
ZCTA5 77326,
    Estimate,15
    Margin of Error,±22
ZCTA5 77327,
    Estimate,"22,430"
    Margin of Error,"±1,223"
ZCTA5 77328,
    Estimate,"15,863"
    Margin of Error,"±1,515"
ZCTA5 77331,
    Estimate,"7,667"
    Margin of Error,±772
ZCTA5 77334,
    Estimate,286
    Margin of Error,±294
ZCTA5 77335,
    Estimate,"2,519"
    Margin of Error,±478
ZCTA5 77336,
    Estimate,"12,397"
    Margin of Error,"±1,023"
ZCTA5 77338,
    Estimate,"40,335"
    Margin of Error,"±1,739"
ZCTA5 77339,
    Estimate,"41,403"
    Margin of Error,"±1,253"
ZCTA5 77340,
    Estimate,"29,900"
    Margin of Error,"±1,699"
ZCTA5 77342,
    Estimate,0
    Margin of Error,±13
ZCTA5 77345,
    Estimate,"29,090"
    Margin of Error,±834
ZCTA5 77346,
    Estimate,"63,233"
    Margin of Error,"±1,901"
ZCTA5 77350,
    Estimate,173
    Margin of Error,±117
ZCTA5 77351,
    Estimate,"33,199"
    Margin of Error,±779
ZCTA5 77354,
    Estimate,"35,904"
    Margin of Error,"±2,031"
ZCTA5 77355,
    Estimate,"27,271"
    Margin of Error,"±1,283"
ZCTA5 77356,
    Estimate,"25,888"
    Margin of Error,"±1,479"
ZCTA5 77357,
    Estimate,"24,334"
    Margin of Error,"±1,841"
ZCTA5 77358,
    Estimate,"5,597"
    Margin of Error,"±1,214"
ZCTA5 77359,
    Estimate,418
    Margin of Error,±242
ZCTA5 77360,
    Estimate,"5,084"
    Margin of Error,±475
ZCTA5 77362,
    Estimate,"5,546"
    Margin of Error,"±1,536"
ZCTA5 77363,
    Estimate,"2,705"
    Margin of Error,±467
ZCTA5 77364,
    Estimate,"1,822"
    Margin of Error,±523
ZCTA5 77365,
    Estimate,"31,406"
    Margin of Error,"±2,372"
ZCTA5 77367,
    Estimate,111
    Margin of Error,±84
ZCTA5 77368,
    Estimate,181
    Margin of Error,±148
ZCTA5 77369,
    Estimate,482
    Margin of Error,±192
ZCTA5 77371,
    Estimate,"8,025"
    Margin of Error,±690
ZCTA5 77372,
    Estimate,"12,351"
    Margin of Error,"±1,248"
ZCTA5 77373,
    Estimate,"58,255"
    Margin of Error,"±2,012"
ZCTA5 77374,
    Estimate,463
    Margin of Error,±346
ZCTA5 77375,
    Estimate,"50,525"
    Margin of Error,"±2,125"
ZCTA5 77376,
    Estimate,430
    Margin of Error,±248
ZCTA5 77377,
    Estimate,"36,758"
    Margin of Error,"±2,084"
ZCTA5 77378,
    Estimate,"16,150"
    Margin of Error,"±1,569"
ZCTA5 77379,
    Estimate,"78,226"
    Margin of Error,"±2,044"
ZCTA5 77380,
    Estimate,"26,691"
    Margin of Error,"±1,621"
ZCTA5 77381,
    Estimate,"36,919"
    Margin of Error,"±1,093"
ZCTA5 77382,
    Estimate,"40,546"
    Margin of Error,"±2,603"
ZCTA5 77384,
    Estimate,"16,472"
    Margin of Error,"±1,529"
ZCTA5 77385,
    Estimate,"23,578"
    Margin of Error,"±2,112"
ZCTA5 77386,
    Estimate,"53,042"
    Margin of Error,"±2,601"
ZCTA5 77388,
    Estimate,"45,841"
    Margin of Error,"±1,441"
ZCTA5 77389,
    Estimate,"31,883"
    Margin of Error,"±1,374"
ZCTA5 77396,
    Estimate,"54,352"
    Margin of Error,"±2,174"
ZCTA5 77401,
    Estimate,"19,062"
    Margin of Error,±207
ZCTA5 77406,
    Estimate,"41,008"
    Margin of Error,"±1,772"
ZCTA5 77407,
    Estimate,"48,157"
    Margin of Error,"±2,435"
ZCTA5 77412,
    Estimate,105
    Margin of Error,±99
ZCTA5 77414,
    Estimate,"23,369"
    Margin of Error,±566
ZCTA5 77415,
    Estimate,86
    Margin of Error,±139
ZCTA5 77417,
    Estimate,"2,760"
    Margin of Error,±475
ZCTA5 77418,
    Estimate,"9,926"
    Margin of Error,±555
ZCTA5 77419,
    Estimate,"1,473"
    Margin of Error,±395
ZCTA5 77420,
    Estimate,"2,245"
    Margin of Error,±483
ZCTA5 77422,
    Estimate,"13,378"
    Margin of Error,"±1,009"
ZCTA5 77423,
    Estimate,"11,551"
    Margin of Error,±731
ZCTA5 77426,
    Estimate,"2,350"
    Margin of Error,±542
ZCTA5 77428,
    Estimate,0
    Margin of Error,±13
ZCTA5 77429,
    Estimate,"86,399"
    Margin of Error,"±2,495"
ZCTA5 77430,
    Estimate,"2,051"
    Margin of Error,±512
ZCTA5 77432,
    Estimate,112
    Margin of Error,±122
ZCTA5 77433,
    Estimate,"75,008"
    Margin of Error,"±2,574"
ZCTA5 77434,
    Estimate,"4,781"
    Margin of Error,±435
ZCTA5 77435,
    Estimate,"4,303"
    Margin of Error,±528
ZCTA5 77436,
    Estimate,43
    Margin of Error,±68
ZCTA5 77437,
    Estimate,"16,875"
    Margin of Error,±632
ZCTA5 77440,
    Estimate,23
    Margin of Error,±37
ZCTA5 77441,
    Estimate,"9,919"
    Margin of Error,±646
ZCTA5 77442,
    Estimate,922
    Margin of Error,±296
ZCTA5 77443,
    Estimate,256
    Margin of Error,±382
ZCTA5 77444,
    Estimate,708
    Margin of Error,±282
ZCTA5 77445,
    Estimate,"13,301"
    Margin of Error,±704
ZCTA5 77446,
    Estimate,"6,095"
    Margin of Error,±183
ZCTA5 77447,
    Estimate,"15,246"
    Margin of Error,"±1,278"
ZCTA5 77448,
    Estimate,58
    Margin of Error,±59
ZCTA5 77449,
    Estimate,"119,204"
    Margin of Error,"±3,633"
ZCTA5 77450,
    Estimate,"74,631"
    Margin of Error,"±1,950"
ZCTA5 77451,
    Estimate,79
    Margin of Error,±58
ZCTA5 77453,
    Estimate,335
    Margin of Error,±260
ZCTA5 77454,
    Estimate,15
    Margin of Error,±23
ZCTA5 77455,
    Estimate,"2,026"
    Margin of Error,±334
ZCTA5 77456,
    Estimate,"1,323"
    Margin of Error,±451
ZCTA5 77457,
    Estimate,521
    Margin of Error,±201
ZCTA5 77458,
    Estimate,272
    Margin of Error,±267
ZCTA5 77459,
    Estimate,"66,175"
    Margin of Error,"±1,700"
ZCTA5 77460,
    Estimate,151
    Margin of Error,±199
ZCTA5 77461,
    Estimate,"10,752"
    Margin of Error,±915
ZCTA5 77464,
    Estimate,284
    Margin of Error,±132
ZCTA5 77465,
    Estimate,"7,269"
    Margin of Error,±594
ZCTA5 77466,
    Estimate,353
    Margin of Error,±158
ZCTA5 77467,
    Estimate,37
    Margin of Error,±37
ZCTA5 77468,
    Estimate,44
    Margin of Error,±74
ZCTA5 77469,
    Estimate,"46,934"
    Margin of Error,"±1,778"
ZCTA5 77470,
    Estimate,399
    Margin of Error,±188
ZCTA5 77471,
    Estimate,"38,837"
    Margin of Error,"±1,283"
ZCTA5 77473,
    Estimate,111
    Margin of Error,±80
ZCTA5 77474,
    Estimate,"12,993"
    Margin of Error,±610
ZCTA5 77475,
    Estimate,882
    Margin of Error,±389
ZCTA5 77476,
    Estimate,194
    Margin of Error,±125
ZCTA5 77477,
    Estimate,"36,932"
    Margin of Error,"±1,424"
ZCTA5 77478,
    Estimate,"25,846"
    Margin of Error,"±1,210"
ZCTA5 77479,
    Estimate,"88,603"
    Margin of Error,"±1,872"
ZCTA5 77480,
    Estimate,"7,661"
    Margin of Error,±531
ZCTA5 77481,
    Estimate,13
    Margin of Error,±18
ZCTA5 77482,
    Estimate,"2,274"
    Margin of Error,±584
ZCTA5 77483,
    Estimate,292
    Margin of Error,±242
ZCTA5 77484,
    Estimate,"10,710"
    Margin of Error,±876
ZCTA5 77485,
    Estimate,"4,691"
    Margin of Error,±881
ZCTA5 77486,
    Estimate,"7,082"
    Margin of Error,±646
ZCTA5 77488,
    Estimate,"14,738"
    Margin of Error,±752
ZCTA5 77489,
    Estimate,"36,786"
    Margin of Error,"±1,383"
ZCTA5 77493,
    Estimate,"29,984"
    Margin of Error,"±1,566"
ZCTA5 77494,
    Estimate,"105,854"
    Margin of Error,"±2,645"
ZCTA5 77498,
    Estimate,"51,037"
    Margin of Error,"±2,085"
ZCTA5 77502,
    Estimate,"39,040"
    Margin of Error,"±1,611"
ZCTA5 77503,
    Estimate,"26,171"
    Margin of Error,"±1,037"
ZCTA5 77504,
    Estimate,"23,327"
    Margin of Error,"±1,390"
ZCTA5 77505,
    Estimate,"24,230"
    Margin of Error,"±1,248"
ZCTA5 77506,
    Estimate,"37,736"
    Margin of Error,"±1,441"
ZCTA5 77507,
    Estimate,0
    Margin of Error,±13
ZCTA5 77510,
    Estimate,"14,608"
    Margin of Error,"±1,096"
ZCTA5 77511,
    Estimate,"46,121"
    Margin of Error,"±1,549"
ZCTA5 77514,
    Estimate,"4,443"
    Margin of Error,±499
ZCTA5 77515,
    Estimate,"31,627"
    Margin of Error,"±1,113"
ZCTA5 77517,
    Estimate,"5,688"
    Margin of Error,±945
ZCTA5 77518,
    Estimate,"10,984"
    Margin of Error,"±1,175"
ZCTA5 77519,
    Estimate,"1,509"
    Margin of Error,±530
ZCTA5 77520,
    Estimate,"36,694"
    Margin of Error,"±1,076"
ZCTA5 77521,
    Estimate,"57,125"
    Margin of Error,"±1,723"
ZCTA5 77523,
    Estimate,"21,366"
    Margin of Error,"±1,094"
ZCTA5 77530,
    Estimate,"31,119"
    Margin of Error,"±1,856"
ZCTA5 77531,
    Estimate,"16,078"
    Margin of Error,±287
ZCTA5 77532,
    Estimate,"28,320"
    Margin of Error,"±1,647"
ZCTA5 77533,
    Estimate,849
    Margin of Error,±237
ZCTA5 77534,
    Estimate,"2,426"
    Margin of Error,±439
ZCTA5 77535,
    Estimate,"32,904"
    Margin of Error,"±1,598"
ZCTA5 77536,
    Estimate,"32,392"
    Margin of Error,±625
ZCTA5 77538,
    Estimate,906
    Margin of Error,±276
ZCTA5 77539,
    Estimate,"42,607"
    Margin of Error,"±1,706"
ZCTA5 77541,
    Estimate,"18,525"
    Margin of Error,±694
ZCTA5 77545,
    Estimate,"25,036"
    Margin of Error,"±1,684"
ZCTA5 77546,
    Estimate,"52,261"
    Margin of Error,"±1,086"
ZCTA5 77547,
    Estimate,"10,077"
    Margin of Error,±288
ZCTA5 77550,
    Estimate,"22,070"
    Margin of Error,±939
ZCTA5 77551,
    Estimate,"21,203"
    Margin of Error,±990
ZCTA5 77554,
    Estimate,"8,249"
    Margin of Error,"±1,022"
ZCTA5 77560,
    Estimate,624
    Margin of Error,±257
ZCTA5 77561,
    Estimate,67
    Margin of Error,±35
ZCTA5 77562,
    Estimate,"10,665"
    Margin of Error,"±1,084"
ZCTA5 77563,
    Estimate,"10,067"
    Margin of Error,±292
ZCTA5 77564,
    Estimate,"1,986"
    Margin of Error,±606
ZCTA5 77565,
    Estimate,"7,233"
    Margin of Error,±874
ZCTA5 77566,
    Estimate,"29,441"
    Margin of Error,±363
ZCTA5 77568,
    Estimate,"15,640"
    Margin of Error,±144
ZCTA5 77571,
    Estimate,"37,374"
    Margin of Error,±377
ZCTA5 77573,
    Estimate,"85,108"
    Margin of Error,"±1,293"
ZCTA5 77575,
    Estimate,"17,005"
    Margin of Error,"±1,030"
ZCTA5 77577,
    Estimate,"1,566"
    Margin of Error,±270
ZCTA5 77578,
    Estimate,"18,636"
    Margin of Error,"±1,616"
ZCTA5 77580,
    Estimate,534
    Margin of Error,±355
ZCTA5 77581,
    Estimate,"47,625"
    Margin of Error,"±1,730"
ZCTA5 77583,
    Estimate,"35,308"
    Margin of Error,"±3,087"
ZCTA5 77584,
    Estimate,"87,121"
    Margin of Error,"±2,291"
ZCTA5 77585,
    Estimate,880
    Margin of Error,±403
ZCTA5 77586,
    Estimate,"22,182"
    Margin of Error,±456
ZCTA5 77587,
    Estimate,"16,901"
    Margin of Error,±341
ZCTA5 77590,
    Estimate,"31,084"
    Margin of Error,"±1,202"
ZCTA5 77591,
    Estimate,"14,073"
    Margin of Error,"±1,094"
ZCTA5 77597,
    Estimate,"1,210"
    Margin of Error,±456
ZCTA5 77598,
    Estimate,"24,689"
    Margin of Error,"±1,188"
ZCTA5 77611,
    Estimate,"8,325"
    Margin of Error,±316
ZCTA5 77612,
    Estimate,"9,134"
    Margin of Error,±927
ZCTA5 77613,
    Estimate,"1,048"
    Margin of Error,±318
ZCTA5 77614,
    Estimate,516
    Margin of Error,±300
ZCTA5 77615,
    Estimate,"1,049"
    Margin of Error,±400
ZCTA5 77616,
    Estimate,535
    Margin of Error,±232
ZCTA5 77617,
    Estimate,64
    Margin of Error,±48
ZCTA5 77619,
    Estimate,"15,775"
    Margin of Error,±28
ZCTA5 77622,
    Estimate,"1,464"
    Margin of Error,±351
ZCTA5 77623,
    Estimate,515
    Margin of Error,±195
ZCTA5 77624,
    Estimate,630
    Margin of Error,±279
ZCTA5 77625,
    Estimate,"9,691"
    Margin of Error,"±1,211"
ZCTA5 77627,
    Estimate,"21,198"
    Margin of Error,±697
ZCTA5 77629,
    Estimate,634
    Margin of Error,±229
ZCTA5 77630,
    Estimate,"28,740"
    Margin of Error,±861
ZCTA5 77632,
    Estimate,"23,475"
    Margin of Error,"±1,020"
ZCTA5 77640,
    Estimate,"15,964"
    Margin of Error,±780
ZCTA5 77642,
    Estimate,"38,845"
    Margin of Error,±761
ZCTA5 77650,
    Estimate,"1,611"
    Margin of Error,±527
ZCTA5 77651,
    Estimate,"12,840"
    Margin of Error,±24
ZCTA5 77655,
    Estimate,346
    Margin of Error,±98
ZCTA5 77656,
    Estimate,"16,362"
    Margin of Error,±849
ZCTA5 77657,
    Estimate,"21,427"
    Margin of Error,"±1,092"
ZCTA5 77659,
    Estimate,"4,722"
    Margin of Error,±529
ZCTA5 77660,
    Estimate,"1,182"
    Margin of Error,±383
ZCTA5 77661,
    Estimate,852
    Margin of Error,±618
ZCTA5 77662,
    Estimate,"26,394"
    Margin of Error,±871
ZCTA5 77663,
    Estimate,"1,283"
    Margin of Error,±631
ZCTA5 77664,
    Estimate,"2,229"
    Margin of Error,±458
ZCTA5 77665,
    Estimate,"6,252"
    Margin of Error,±971
ZCTA5 77701,
    Estimate,"13,216"
    Margin of Error,±900
ZCTA5 77702,
    Estimate,"3,091"
    Margin of Error,±624
ZCTA5 77703,
    Estimate,"14,288"
    Margin of Error,"±1,032"
ZCTA5 77705,
    Estimate,"40,819"
    Margin of Error,"±1,609"
ZCTA5 77706,
    Estimate,"29,249"
    Margin of Error,"±1,124"
ZCTA5 77707,
    Estimate,"17,954"
    Margin of Error,"±1,081"
ZCTA5 77708,
    Estimate,"12,288"
    Margin of Error,±820
ZCTA5 77713,
    Estimate,"14,402"
    Margin of Error,"±1,120"
ZCTA5 77801,
    Estimate,"16,759"
    Margin of Error,±912
ZCTA5 77802,
    Estimate,"26,185"
    Margin of Error,"±1,058"
ZCTA5 77803,
    Estimate,"30,609"
    Margin of Error,"±1,111"
ZCTA5 77807,
    Estimate,"10,288"
    Margin of Error,±945
ZCTA5 77808,
    Estimate,"10,849"
    Margin of Error,±682
ZCTA5 77830,
    Estimate,"2,830"
    Margin of Error,±540
ZCTA5 77831,
    Estimate,"3,115"
    Margin of Error,±518
ZCTA5 77833,
    Estimate,"29,060"
    Margin of Error,±847
ZCTA5 77835,
    Estimate,"2,603"
    Margin of Error,±621
ZCTA5 77836,
    Estimate,"12,022"
    Margin of Error,±557
ZCTA5 77837,
    Estimate,"1,889"
    Margin of Error,±300
ZCTA5 77840,
    Estimate,"59,673"
    Margin of Error,"±1,203"
ZCTA5 77845,
    Estimate,"59,512"
    Margin of Error,"±1,402"
ZCTA5 77853,
    Estimate,"1,287"
    Margin of Error,±277
ZCTA5 77855,
    Estimate,72
    Margin of Error,±79
ZCTA5 77856,
    Estimate,"5,037"
    Margin of Error,±374
ZCTA5 77857,
    Estimate,664
    Margin of Error,±170
ZCTA5 77859,
    Estimate,"7,393"
    Margin of Error,±373
ZCTA5 77861,
    Estimate,"2,452"
    Margin of Error,±409
ZCTA5 77864,
    Estimate,"6,935"
    Margin of Error,±297
ZCTA5 77865,
    Estimate,"1,778"
    Margin of Error,±432
ZCTA5 77867,
    Estimate,93
    Margin of Error,±42
ZCTA5 77868,
    Estimate,"17,027"
    Margin of Error,±784
ZCTA5 77871,
    Estimate,"2,568"
    Margin of Error,±411
ZCTA5 77872,
    Estimate,"1,577"
    Margin of Error,±213
ZCTA5 77873,
    Estimate,"1,268"
    Margin of Error,±335
ZCTA5 77876,
    Estimate,203
    Margin of Error,±149
ZCTA5 77878,
    Estimate,263
    Margin of Error,±157
ZCTA5 77879,
    Estimate,"5,251"
    Margin of Error,±558
ZCTA5 77880,
    Estimate,"1,397"
    Margin of Error,±425
ZCTA5 77901,
    Estimate,"43,424"
    Margin of Error,±887
ZCTA5 77904,
    Estimate,"27,570"
    Margin of Error,±918
ZCTA5 77905,
    Estimate,"14,326"
    Margin of Error,±700
ZCTA5 77950,
    Estimate,173
    Margin of Error,±45
ZCTA5 77951,
    Estimate,"2,059"
    Margin of Error,±529
ZCTA5 77954,
    Estimate,"12,256"
    Margin of Error,±514
ZCTA5 77957,
    Estimate,"8,494"
    Margin of Error,±420
ZCTA5 77960,
    Estimate,42
    Margin of Error,±55
ZCTA5 77961,
    Estimate,252
    Margin of Error,±216
ZCTA5 77962,
    Estimate,"3,178"
    Margin of Error,±471
ZCTA5 77963,
    Estimate,"5,991"
    Margin of Error,±309
ZCTA5 77964,
    Estimate,"8,269"
    Margin of Error,±411
ZCTA5 77968,
    Estimate,"3,054"
    Margin of Error,±413
ZCTA5 77969,
    Estimate,158
    Margin of Error,±147
ZCTA5 77970,
    Estimate,378
    Margin of Error,±110
ZCTA5 77971,
    Estimate,"1,078"
    Margin of Error,±412
ZCTA5 77973,
    Estimate,0
    Margin of Error,±13
ZCTA5 77974,
    Estimate,382
    Margin of Error,±117
ZCTA5 77975,
    Estimate,"1,942"
    Margin of Error,±273
ZCTA5 77976,
    Estimate,89
    Margin of Error,±64
ZCTA5 77977,
    Estimate,747
    Margin of Error,±268
ZCTA5 77978,
    Estimate,774
    Margin of Error,±178
ZCTA5 77979,
    Estimate,"17,526"
    Margin of Error,±589
ZCTA5 77982,
    Estimate,"1,070"
    Margin of Error,±399
ZCTA5 77983,
    Estimate,"2,351"
    Margin of Error,±465
ZCTA5 77984,
    Estimate,"3,954"
    Margin of Error,±297
ZCTA5 77987,
    Estimate,352
    Margin of Error,±144
ZCTA5 77988,
    Estimate,565
    Margin of Error,±292
ZCTA5 77990,
    Estimate,864
    Margin of Error,±219
ZCTA5 77991,
    Estimate,614
    Margin of Error,±262
ZCTA5 77993,
    Estimate,183
    Margin of Error,±106
ZCTA5 77994,
    Estimate,508
    Margin of Error,±203
ZCTA5 77995,
    Estimate,"9,847"
    Margin of Error,±558
ZCTA5 78001,
    Estimate,0
    Margin of Error,±13
ZCTA5 78002,
    Estimate,"7,904"
    Margin of Error,"±1,238"
ZCTA5 78003,
    Estimate,"8,958"
    Margin of Error,±741
ZCTA5 78004,
    Estimate,879
    Margin of Error,±290
ZCTA5 78005,
    Estimate,870
    Margin of Error,±517
ZCTA5 78006,
    Estimate,"31,709"
    Margin of Error,±912
ZCTA5 78007,
    Estimate,165
    Margin of Error,±120
ZCTA5 78008,
    Estimate,210
    Margin of Error,±141
ZCTA5 78009,
    Estimate,"8,910"
    Margin of Error,"±1,112"
ZCTA5 78010,
    Estimate,"3,401"
    Margin of Error,±637
ZCTA5 78011,
    Estimate,"2,030"
    Margin of Error,±464
ZCTA5 78012,
    Estimate,362
    Margin of Error,±125
ZCTA5 78013,
    Estimate,"6,574"
    Margin of Error,"±1,060"
ZCTA5 78014,
    Estimate,"5,616"
    Margin of Error,±356
ZCTA5 78015,
    Estimate,"13,897"
    Margin of Error,±742
ZCTA5 78016,
    Estimate,"8,895"
    Margin of Error,±683
ZCTA5 78017,
    Estimate,"5,514"
    Margin of Error,±438
ZCTA5 78019,
    Estimate,"1,505"
    Margin of Error,±361
ZCTA5 78021,
    Estimate,342
    Margin of Error,±222
ZCTA5 78022,
    Estimate,"4,286"
    Margin of Error,±433
ZCTA5 78023,
    Estimate,"29,872"
    Margin of Error,"±1,095"
ZCTA5 78024,
    Estimate,"1,332"
    Margin of Error,±343
ZCTA5 78025,
    Estimate,"4,523"
    Margin of Error,±642
ZCTA5 78026,
    Estimate,"6,094"
    Margin of Error,±492
ZCTA5 78027,
    Estimate,569
    Margin of Error,±326
ZCTA5 78028,
    Estimate,"39,626"
    Margin of Error,±789
ZCTA5 78029,
    Estimate,0
    Margin of Error,±13
ZCTA5 78039,
    Estimate,"1,528"
    Margin of Error,±427
ZCTA5 78040,
    Estimate,"42,324"
    Margin of Error,"±1,703"
ZCTA5 78041,
    Estimate,"46,671"
    Margin of Error,"±1,464"
ZCTA5 78043,
    Estimate,"44,762"
    Margin of Error,"±1,620"
ZCTA5 78044,
    Estimate,451
    Margin of Error,±236
ZCTA5 78045,
    Estimate,"64,705"
    Margin of Error,"±1,581"
ZCTA5 78046,
    Estimate,"69,471"
    Margin of Error,"±1,732"
ZCTA5 78050,
    Estimate,448
    Margin of Error,±213
ZCTA5 78052,
    Estimate,"6,838"
    Margin of Error,±998
ZCTA5 78055,
    Estimate,"1,945"
    Margin of Error,±438
ZCTA5 78056,
    Estimate,"2,131"
    Margin of Error,±532
ZCTA5 78057,
    Estimate,627
    Margin of Error,±313
ZCTA5 78058,
    Estimate,"1,032"
    Margin of Error,±375
ZCTA5 78059,
    Estimate,"6,131"
    Margin of Error,±762
ZCTA5 78060,
    Estimate,30
    Margin of Error,±46
ZCTA5 78061,
    Estimate,"12,595"
    Margin of Error,±571
ZCTA5 78063,
    Estimate,"9,936"
    Margin of Error,±790
ZCTA5 78064,
    Estimate,"15,966"
    Margin of Error,±736
ZCTA5 78065,
