"GEO_ID","NAME","B01003_001E","B01003_001M",
"8600000US75182","ZCTA5 75182","6218","111",
"8600000US75189","ZCTA5 75189","27179","1155",
"8600000US75201","ZCTA5 75201","15891","1047",
"8600000US75202","ZCTA5 75202","2059","340",
"8600000US75203","ZCTA5 75203","17301","1079",
"8600000US75204","ZCTA5 75204","30797","1236",
"8600000US75205","ZCTA5 75205","24879","700",
"8600000US75206","ZCTA5 75206","38375","1369",
"8600000US75207","ZCTA5 75207","7813","460",
"8600000US75208","ZCTA5 75208","29720","1365",
"8600000US75209","ZCTA5 75209","14188","820",
"8600000US75210","ZCTA5 75210","8578","848",
"8600000US75211","ZCTA5 75211","79010","2153",
"8600000US75212","ZCTA5 75212","26320","1068",
"8600000US75214","ZCTA5 75214","33906","1208",
"8600000US75215","ZCTA5 75215","16681","1071",
"8600000US75216","ZCTA5 75216","54150","2138",
"8600000US75217","ZCTA5 75217","86896","2585",
"8600000US75218","ZCTA5 75218","21576","866",
"8600000US75219","ZCTA5 75219","23419","1136",
"8600000US75220","ZCTA5 75220","43088","1692",
"8600000US75223","ZCTA5 75223","15128","909",
"8600000US75224","ZCTA5 75224","37280","1408",
"8600000US75225","ZCTA5 75225","21296","688",
"8600000US75226","ZCTA5 75226","4674","505",
"8600000US75227","ZCTA5 75227","58995","2077",
"8600000US75228","ZCTA5 75228","73606","2423",
"8600000US75229","ZCTA5 75229","31790","1060",
"8600000US75230","ZCTA5 75230","27872","964",
"8600000US75231","ZCTA5 75231","41072","1351",
"8600000US75232","ZCTA5 75232","31941","2066",
"8600000US75233","ZCTA5 75233","16092","1262",
"8600000US75234","ZCTA5 75234","33737","644",
"8600000US75235","ZCTA5 75235","19141","1499",
"8600000US75236","ZCTA5 75236","19447","1344",
"8600000US75237","ZCTA5 75237","20773","1231",
"8600000US75238","ZCTA5 75238","33220","1051",
"8600000US75240","ZCTA5 75240","28537","1334",
"8600000US75241","ZCTA5 75241","30682","1796",
"8600000US75243","ZCTA5 75243","67848","2294",
"8600000US75244","ZCTA5 75244","13701","623",
"8600000US75246","ZCTA5 75246","2357","390",
"8600000US75247","ZCTA5 75247","730","252",
"8600000US75248","ZCTA5 75248","36829","1322",
"8600000US75249","ZCTA5 75249","16482","1190",
"8600000US75251","ZCTA5 75251","2414","438",
"8600000US75252","ZCTA5 75252","26511","763",
"8600000US75253","ZCTA5 75253","23894","2009",
"8600000US75254","ZCTA5 75254","26828","1337",
"8600000US75270","ZCTA5 75270","0","13",
"8600000US75287","ZCTA5 75287","54882","802",
"8600000US75390","ZCTA5 75390","0","13",
"8600000US75401","ZCTA5 75401","18869","785",
"8600000US75402","ZCTA5 75402","17516","919",
"8600000US75407","ZCTA5 75407","16582","791",
"8600000US75409","ZCTA5 75409","15379","610",
"8600000US75410","ZCTA5 75410","5726","591",
"8600000US75411","ZCTA5 75411","1278","336",
"8600000US75412","ZCTA5 75412","567","215",
"8600000US75413","ZCTA5 75413","246","88",
"8600000US75414","ZCTA5 75414","2879","389",
"8600000US75415","ZCTA5 75415","190","114",
"8600000US75416","ZCTA5 75416","3103","562",
"8600000US75417","ZCTA5 75417","2628","287",
"8600000US75418","ZCTA5 75418","14376","446",
"8600000US75420","ZCTA5 75420","981","223",
"8600000US75421","ZCTA5 75421","492","186",
"8600000US75422","ZCTA5 75422","3301","559",
"8600000US75423","ZCTA5 75423","2801","402",
"8600000US75424","ZCTA5 75424","3103","496",
"8600000US75426","ZCTA5 75426","4625","314",
"8600000US75428","ZCTA5 75428","10951","303",
"8600000US75431","ZCTA5 75431","2424","452",
"8600000US75432","ZCTA5 75432","3509","228",
"8600000US75433","ZCTA5 75433","2614","263",
"8600000US75435","ZCTA5 75435","1271","306",
"8600000US75436","ZCTA5 75436","2159","287",
"8600000US75437","ZCTA5 75437","1361","183",
"8600000US75438","ZCTA5 75438","908","159",
"8600000US75439","ZCTA5 75439","1087","166",
"8600000US75440","ZCTA5 75440","6506","539",
"8600000US75441","ZCTA5 75441","122","81",
"8600000US75442","ZCTA5 75442","9681","932",
"8600000US75446","ZCTA5 75446","3398","407",
"8600000US75447","ZCTA5 75447","1256","306",
"8600000US75448","ZCTA5 75448","724","210",
"8600000US75449","ZCTA5 75449","1351","225",
"8600000US75450","ZCTA5 75450","141","92",
"8600000US75451","ZCTA5 75451","1135","274",
"8600000US75452","ZCTA5 75452","4312","377",
"8600000US75453","ZCTA5 75453","2878","427",
"8600000US75454","ZCTA5 75454","9583","293",
"8600000US75455","ZCTA5 75455","28460","666",
"8600000US75457","ZCTA5 75457","6464","394",
"8600000US75459","ZCTA5 75459","5285","607",
"8600000US75460","ZCTA5 75460","23191","660",
"8600000US75462","ZCTA5 75462","11611","849",
"8600000US75468","ZCTA5 75468","797","305",
"8600000US75469","ZCTA5 75469","276","83",
"8600000US75470","ZCTA5 75470","434","232",
"8600000US75471","ZCTA5 75471","1488","424",
"8600000US75472","ZCTA5 75472","3685","369",
"8600000US75473","ZCTA5 75473","3672","420",
"8600000US75474","ZCTA5 75474","14744","765",
"8600000US75475","ZCTA5 75475","148","90",
"8600000US75476","ZCTA5 75476","1162","297",
"8600000US75477","ZCTA5 75477","1204","316",
"8600000US75478","ZCTA5 75478","949","238",
"8600000US75479","ZCTA5 75479","1819","180",
"8600000US75480","ZCTA5 75480","1857","406",
"8600000US75481","ZCTA5 75481","366","115",
"8600000US75482","ZCTA5 75482","25003","545",
"8600000US75486","ZCTA5 75486","2099","386",
"8600000US75487","ZCTA5 75487","1987","406",
"8600000US75488","ZCTA5 75488","566","183",
"8600000US75489","ZCTA5 75489","1122","242",
"8600000US75490","ZCTA5 75490","2518","268",
"8600000US75491","ZCTA5 75491","4913","541",
"8600000US75492","ZCTA5 75492","394","106",
"8600000US75493","ZCTA5 75493","533","168",
"8600000US75494","ZCTA5 75494","9489","722",
"8600000US75495","ZCTA5 75495","8564","800",
"8600000US75496","ZCTA5 75496","3812","565",
"8600000US75497","ZCTA5 75497","3368","491",
"8600000US75501","ZCTA5 75501","35834","1246",
"8600000US75503","ZCTA5 75503","25710","1077",
"8600000US75550","ZCTA5 75550","790","195",
"8600000US75551","ZCTA5 75551","10679","748",
"8600000US75554","ZCTA5 75554","2077","451",
"8600000US75555","ZCTA5 75555","1672","303",
"8600000US75556","ZCTA5 75556","1321","456",
"8600000US75558","ZCTA5 75558","1770","604",
"8600000US75559","ZCTA5 75559","5168","498",
"8600000US75560","ZCTA5 75560","857","259",
"8600000US75561","ZCTA5 75561","5099","384",
"8600000US75562","ZCTA5 75562","177","126",
"8600000US75563","ZCTA5 75563","4709","545",
"8600000US75565","ZCTA5 75565","173","69",
"8600000US75566","ZCTA5 75566","730","216",
"8600000US75567","ZCTA5 75567","5275","758",
"8600000US75568","ZCTA5 75568","2459","462",
"8600000US75569","ZCTA5 75569","3350","15",
"8600000US75570","ZCTA5 75570","11024","495",
"8600000US75571","ZCTA5 75571","2971","499",
"8600000US75572","ZCTA5 75572","4173","683",
"8600000US75573","ZCTA5 75573","103","104",
"8600000US75574","ZCTA5 75574","1704","323",
"8600000US75601","ZCTA5 75601","16144","994",
"8600000US75602","ZCTA5 75602","22159","1262",
"8600000US75603","ZCTA5 75603","5954","729",
"8600000US75604","ZCTA5 75604","31011","1485",
"8600000US75605","ZCTA5 75605","30011","1227",
"8600000US75630","ZCTA5 75630","2178","315",
"8600000US75631","ZCTA5 75631","3151","417",
"8600000US75633","ZCTA5 75633","13553","557",
"8600000US75638","ZCTA5 75638","5777","550",
"8600000US75639","ZCTA5 75639","2821","535",
"8600000US75640","ZCTA5 75640","4585","661",
"8600000US75641","ZCTA5 75641","133","66",
"8600000US75642","ZCTA5 75642","71","80",
"8600000US75643","ZCTA5 75643","2421","357",
"8600000US75644","ZCTA5 75644","13387","841",
"8600000US75645","ZCTA5 75645","10158","780",
"8600000US75647","ZCTA5 75647","12719","746",
"8600000US75650","ZCTA5 75650","9493","757",
"8600000US75651","ZCTA5 75651","1870","510",
"8600000US75652","ZCTA5 75652","16946","826",
"8600000US75654","ZCTA5 75654","12450","961",
"8600000US75656","ZCTA5 75656","4204","497",
"8600000US75657","ZCTA5 75657","7722","468",
"8600000US75661","ZCTA5 75661","2917","615",
"8600000US75662","ZCTA5 75662","25702","990",
"8600000US75667","ZCTA5 75667","1142","243",
"8600000US75668","ZCTA5 75668","2285","400",
"8600000US75669","ZCTA5 75669","489","178",
"8600000US75670","ZCTA5 75670","18056","744",
"8600000US75672","ZCTA5 75672","15970","789",
"8600000US75681","ZCTA5 75681","2148","356",
"8600000US75682","ZCTA5 75682","507","163",
"8600000US75683","ZCTA5 75683","3873","676",
"8600000US75684","ZCTA5 75684","7607","787",
"8600000US75686","ZCTA5 75686","13132","437",
"8600000US75691","ZCTA5 75691","3587","613",
"8600000US75692","ZCTA5 75692","4747","680",
"8600000US75693","ZCTA5 75693","7122","360",
"8600000US75701","ZCTA5 75701","35549","1443",
"8600000US75702","ZCTA5 75702","27766","1254",
"8600000US75703","ZCTA5 75703","41842","1803",
"8600000US75704","ZCTA5 75704","10352","1353",
"8600000US75705","ZCTA5 75705","3555","799",
"8600000US75706","ZCTA5 75706","9505","1620",
"8600000US75707","ZCTA5 75707","14157","1431",
"8600000US75708","ZCTA5 75708","8417","1261",
"8600000US75709","ZCTA5 75709","5004","672",
"8600000US75750","ZCTA5 75750","3483","550",
"8600000US75751","ZCTA5 75751","16855","757",
"8600000US75752","ZCTA5 75752","7222","727",
"8600000US75754","ZCTA5 75754","6304","827",
"8600000US75755","ZCTA5 75755","5303","831",
"8600000US75756","ZCTA5 75756","4611","460",
"8600000US75757","ZCTA5 75757","12408","995",
"8600000US75758","ZCTA5 75758","8119","738",
"8600000US75759","ZCTA5 75759","46","28",
"8600000US75760","ZCTA5 75760","2392","500",
"8600000US75762","ZCTA5 75762","12697","1093",
"8600000US75763","ZCTA5 75763","6463","737",
"8600000US75764","ZCTA5 75764","166","69",
"8600000US75765","ZCTA5 75765","7292","570",
"8600000US75766","ZCTA5 75766","27008","724",
"8600000US75770","ZCTA5 75770","3223","491",
"8600000US75771","ZCTA5 75771","20488","1401",
"8600000US75773","ZCTA5 75773","13640","779",
"8600000US75778","ZCTA5 75778","3172","644",
"8600000US75779","ZCTA5 75779","135","174",
"8600000US75780","ZCTA5 75780","238","131",
"8600000US75783","ZCTA5 75783","7917","698",
"8600000US75784","ZCTA5 75784","957","381",
"8600000US75785","ZCTA5 75785","11265","601",
"8600000US75788","ZCTA5 75788","109","138",
"8600000US75789","ZCTA5 75789","7972","862",
"8600000US75790","ZCTA5 75790","4154","458",
"8600000US75791","ZCTA5 75791","13305","862",
"8600000US75792","ZCTA5 75792","2765","639",
"8600000US75801","ZCTA5 75801","16346","1237",
"8600000US75803","ZCTA5 75803","22170","1195",
"8600000US75831","ZCTA5 75831","5494","632",
"8600000US75832","ZCTA5 75832","121","188",
"8600000US75833","ZCTA5 75833","3144","493",
"8600000US75835","ZCTA5 75835","11105","484",
"8600000US75838","ZCTA5 75838","577","225",
"8600000US75839","ZCTA5 75839","5330","658",
"8600000US75840","ZCTA5 75840","6627","575",
"8600000US75844","ZCTA5 75844","6001","531",
"8600000US75845","ZCTA5 75845","3137","425",
"8600000US75846","ZCTA5 75846","2909","512",
"8600000US75847","ZCTA5 75847","1856","292",
"8600000US75848","ZCTA5 75848","122","61",
"8600000US75849","ZCTA5 75849","78","39",
"8600000US75850","ZCTA5 75850","674","314",
"8600000US75851","ZCTA5 75851","4878","389",
"8600000US75852","ZCTA5 75852","4462","288",
"8600000US75853","ZCTA5 75853","538","171",
"8600000US75855","ZCTA5 75855","2968","484",
"8600000US75856","ZCTA5 75856","98","101",
"8600000US75858","ZCTA5 75858","0","13",
"8600000US75859","ZCTA5 75859","1815","337",
"8600000US75860","ZCTA5 75860","6572","325",
"8600000US75861","ZCTA5 75861","9153","566",
"8600000US75862","ZCTA5 75862","10044","442",
"8600000US75901","ZCTA5 75901","31134","1396",
"8600000US75904","ZCTA5 75904","34059","1234",
"8600000US75925","ZCTA5 75925","4083","411",
"8600000US75926","ZCTA5 75926","1103","224",
"8600000US75928","ZCTA5 75928","1212","433",
"8600000US75929","ZCTA5 75929","1682","377",
"8600000US75930","ZCTA5 75930","2026","384",
"8600000US75931","ZCTA5 75931","2075","346",
"8600000US75932","ZCTA5 75932","1691","330",
"8600000US75933","ZCTA5 75933","1469","521",
"8600000US75934","ZCTA5 75934","204","136",
"8600000US75935","ZCTA5 75935","14025","629",
"8600000US75936","ZCTA5 75936","1095","264",
"8600000US75937","ZCTA5 75937","925","197",
"8600000US75938","ZCTA5 75938","2809","380",
"8600000US75939","ZCTA5 75939","4912","480",
"8600000US75941","ZCTA5 75941","8826","486",
"8600000US75942","ZCTA5 75942","222","199",
"8600000US75943","ZCTA5 75943","1344","373",
"8600000US75944","ZCTA5 75944","1265","219",
"8600000US75946","ZCTA5 75946","3543","465",
"8600000US75948","ZCTA5 75948","6269","426",
"8600000US75949","ZCTA5 75949","7501","607",
"8600000US75951","ZCTA5 75951","16183","922",
"8600000US75954","ZCTA5 75954","2698","477",
"8600000US75956","ZCTA5 75956","8510","929",
"8600000US75959","ZCTA5 75959","678","286",
"8600000US75960","ZCTA5 75960","712","283",
"8600000US75961","ZCTA5 75961","15644","1099",
"8600000US75962","ZCTA5 75962","3189","337",
"8600000US75964","ZCTA5 75964","19717","1213",
"8600000US75965","ZCTA5 75965","18281","803",
"8600000US75966","ZCTA5 75966","4619","538",
"8600000US75968","ZCTA5 75968","1846","317",
"8600000US75969","ZCTA5 75969","3965","685",
"8600000US75972","ZCTA5 75972","5997","334",
"8600000US75973","ZCTA5 75973","2657","305",
"8600000US75974","ZCTA5 75974","3411","520",
"8600000US75975","ZCTA5 75975","3703","506",
"8600000US75976","ZCTA5 75976","680","146",
"8600000US75977","ZCTA5 75977","395","152",
"8600000US75978","ZCTA5 75978","143","90",
"8600000US75979","ZCTA5 75979","11852","615",
"8600000US75980","ZCTA5 75980","2472","364",
"8600000US76001","ZCTA5 76001","32185","1571",
"8600000US76002","ZCTA5 76002","36209","2229",
"8600000US76006","ZCTA5 76006","24774","1171",
"8600000US76008","ZCTA5 76008","17910","871",
"8600000US76009","ZCTA5 76009","21041","1234",
"8600000US76010","ZCTA5 76010","57668","1875",
"8600000US76011","ZCTA5 76011","22640","1184",
"8600000US76012","ZCTA5 76012","26919","1310",
"8600000US76013","ZCTA5 76013","33760","1281",
"8600000US76014","ZCTA5 76014","36156","1502",
"8600000US76015","ZCTA5 76015","16253","931",
"8600000US76016","ZCTA5 76016","31318","950",
"8600000US76017","ZCTA5 76017","47355","1793",
"8600000US76018","ZCTA5 76018","31729","2062",
"8600000US76020","ZCTA5 76020","28207","1187",
"8600000US76021","ZCTA5 76021","35741","645",
"8600000US76022","ZCTA5 76022","13532","636",
"8600000US76023","ZCTA5 76023","6533","855",
"8600000US76028","ZCTA5 76028","69413","1548",
"8600000US76031","ZCTA5 76031","16855","1180",
"8600000US76033","ZCTA5 76033","26310","697",
"8600000US76034","ZCTA5 76034","26001","70",
"8600000US76035","ZCTA5 76035","1654","504",
"8600000US76036","ZCTA5 76036","25597","1283",
"8600000US76039","ZCTA5 76039","35394","1107",
"8600000US76040","ZCTA5 76040","32005","1390",
"8600000US76041","ZCTA5 76041","568","299",
"8600000US76043","ZCTA5 76043","7499","426",
"8600000US76044","ZCTA5 76044","3810","357",
"8600000US76048","ZCTA5 76048","24118","866",
"8600000US76049","ZCTA5 76049","29279","1046",
"8600000US76050","ZCTA5 76050","6241","639",
"8600000US76051","ZCTA5 76051","52454","77",
"8600000US76052","ZCTA5 76052","22744","2203",
"8600000US76053","ZCTA5 76053","30939","830",
"8600000US76054","ZCTA5 76054","12119","611",
"8600000US76055","ZCTA5 76055","2703","344",
"8600000US76058","ZCTA5 76058","18535","892",
"8600000US76059","ZCTA5 76059","5211","381",
"8600000US76060","ZCTA5 76060","8198","231",
"8600000US76061","ZCTA5 76061","39","64",
"8600000US76063","ZCTA5 76063","71555","1193",
"8600000US76064","ZCTA5 76064","1808","427",
"8600000US76065","ZCTA5 76065","35643","837",
"8600000US76066","ZCTA5 76066","2443","497",
"8600000US76067","ZCTA5 76067","20215","622",
"8600000US76070","ZCTA5 76070","853","365",
"8600000US76071","ZCTA5 76071","4508","592",
"8600000US76073","ZCTA5 76073","5774","636",
"8600000US76077","ZCTA5 76077","342","169",
"8600000US76078","ZCTA5 76078","10168","787",
"8600000US76082","ZCTA5 76082","18951","1157",
"8600000US76084","ZCTA5 76084","8453","705",
"8600000US76085","ZCTA5 76085","11119","1139",
"8600000US76086","ZCTA5 76086","23383","788",
"8600000US76087","ZCTA5 76087","27089","1398",
"8600000US76088","ZCTA5 76088","11827","1140",
"8600000US76092","ZCTA5 76092","30908","265",
"8600000US76093","ZCTA5 76093","1753","376",
"8600000US76102","ZCTA5 76102","9417","661",
"8600000US76103","ZCTA5 76103","14508","1034",
"8600000US76104","ZCTA5 76104","18327","1105",
"8600000US76105","ZCTA5 76105","21822","1281",
"8600000US76106","ZCTA5 76106","40014","2137",
"8600000US76107","ZCTA5 76107","29851","1214",
"8600000US76108","ZCTA5 76108","43178","1349",
"8600000US76109","ZCTA5 76109","23512","1206",
"8600000US76110","ZCTA5 76110","31825","1438",
"8600000US76111","ZCTA5 76111","22320","864",
"8600000US76112","ZCTA5 76112","41743","1411",
"8600000US76114","ZCTA5 76114","25416","930",
"8600000US76115","ZCTA5 76115","20507","1252",
"8600000US76116","ZCTA5 76116","50640","2047",
"8600000US76117","ZCTA5 76117","31860","1210",
"8600000US76118","ZCTA5 76118","16300","828",
"8600000US76119","ZCTA5 76119","50213","1681",
"8600000US76120","ZCTA5 76120","18820","1241",
"8600000US76123","ZCTA5 76123","34056","1632",
"8600000US76126","ZCTA5 76126","22825","764",
"8600000US76127","ZCTA5 76127","2049","296",
"8600000US76129","ZCTA5 76129","2920","291",
"8600000US76131","ZCTA5 76131","40463","2304",
"8600000US76132","ZCTA5 76132","27058","1010",
"8600000US76133","ZCTA5 76133","51369","1963",
"8600000US76134","ZCTA5 76134","26484","1434",
"8600000US76135","ZCTA5 76135","23230","1841",
"8600000US76137","ZCTA5 76137","60061","1580",
"8600000US76140","ZCTA5 76140","30661","1523",
"8600000US76148","ZCTA5 76148","23586","690",
"8600000US76155","ZCTA5 76155","5494","413",
"8600000US76164","ZCTA5 76164","15685","1030",
"8600000US76177","ZCTA5 76177","9361","1192",
"8600000US76179","ZCTA5 76179","60286","2101",
"8600000US76180","ZCTA5 76180","36964","840",
"8600000US76182","ZCTA5 76182","31031","827",
"8600000US76201","ZCTA5 76201","27965","946",
"8600000US76205","ZCTA5 76205","22093","1327",
"8600000US76207","ZCTA5 76207","14342","883",
"8600000US76208","ZCTA5 76208","24687","1422",
"8600000US76209","ZCTA5 76209","24838","1333",
"8600000US76210","ZCTA5 76210","44231","1206",
"8600000US76225","ZCTA5 76225","3035","435",
"8600000US76226","ZCTA5 76226","25100","989",
"8600000US76227","ZCTA5 76227","32000","1167",
"8600000US76228","ZCTA5 76228","999","154",
"8600000US76230","ZCTA5 76230","9762","454",
"8600000US76233","ZCTA5 76233","3327","524",
"8600000US76234","ZCTA5 76234","16187","785",
"8600000US76238","ZCTA5 76238","353","119",
"8600000US76239","ZCTA5 76239","1214","235",
"8600000US76240","ZCTA5 76240","27419","797",
"8600000US76244","ZCTA5 76244","76882","2681",
"8600000US76245","ZCTA5 76245","2068","412",
"8600000US76247","ZCTA5 76247","14260","973",
"8600000US76248","ZCTA5 76248","39376","739",
"8600000US76249","ZCTA5 76249","8550","751",
"8600000US76250","ZCTA5 76250","1017","184",
"8600000US76251","ZCTA5 76251","671","149",
"8600000US76252","ZCTA5 76252","2834","296",
"8600000US76253","ZCTA5 76253","294","167",
"8600000US76255","ZCTA5 76255","5444","268",
"8600000US76258","ZCTA5 76258","6876","453",
"8600000US76259","ZCTA5 76259","6042","980",
"8600000US76261","ZCTA5 76261","235","79",
"8600000US76262","ZCTA5 76262","37183","1312",
"8600000US76263","ZCTA5 76263","158","118",
"8600000US76264","ZCTA5 76264","1508","380",
"8600000US76265","ZCTA5 76265","1602","234",
"8600000US76266","ZCTA5 76266","15695","685",
"8600000US76268","ZCTA5 76268","273","122",
"8600000US76270","ZCTA5 76270","1834","387",
"8600000US76271","ZCTA5 76271","1741","548",
"8600000US76272","ZCTA5 76272","4130","669",
"8600000US76273","ZCTA5 76273","9575","856",
"8600000US76301","ZCTA5 76301","15056","831",
"8600000US76302","ZCTA5 76302","13083","629",
"8600000US76305","ZCTA5 76305","4352","425",
"8600000US76306","ZCTA5 76306","15201","847",
"8600000US76308","ZCTA5 76308","19092","981",
"8600000US76309","ZCTA5 76309","13695","841",
"8600000US76310","ZCTA5 76310","18362","772",
"8600000US76311","ZCTA5 76311","8784","798",
"8600000US76351","ZCTA5 76351","2047","263",
"8600000US76354","ZCTA5 76354","12021","313",
"8600000US76357","ZCTA5 76357","622","155",
"8600000US76360","ZCTA5 76360","3533","350",
"8600000US76363","ZCTA5 76363","523","159",
"8600000US76364","ZCTA5 76364","152","66",
"8600000US76365","ZCTA5 76365","4419","200",
"8600000US76366","ZCTA5 76366","1841","227",
"8600000US76367","ZCTA5 76367","14917","518",
"8600000US76370","ZCTA5 76370","257","77",
"8600000US76371","ZCTA5 76371","1376","189",
"8600000US76372","ZCTA5 76372","1179","290",
"8600000US76373","ZCTA5 76373","187","97",
"8600000US76374","ZCTA5 76374","3906","313",
"8600000US76377","ZCTA5 76377","793","193",
"8600000US76379","ZCTA5 76379","610","190",
"8600000US76380","ZCTA5 76380","3639","37",
"8600000US76384","ZCTA5 76384","12289","167",
"8600000US76388","ZCTA5 76388","255","87",
"8600000US76389","ZCTA5 76389","1413","207",
"8600000US76401","ZCTA5 76401","30324","793",
"8600000US76402","ZCTA5 76402","881","195",
"8600000US76424","ZCTA5 76424","8811","250",
"8600000US76426","ZCTA5 76426","12251","706",
"8600000US76427","ZCTA5 76427","760","162",
"8600000US76429","ZCTA5 76429","119","88",
"8600000US76430","ZCTA5 76430","2318","184",
"8600000US76431","ZCTA5 76431","3415","583",
"8600000US76432","ZCTA5 76432","1166","283",
"8600000US76433","ZCTA5 76433","1517","262",
"8600000US76435","ZCTA5 76435","467","138",
