Label (Grouping),Total
    Margin of Error,"±1,251"
ZCTA5 77022,
    Estimate,"27,924"
    Margin of Error,"±1,228"
ZCTA5 77023,
    Estimate,"29,138"
    Margin of Error,"±1,236"
ZCTA5 77024,
    Estimate,"38,190"
    Margin of Error,"±1,058"
ZCTA5 77025,
    Estimate,"28,540"
    Margin of Error,"±1,298"
ZCTA5 77026,
    Estimate,"21,300"
    Margin of Error,"±1,420"
ZCTA5 77027,
    Estimate,"18,323"
    Margin of Error,"±1,197"
ZCTA5 77028,
    Estimate,"17,425"
    Margin of Error,"±1,111"
ZCTA5 77029,
    Estimate,"17,781"
    Margin of Error,±839
ZCTA5 77030,
    Estimate,"11,229"
    Margin of Error,±809
ZCTA5 77031,
    Estimate,"18,058"
    Margin of Error,"±1,380"
ZCTA5 77032,
    Estimate,"14,535"
    Margin of Error,"±1,451"
ZCTA5 77033,
    Estimate,"30,558"
    Margin of Error,"±1,610"
ZCTA5 77034,
    Estimate,"40,635"
    Margin of Error,"±1,813"
ZCTA5 77035,
    Estimate,"36,931"
    Margin of Error,"±1,654"
ZCTA5 77036,
    Estimate,"74,472"
    Margin of Error,"±1,855"
ZCTA5 77037,
    Estimate,"18,966"
    Margin of Error,"±1,532"
ZCTA5 77038,
    Estimate,"31,912"
    Margin of Error,"±1,385"
ZCTA5 77039,
    Estimate,"28,877"
    Margin of Error,"±1,514"
ZCTA5 77040,
    Estimate,"47,823"
    Margin of Error,"±1,641"
ZCTA5 77041,
    Estimate,"33,941"
    Margin of Error,"±1,438"
ZCTA5 77042,
    Estimate,"41,734"
    Margin of Error,"±1,771"
ZCTA5 77043,
    Estimate,"24,803"
    Margin of Error,"±1,135"
ZCTA5 77044,
    Estimate,"48,783"
    Margin of Error,"±1,931"
ZCTA5 77045,
    Estimate,"36,532"
    Margin of Error,"±1,971"
ZCTA5 77046,
    Estimate,"1,207"
    Margin of Error,±298
ZCTA5 77047,
    Estimate,"32,616"
    Margin of Error,"±1,772"
ZCTA5 77048,
    Estimate,"18,383"
    Margin of Error,"±1,143"
ZCTA5 77049,
    Estimate,"36,434"
    Margin of Error,"±1,655"
ZCTA5 77050,
    Estimate,"4,741"
    Margin of Error,±587
ZCTA5 77051,
    Estimate,"17,221"
    Margin of Error,"±1,648"
ZCTA5 77053,
    Estimate,"31,650"
    Margin of Error,"±1,370"
ZCTA5 77054,
    Estimate,"23,267"
    Margin of Error,"±1,470"
ZCTA5 77055,
    Estimate,"44,671"
    Margin of Error,"±1,385"
ZCTA5 77056,
    Estimate,"22,056"
    Margin of Error,"±1,086"
ZCTA5 77057,
    Estimate,"41,690"
    Margin of Error,"±1,618"
ZCTA5 77058,
    Estimate,"16,120"
    Margin of Error,±963
ZCTA5 77059,
    Estimate,"17,254"
    Margin of Error,±736
ZCTA5 77060,
    Estimate,"45,642"
    Margin of Error,"±1,815"
ZCTA5 77061,
    Estimate,"26,253"
    Margin of Error,"±1,307"
ZCTA5 77062,
    Estimate,"26,477"
    Margin of Error,"±1,394"
ZCTA5 77063,
    Estimate,"39,249"
    Margin of Error,"±1,656"
ZCTA5 77064,
    Estimate,"48,637"
    Margin of Error,"±1,917"
ZCTA5 77065,
    Estimate,"37,793"
    Margin of Error,"±1,564"
ZCTA5 77066,
    Estimate,"35,676"
    Margin of Error,"±1,428"
ZCTA5 77067,
    Estimate,"35,227"
    Margin of Error,"±1,453"
ZCTA5 77068,
    Estimate,"11,011"
    Margin of Error,±756
ZCTA5 77069,
    Estimate,"19,345"
    Margin of Error,"±1,229"
ZCTA5 77070,
    Estimate,"53,057"
    Margin of Error,"±2,289"
ZCTA5 77071,
    Estimate,"28,888"
    Margin of Error,"±1,300"
ZCTA5 77072,
    Estimate,"61,122"
    Margin of Error,"±2,461"
ZCTA5 77073,
    Estimate,"39,939"
    Margin of Error,"±2,038"
ZCTA5 77074,
    Estimate,"40,978"
    Margin of Error,"±2,067"
ZCTA5 77075,
    Estimate,"44,517"
    Margin of Error,"±1,933"
ZCTA5 77076,
    Estimate,"36,009"
    Margin of Error,"±1,866"
ZCTA5 77077,
    Estimate,"59,588"
    Margin of Error,"±2,064"
ZCTA5 77078,
    Estimate,"15,663"
    Margin of Error,"±1,343"
ZCTA5 77079,
    Estimate,"34,122"
    Margin of Error,"±1,860"
ZCTA5 77080,
    Estimate,"45,586"
    Margin of Error,"±1,904"
ZCTA5 77081,
    Estimate,"53,031"
    Margin of Error,"±1,864"
ZCTA5 77082,
    Estimate,"55,056"
    Margin of Error,"±2,158"
ZCTA5 77083,
    Estimate,"78,298"
    Margin of Error,"±2,233"
ZCTA5 77084,
    Estimate,"107,673"
    Margin of Error,"±3,302"
ZCTA5 77085,
    Estimate,"17,991"
    Margin of Error,±972
ZCTA5 77086,
    Estimate,"28,636"
    Margin of Error,"±1,445"
ZCTA5 77087,
    Estimate,"37,886"
    Margin of Error,"±1,911"
ZCTA5 77088,
    Estimate,"55,734"
    Margin of Error,"±2,103"
ZCTA5 77089,
    Estimate,"54,751"
    Margin of Error,"±2,130"
ZCTA5 77090,
    Estimate,"40,761"
    Margin of Error,"±1,917"
ZCTA5 77091,
    Estimate,"27,750"
    Margin of Error,"±1,751"
ZCTA5 77092,
    Estimate,"38,458"
    Margin of Error,"±2,146"
ZCTA5 77093,
    Estimate,"47,135"
    Margin of Error,"±1,528"
ZCTA5 77094,
    Estimate,"10,271"
    Margin of Error,±514
ZCTA5 77095,
    Estimate,"70,692"
    Margin of Error,"±2,063"
ZCTA5 77096,
    Estimate,"32,682"
    Margin of Error,"±1,672"
ZCTA5 77098,
    Estimate,"13,818"
    Margin of Error,±925
ZCTA5 77099,
    Estimate,"52,294"
    Margin of Error,"±2,483"
ZCTA5 77201,
    Estimate,0
    Margin of Error,±14
ZCTA5 77301,
    Estimate,"34,169"
    Margin of Error,"±1,394"
ZCTA5 77302,
    Estimate,"18,658"
    Margin of Error,"±1,382"
ZCTA5 77303,
    Estimate,"20,655"
    Margin of Error,"±1,658"
ZCTA5 77304,
    Estimate,"33,364"
    Margin of Error,"±1,479"
ZCTA5 77306,
    Estimate,"13,569"
    Margin of Error,"±1,851"
ZCTA5 77316,
    Estimate,"26,119"
    Margin of Error,"±1,668"
ZCTA5 77318,
    Estimate,"16,303"
    Margin of Error,"±1,348"
ZCTA5 77320,
    Estimate,"36,122"
    Margin of Error,"±1,583"
ZCTA5 77326,
    Estimate,37
    Margin of Error,±38
ZCTA5 77327,
    Estimate,"23,274"
    Margin of Error,"±1,322"
ZCTA5 77328,
    Estimate,"14,438"
    Margin of Error,"±1,426"
ZCTA5 77331,
    Estimate,"7,971"
    Margin of Error,±880
ZCTA5 77334,
    Estimate,358
    Margin of Error,±369
ZCTA5 77335,
    Estimate,"2,972"
    Margin of Error,±501
ZCTA5 77336,
    Estimate,"13,156"
    Margin of Error,±863
ZCTA5 77338,
    Estimate,"43,558"
    Margin of Error,"±1,949"
ZCTA5 77339,
    Estimate,"40,133"
    Margin of Error,"±1,687"
ZCTA5 77340,
    Estimate,"31,352"
    Margin of Error,"±1,564"
ZCTA5 77342,
    Estimate,0
    Margin of Error,±14
ZCTA5 77345,
    Estimate,"27,993"
    Margin of Error,±912
ZCTA5 77346,
    Estimate,"66,805"
    Margin of Error,"±2,303"
ZCTA5 77350,
    Estimate,135
    Margin of Error,±111
ZCTA5 77351,
    Estimate,"34,366"
    Margin of Error,±943
ZCTA5 77354,
    Estimate,"37,058"
    Margin of Error,"±2,409"
ZCTA5 77355,
    Estimate,"29,281"
    Margin of Error,"±1,360"
ZCTA5 77356,
    Estimate,"26,987"
    Margin of Error,"±1,130"
ZCTA5 77357,
    Estimate,"27,721"
    Margin of Error,"±2,202"
ZCTA5 77358,
    Estimate,"5,565"
    Margin of Error,±949
ZCTA5 77359,
    Estimate,425
    Margin of Error,±293
ZCTA5 77360,
    Estimate,"5,115"
    Margin of Error,±458
ZCTA5 77362,
    Estimate,"6,435"
    Margin of Error,"±1,464"
ZCTA5 77363,
    Estimate,"2,853"
    Margin of Error,±479
ZCTA5 77364,
    Estimate,"1,828"
    Margin of Error,±415
ZCTA5 77365,
    Estimate,"36,755"
    Margin of Error,"±2,881"
ZCTA5 77367,
    Estimate,80
    Margin of Error,±48
ZCTA5 77368,
    Estimate,223
    Margin of Error,±157
ZCTA5 77369,
    Estimate,555
    Margin of Error,±235
ZCTA5 77371,
    Estimate,"8,036"
    Margin of Error,±932
ZCTA5 77372,
    Estimate,"14,116"
    Margin of Error,"±1,285"
ZCTA5 77373,
    Estimate,"61,501"
    Margin of Error,"±2,178"
ZCTA5 77374,
    Estimate,536
    Margin of Error,±319
ZCTA5 77375,
    Estimate,"55,759"
    Margin of Error,"±2,478"
ZCTA5 77376,
    Estimate,569
    Margin of Error,±278
ZCTA5 77377,
    Estimate,"38,469"
    Margin of Error,"±2,193"
ZCTA5 77378,
    Estimate,"17,616"
    Margin of Error,"±1,791"
ZCTA5 77379,
    Estimate,"81,368"
    Margin of Error,"±1,826"
ZCTA5 77380,
    Estimate,"25,761"
    Margin of Error,"±1,323"
ZCTA5 77381,
    Estimate,"36,160"
    Margin of Error,"±1,321"
ZCTA5 77382,
    Estimate,"41,581"
    Margin of Error,"±3,197"
ZCTA5 77384,
    Estimate,"19,467"
    Margin of Error,"±1,870"
ZCTA5 77385,
    Estimate,"25,160"
    Margin of Error,"±2,002"
ZCTA5 77386,
    Estimate,"57,421"
    Margin of Error,"±1,849"
ZCTA5 77388,
    Estimate,"50,701"
    Margin of Error,"±1,275"
ZCTA5 77389,
    Estimate,"38,222"
    Margin of Error,"±1,863"
ZCTA5 77396,
    Estimate,"58,396"
    Margin of Error,"±3,081"
ZCTA5 77401,
    Estimate,"19,372"
    Margin of Error,±260
ZCTA5 77406,
    Estimate,"49,261"
    Margin of Error,"±2,254"
ZCTA5 77407,
    Estimate,"60,000"
    Margin of Error,"±3,062"
ZCTA5 77412,
    Estimate,44
    Margin of Error,±64
ZCTA5 77414,
    Estimate,"23,982"
    Margin of Error,±668
ZCTA5 77415,
    Estimate,88
    Margin of Error,±144
ZCTA5 77417,
    Estimate,"2,550"
    Margin of Error,±641
ZCTA5 77418,
    Estimate,"10,537"
    Margin of Error,±739
ZCTA5 77419,
    Estimate,"1,253"
    Margin of Error,±409
ZCTA5 77420,
    Estimate,"2,695"
    Margin of Error,±540
ZCTA5 77422,
    Estimate,"13,194"
    Margin of Error,±983
ZCTA5 77423,
    Estimate,"12,377"
    Margin of Error,±743
ZCTA5 77426,
    Estimate,"2,524"
    Margin of Error,±597
ZCTA5 77428,
    Estimate,0
    Margin of Error,±14
ZCTA5 77429,
    Estimate,"88,628"
    Margin of Error,"±2,822"
ZCTA5 77430,
    Estimate,"2,078"
    Margin of Error,±702
ZCTA5 77432,
    Estimate,47
    Margin of Error,±72
ZCTA5 77433,
    Estimate,"90,657"
    Margin of Error,"±2,940"
ZCTA5 77434,
    Estimate,"4,740"
    Margin of Error,±427
ZCTA5 77435,
    Estimate,"4,031"
    Margin of Error,±581
ZCTA5 77436,
    Estimate,54
    Margin of Error,±84
ZCTA5 77437,
    Estimate,"16,913"
    Margin of Error,±771
ZCTA5 77440,
    Estimate,27
    Margin of Error,±42
ZCTA5 77441,
    Estimate,"12,559"
    Margin of Error,±471
ZCTA5 77442,
    Estimate,996
    Margin of Error,±315
ZCTA5 77443,
    Estimate,300
    Margin of Error,±363
ZCTA5 77444,
    Estimate,534
    Margin of Error,±230
ZCTA5 77445,
    Estimate,"14,200"
    Margin of Error,±731
ZCTA5 77446,
    Estimate,"6,520"
    Margin of Error,±127
ZCTA5 77447,
    Estimate,"16,246"
    Margin of Error,"±1,302"
ZCTA5 77448,
    Estimate,131
    Margin of Error,±127
ZCTA5 77449,
    Estimate,"128,294"
    Margin of Error,"±3,525"
ZCTA5 77450,
    Estimate,"73,692"
    Margin of Error,"±1,963"
ZCTA5 77451,
    Estimate,53
    Margin of Error,±51
ZCTA5 77453,
    Estimate,393
    Margin of Error,±327
ZCTA5 77454,
    Estimate,0
    Margin of Error,±14
ZCTA5 77455,
    Estimate,"2,194"
    Margin of Error,±364
ZCTA5 77456,
    Estimate,"1,384"
    Margin of Error,±570
ZCTA5 77457,
    Estimate,488
    Margin of Error,±167
ZCTA5 77458,
    Estimate,210
    Margin of Error,±212
ZCTA5 77459,
    Estimate,"72,788"
    Margin of Error,"±2,542"
ZCTA5 77460,
    Estimate,39
    Margin of Error,±63
ZCTA5 77461,
    Estimate,"11,447"
    Margin of Error,±923
ZCTA5 77464,
    Estimate,99
    Margin of Error,±45
ZCTA5 77465,
    Estimate,"7,151"
    Margin of Error,±619
ZCTA5 77466,
    Estimate,511
    Margin of Error,±171
ZCTA5 77467,
    Estimate,17
    Margin of Error,±20
ZCTA5 77468,
    Estimate,39
    Margin of Error,±66
ZCTA5 77469,
    Estimate,"53,992"
    Margin of Error,"±2,444"
ZCTA5 77470,
    Estimate,374
    Margin of Error,±160
ZCTA5 77471,
    Estimate,"41,212"
    Margin of Error,"±1,682"
ZCTA5 77473,
    Estimate,77
    Margin of Error,±68
ZCTA5 77474,
    Estimate,"12,487"
    Margin of Error,±620
ZCTA5 77475,
    Estimate,790
    Margin of Error,±356
ZCTA5 77476,
    Estimate,204
    Margin of Error,±113
ZCTA5 77477,
    Estimate,"35,830"
    Margin of Error,"±1,225"
ZCTA5 77478,
    Estimate,"25,721"
    Margin of Error,"±1,105"
ZCTA5 77479,
    Estimate,"93,848"
    Margin of Error,"±1,879"
ZCTA5 77480,
    Estimate,"8,055"
    Margin of Error,±655
ZCTA5 77481,
    Estimate,35
    Margin of Error,±40
ZCTA5 77482,
    Estimate,"1,779"
    Margin of Error,±495
ZCTA5 77483,
    Estimate,309
    Margin of Error,±248
ZCTA5 77484,
    Estimate,"10,875"
    Margin of Error,"±1,054"
ZCTA5 77485,
    Estimate,"4,627"
    Margin of Error,±817
ZCTA5 77486,
    Estimate,"7,491"
    Margin of Error,±507
ZCTA5 77488,
    Estimate,"14,525"
    Margin of Error,±781
ZCTA5 77489,
    Estimate,"38,242"
    Margin of Error,"±1,588"
ZCTA5 77493,
    Estimate,"36,334"
    Margin of Error,"±1,997"
ZCTA5 77494,
    Estimate,"118,291"
    Margin of Error,"±3,204"
ZCTA5 77498,
    Estimate,"51,293"
    Margin of Error,"±2,111"
ZCTA5 77502,
    Estimate,"38,199"
    Margin of Error,"±1,480"
ZCTA5 77503,
    Estimate,"24,808"
    Margin of Error,"±1,164"
ZCTA5 77504,
    Estimate,"24,954"
    Margin of Error,"±1,214"
ZCTA5 77505,
    Estimate,"24,223"
    Margin of Error,"±1,218"
ZCTA5 77506,
    Estimate,"38,765"
    Margin of Error,"±1,416"
ZCTA5 77507,
    Estimate,312
    Margin of Error,±169
ZCTA5 77510,
    Estimate,"14,485"
    Margin of Error,±978
ZCTA5 77511,
    Estimate,"47,556"
    Margin of Error,"±1,752"
ZCTA5 77514,
    Estimate,"5,127"
    Margin of Error,±729
ZCTA5 77515,
    Estimate,"32,469"
    Margin of Error,"±1,084"
ZCTA5 77517,
    Estimate,"5,677"
    Margin of Error,±902
ZCTA5 77518,
    Estimate,"10,856"
    Margin of Error,"±1,089"
ZCTA5 77519,
    Estimate,"1,066"
    Margin of Error,±470
ZCTA5 77520,
    Estimate,"35,350"
    Margin of Error,"±1,302"
ZCTA5 77521,
    Estimate,"60,164"
    Margin of Error,"±2,153"
ZCTA5 77523,
    Estimate,"23,501"
    Margin of Error,"±1,012"
ZCTA5 77530,
    Estimate,"33,437"
    Margin of Error,"±1,944"
ZCTA5 77531,
    Estimate,"16,228"
    Margin of Error,±248
ZCTA5 77532,
    Estimate,"29,963"
    Margin of Error,"±1,203"
ZCTA5 77533,
    Estimate,938
    Margin of Error,±288
ZCTA5 77534,
    Estimate,"2,256"
    Margin of Error,±474
ZCTA5 77535,
    Estimate,"34,537"
    Margin of Error,"±1,391"
ZCTA5 77536,
    Estimate,"32,146"
    Margin of Error,±798
ZCTA5 77538,
    Estimate,"1,042"
    Margin of Error,±286
ZCTA5 77539,
    Estimate,"46,032"
    Margin of Error,"±1,783"
ZCTA5 77541,
    Estimate,"18,609"
    Margin of Error,±631
ZCTA5 77545,
    Estimate,"25,226"
    Margin of Error,"±1,654"
ZCTA5 77546,
    Estimate,"53,623"
    Margin of Error,±902
ZCTA5 77547,
    Estimate,"9,925"
    Margin of Error,±322
ZCTA5 77550,
    Estimate,"21,863"
    Margin of Error,±729
ZCTA5 77551,
    Estimate,"21,929"
    Margin of Error,±766
ZCTA5 77554,
    Estimate,"8,556"
    Margin of Error,±586
ZCTA5 77560,
    Estimate,337
    Margin of Error,±131
ZCTA5 77561,
    Estimate,103
    Margin of Error,±79
ZCTA5 77562,
    Estimate,"10,680"
    Margin of Error,"±1,131"
ZCTA5 77563,
    Estimate,"11,027"
    Margin of Error,±505
ZCTA5 77564,
    Estimate,"1,888"
    Margin of Error,±536
ZCTA5 77565,
    Estimate,"8,650"
    Margin of Error,"±1,199"
ZCTA5 77566,
    Estimate,"29,436"
    Margin of Error,±373
ZCTA5 77568,
    Estimate,"15,680"
    Margin of Error,±383
ZCTA5 77571,
    Estimate,"37,427"
    Margin of Error,±403
ZCTA5 77573,
    Estimate,"88,131"
    Margin of Error,"±1,399"
ZCTA5 77575,
    Estimate,"16,884"
    Margin of Error,±868
ZCTA5 77577,
    Estimate,"1,481"
    Margin of Error,±319
ZCTA5 77578,
    Estimate,"22,527"
    Margin of Error,"±2,463"
ZCTA5 77580,
    Estimate,"1,099"
    Margin of Error,±306
ZCTA5 77581,
    Estimate,"48,438"
    Margin of Error,"±2,062"
ZCTA5 77583,
    Estimate,"40,514"
    Margin of Error,"±3,261"
ZCTA5 77584,
    Estimate,"90,372"
    Margin of Error,"±2,737"
ZCTA5 77585,
    Estimate,986
    Margin of Error,±364
ZCTA5 77586,
    Estimate,"22,548"
    Margin of Error,±340
ZCTA5 77587,
    Estimate,"16,928"
    Margin of Error,±372
ZCTA5 77590,
    Estimate,"31,604"
    Margin of Error,"±1,063"
ZCTA5 77591,
    Estimate,"14,936"
    Margin of Error,"±1,076"
ZCTA5 77597,
    Estimate,986
    Margin of Error,±465
ZCTA5 77598,
    Estimate,"26,460"
    Margin of Error,"±1,185"
ZCTA5 77611,
    Estimate,"8,578"
    Margin of Error,±425
ZCTA5 77612,
    Estimate,"9,408"
    Margin of Error,±805
ZCTA5 77613,
    Estimate,"1,097"
    Margin of Error,±300
ZCTA5 77614,
    Estimate,265
    Margin of Error,±165
ZCTA5 77615,
    Estimate,"1,084"
    Margin of Error,±351
ZCTA5 77616,
    Estimate,511
    Margin of Error,±267
ZCTA5 77617,
    Estimate,66
    Margin of Error,±51
ZCTA5 77619,
    Estimate,"15,662"
    Margin of Error,±35
ZCTA5 77622,
    Estimate,"1,439"
    Margin of Error,±343
ZCTA5 77623,
    Estimate,648
    Margin of Error,±227
ZCTA5 77624,
    Estimate,609
    Margin of Error,±258
ZCTA5 77625,
    Estimate,"9,761"
    Margin of Error,"±1,421"
ZCTA5 77627,
    Estimate,"21,698"
    Margin of Error,±770
ZCTA5 77629,
    Estimate,786
    Margin of Error,±210
ZCTA5 77630,
    Estimate,"28,925"
    Margin of Error,"±1,134"
ZCTA5 77632,
    Estimate,"22,903"
    Margin of Error,"±1,068"
ZCTA5 77640,
    Estimate,"15,706"
    Margin of Error,±813
ZCTA5 77642,
    Estimate,"39,202"
    Margin of Error,±821
ZCTA5 77650,
    Estimate,"1,835"
    Margin of Error,±592
ZCTA5 77651,
    Estimate,"12,782"
    Margin of Error,±30
ZCTA5 77655,
    Estimate,213
    Margin of Error,±71
ZCTA5 77656,
    Estimate,"16,524"
    Margin of Error,±875
ZCTA5 77657,
    Estimate,"21,345"
    Margin of Error,"±1,207"
ZCTA5 77659,
    Estimate,"5,326"
    Margin of Error,±667
ZCTA5 77660,
    Estimate,"1,057"
    Margin of Error,±399
ZCTA5 77661,
    Estimate,671
    Margin of Error,±424
ZCTA5 77662,
    Estimate,"26,277"
    Margin of Error,"±1,108"
ZCTA5 77663,
    Estimate,"1,014"
    Margin of Error,±590
ZCTA5 77664,
    Estimate,"2,939"
    Margin of Error,±426
ZCTA5 77665,
    Estimate,"6,152"
    Margin of Error,±801
ZCTA5 77701,
    Estimate,"13,480"
    Margin of Error,"±1,003"
ZCTA5 77702,
    Estimate,"3,225"
    Margin of Error,±513
ZCTA5 77703,
    Estimate,"13,823"
    Margin of Error,±911
ZCTA5 77705,
    Estimate,"39,236"
    Margin of Error,"±1,288"
ZCTA5 77706,
    Estimate,"29,474"
    Margin of Error,"±1,262"
ZCTA5 77707,
    Estimate,"18,335"
    Margin of Error,±994
ZCTA5 77708,
    Estimate,"12,536"
    Margin of Error,"±1,164"
ZCTA5 77713,
    Estimate,"14,238"
    Margin of Error,"±1,238"
ZCTA5 77801,
    Estimate,"15,068"
    Margin of Error,"±1,168"
ZCTA5 77802,
    Estimate,"25,621"
    Margin of Error,"±1,012"
ZCTA5 77803,
    Estimate,"32,946"
    Margin of Error,"±1,361"
ZCTA5 77807,
    Estimate,"11,564"
    Margin of Error,±926
ZCTA5 77808,
    Estimate,"12,013"
    Margin of Error,±741
ZCTA5 77830,
    Estimate,"3,101"
    Margin of Error,±451
ZCTA5 77831,
    Estimate,"3,179"
    Margin of Error,±535
ZCTA5 77833,
    Estimate,"29,345"
    Margin of Error,±763
ZCTA5 77835,
    Estimate,"2,330"
    Margin of Error,±629
ZCTA5 77836,
    Estimate,"12,077"
    Margin of Error,±544
ZCTA5 77837,
    Estimate,"1,922"
    Margin of Error,±285
ZCTA5 77840,
    Estimate,"59,371"
    Margin of Error,"±1,222"
ZCTA5 77845,
    Estimate,"66,649"
    Margin of Error,"±1,485"
ZCTA5 77853,
    Estimate,"1,059"
    Margin of Error,±267
ZCTA5 77855,
    Estimate,224
    Margin of Error,±305
ZCTA5 77856,
    Estimate,"5,246"
    Margin of Error,±389
ZCTA5 77857,
    Estimate,792
    Margin of Error,±183
ZCTA5 77859,
    Estimate,"6,750"
    Margin of Error,±362
ZCTA5 77861,
    Estimate,"2,203"
    Margin of Error,±365
ZCTA5 77864,
    Estimate,"7,562"
    Margin of Error,±429
ZCTA5 77865,
    Estimate,"2,440"
    Margin of Error,±620
ZCTA5 77867,
    Estimate,106
    Margin of Error,±51
ZCTA5 77868,
    Estimate,"17,142"
    Margin of Error,±793
ZCTA5 77871,
    Estimate,"2,738"
    Margin of Error,±542
ZCTA5 77872,
    Estimate,"1,879"
    Margin of Error,±325
ZCTA5 77873,
    Estimate,"1,200"
    Margin of Error,±260
ZCTA5 77876,
    Estimate,123
    Margin of Error,±101
ZCTA5 77878,
    Estimate,317
    Margin of Error,±132
ZCTA5 77879,
    Estimate,"5,621"
    Margin of Error,±568
ZCTA5 77880,
    Estimate,"1,438"
    Margin of Error,±428
ZCTA5 77901,
    Estimate,"43,052"
    Margin of Error,"±1,244"
ZCTA5 77904,
    Estimate,"28,202"
    Margin of Error,"±1,272"
ZCTA5 77905,
    Estimate,"14,834"
    Margin of Error,±693
ZCTA5 77950,
    Estimate,170
    Margin of Error,±61
ZCTA5 77951,
    Estimate,"1,809"
    Margin of Error,±422
ZCTA5 77954,
    Estimate,"11,478"
    Margin of Error,±466
ZCTA5 77957,
    Estimate,"8,735"
    Margin of Error,±363
ZCTA5 77960,
    Estimate,65
    Margin of Error,±66
ZCTA5 77961,
    Estimate,178
    Margin of Error,±152
ZCTA5 77962,
    Estimate,"3,654"
    Margin of Error,±602
ZCTA5 77963,
    Estimate,"5,855"
    Margin of Error,±394
ZCTA5 77964,
    Estimate,"8,395"
    Margin of Error,±431
ZCTA5 77968,
    Estimate,"3,214"
    Margin of Error,±514
ZCTA5 77969,
    Estimate,246
    Margin of Error,±162
ZCTA5 77970,
    Estimate,429
    Margin of Error,±173
ZCTA5 77971,
    Estimate,792
    Margin of Error,±403
ZCTA5 77973,
    Estimate,27
    Margin of Error,±38
ZCTA5 77974,
    Estimate,314
    Margin of Error,±93
ZCTA5 77975,
    Estimate,"1,609"
    Margin of Error,±280
ZCTA5 77976,
    Estimate,96
    Margin of Error,±77
ZCTA5 77977,
    Estimate,544
    Margin of Error,±220
ZCTA5 77978,
    Estimate,696
    Margin of Error,±175
ZCTA5 77979,
    Estimate,"17,916"
    Margin of Error,±586
ZCTA5 77982,
    Estimate,884
    Margin of Error,±365
ZCTA5 77983,
    Estimate,"2,045"
    Margin of Error,±410
ZCTA5 77984,
    Estimate,"3,972"
    Margin of Error,±301
ZCTA5 77987,
    Estimate,206
    Margin of Error,±97
ZCTA5 77988,
    Estimate,559
    Margin of Error,±265
ZCTA5 77990,
    Estimate,811
    Margin of Error,±176
ZCTA5 77991,
    Estimate,397
    Margin of Error,±256
ZCTA5 77993,
    Estimate,95
    Margin of Error,±88
ZCTA5 77994,
    Estimate,354
    Margin of Error,±132
ZCTA5 77995,
    Estimate,"10,724"
    Margin of Error,±682
ZCTA5 78001,
    Estimate,0
    Margin of Error,±14
ZCTA5 78002,
    Estimate,"6,833"
    Margin of Error,"±1,085"
ZCTA5 78003,
    Estimate,"9,743"
    Margin of Error,±825
ZCTA5 78004,
    Estimate,"1,118"
    Margin of Error,±370
ZCTA5 78005,
    Estimate,870
    Margin of Error,±494
ZCTA5 78006,
    Estimate,"36,056"
    Margin of Error,"±1,260"
ZCTA5 78007,
    Estimate,169
    Margin of Error,±92
ZCTA5 78008,
    Estimate,461
    Margin of Error,±324
ZCTA5 78009,
    Estimate,"8,466"
    Margin of Error,±872
ZCTA5 78010,
    Estimate,"3,493"
    Margin of Error,±610
ZCTA5 78011,
    Estimate,"1,688"
    Margin of Error,±366
ZCTA5 78012,
    Estimate,267
    Margin of Error,±120
ZCTA5 78013,
    Estimate,"7,312"
    Margin of Error,"±1,102"
ZCTA5 78014,
    Estimate,"5,999"
    Margin of Error,±430
ZCTA5 78015,
    Estimate,"15,811"
    Margin of Error,±714
ZCTA5 78016,
    Estimate,"11,632"
    Margin of Error,"±1,206"
ZCTA5 78017,
    Estimate,"6,074"
    Margin of Error,±377
ZCTA5 78019,
    Estimate,"1,253"
    Margin of Error,±322
ZCTA5 78021,
    Estimate,273
    Margin of Error,±196
ZCTA5 78022,
    Estimate,"4,033"
    Margin of Error,±331
ZCTA5 78023,
    Estimate,"31,357"
    Margin of Error,"±1,095"
ZCTA5 78024,
    Estimate,"1,370"
    Margin of Error,±337
ZCTA5 78025,
    Estimate,"4,918"
    Margin of Error,±636
ZCTA5 78026,
    Estimate,"6,452"
    Margin of Error,±595
ZCTA5 78027,
    Estimate,381
    Margin of Error,±301
ZCTA5 78028,
    Estimate,"39,944"
    Margin of Error,±884
ZCTA5 78029,
    Estimate,0
    Margin of Error,±14
ZCTA5 78039,
    Estimate,"1,924"
    Margin of Error,±606
ZCTA5 78040,
    Estimate,"40,939"
    Margin of Error,"±1,470"
ZCTA5 78041,
    Estimate,"47,753"
    Margin of Error,"±1,478"
ZCTA5 78043,
    Estimate,"45,532"
    Margin of Error,"±1,576"
ZCTA5 78044,
    Estimate,519
    Margin of Error,±235
ZCTA5 78045,
    Estimate,"66,685"
    Margin of Error,"±2,005"
ZCTA5 78046,
    Estimate,"70,989"
    Margin of Error,"±1,833"
ZCTA5 78050,
    Estimate,584
    Margin of Error,±280
ZCTA5 78052,
    Estimate,"6,769"
    Margin of Error,±938
ZCTA5 78055,
    Estimate,"1,867"
    Margin of Error,±382
ZCTA5 78056,
    Estimate,"2,138"
    Margin of Error,±531
ZCTA5 78057,
    Estimate,378
    Margin of Error,±210
ZCTA5 78058,
    Estimate,976
    Margin of Error,±283
ZCTA5 78059,
    Estimate,"5,545"
    Margin of Error,±805
ZCTA5 78060,
    Estimate,0
    Margin of Error,±14
